,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jul '24 Jul 31, 2024","Jan '24 Jan 31, 2024","Jul '23 Jul 31, 2023","Jan '23 Jan 31, 2023","Jul '22 Jul 31, 2022","Jan '22 Jan 31, 2022","Jul '21 Jul 31, 2021","Jan '21 Jan 31, 2021","Jul '20 Jul 31, 2020","Jan '20 Jan 31, 2020",+2 Quarters
0,Market Capitalization,108,60,25,46,41,58,51,74,78,76,167,Upgrade
1,Market Cap Growth,30.80%,30.80%,-39.05%,-21.00%,-20.75%,-21.05%,-33.75%,-2.56%,-53.49%,-65.49%,-42.67%,Upgrade
2,Enterprise Value,-223,-265,-299,-305,-393,-394,-469,-423,-515,-425,-483,Upgrade
3,Last Close Price,0.47,0.31,0.13,0.24,0.21,0.30,0.27,0.38,0.40,0.39,0.86,Upgrade
4,PE Ratio,16.23,-,-1.80,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,1.60,1.07,0.55,1.25,0.99,0.67,0.34,0.56,1.30,0.76,0.78,Upgrade
6,PB Ratio,0.11,0.08,0.03,0.06,0.05,0.07,0.06,0.08,0.08,0.08,0.18,Upgrade
7,P/TBV Ratio,0.07,0.07,0.03,0.06,0.05,0.07,0.06,0.08,0.08,0.08,0.17,Upgrade
8,P/FCF Ratio,-,-,-,-,-,0.45,0.49,-,5.54,4.22,2.25,Upgrade
9,P/OCF Ratio,-,-4.02,-,-,-,0.45,0.49,-,5.34,4.00,2.23,Upgrade
10,EV/FCF Ratio,6.42,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.01,-,Upgrade
12,Debt / FCF Ratio,-,-,-,-,-,0.00,0.01,-,0.31,0.32,-,Upgrade
13,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-0.18%,-,-,-,Upgrade
14,Earnings Yield,5.14%,9.24%,-55.56%,-65.06%,-124.08%,-168.53%,-171.41%,-46.13%,-19.07%,-38.92%,30.45%,Upgrade
15,FCF Yield,-32.05%,-57.68%,-155.36%,-308.80%,-310.84%,220.20%,204.34%,-19.49%,18.04%,23.69%,44.47%,Upgrade
16,Buyback Yield / Dilution,-,-,-,-,-,-,-0.02%,-,-,-,Upgrade,
17,Total Shareholder Return,-,-,-,-,-,-,-0.02%,-,-,-,Upgrade,
