,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+16 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+16 Quarters
0,Market Capitalization,3128,2828,2606,3166,3688,3586,3360,3379,2259,2120,2146,2305,2289,2047,2212,2265,2378,2521,2407,2623,2849,Upgrade
1,Market Cap Growth,-21.12%,-21.12%,-22.43%,-6.30%,63.22%,69.13%,56.51%,46.60%,-1.27%,3.56%,-2.98%,1.76%,-3.76%,-18.79%,-8.10%,-13.65%,-16.54%,-18.39%,-22.65%,-21.69%,-5.76%,Upgrade
2,Enterprise Value,3842,3500,3179,3705,4226,4321,4048,3996,2876,2650,2645,2688,2672,2341,2537,2491,2603,2673,2508,2794,3020,Upgrade
3,Last Close Price,8.86,8.02,7.39,8.93,10.40,10.12,10.08,10.10,6.75,6.35,6.43,6.84,6.80,6.08,6.52,6.67,7.00,7.42,7.07,7.66,8.32,Upgrade
4,PE Ratio,51.85,-,26.98,30.03,35.13,31.42,33.11,38.79,27.02,29.85,32.62,35.70,36.17,34.23,37.92,39.26,41.66,49.69,36.19,39.31,40.64,Upgrade
5,Forward PE,-,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,16.23,Upgrade
6,PS Ratio,2.98,2.71,2.34,2.96,3.60,3.56,3.61,3.83,2.62,2.59,2.76,3.10,3.12,2.97,3.42,3.83,4.31,4.96,4.81,5.41,5.98,Upgrade
7,PB Ratio,2.66,2.37,2.19,2.67,3.14,3.13,3.60,3.69,2.51,2.46,2.56,2.75,2.76,2.54,2.82,2.89,3.05,3.32,3.22,3.48,3.83,Upgrade
8,P/TBV Ratio,2.52,2.52,2.33,2.84,3.35,3.34,3.91,4.02,2.74,2.69,2.82,3.03,3.05,2.82,3.13,3.21,3.40,3.71,3.46,3.74,4.11,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-34.32,-,-,-,-,-,-,-,-,-22.82,-,-,-,-,-,-,Upgrade
