,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,9010,4880,5259,3648,4987,6397,11914,18817,15403,11840,14931,Upgrade
1,Market Cap Growth,33.77%,33.77%,5.46%,-42.96%,-58.14%,-66.01%,-22.65%,58.93%,3.16%,74.26%,196.48%,Upgrade
2,Enterprise Value,9241,5502,5753,3202,4938,6396,12366,17896,17105,12926,16199,Upgrade
3,Last Close Price,7.48,4.12,4.44,3.08,4.21,5.40,10.08,15.92,13.09,10.06,12.73,Upgrade
4,PE Ratio,47.04,25.76,58.28,130.92,25.77,11.91,11.25,14.55,15.44,15.48,24.61,Upgrade
5,Forward PE,21.42,14.15,14.82,8.43,8.51,6.71,7.24,13.36,15.43,14.57,22.63,Upgrade
6,PS Ratio,0.56,0.31,0.38,0.28,0.32,0.33,0.52,0.87,0.75,0.64,1.01,Upgrade
7,PB Ratio,1.67,0.92,0.99,0.71,0.93,1.13,2.06,3.58,3.43,3.41,4.66,Upgrade
8,P/TBV Ratio,0.92,0.92,0.99,0.71,0.93,1.14,2.07,3.58,3.43,3.41,4.66,Upgrade
9,P/FCF Ratio,11.29,11.29,-,-,4.21,2.23,6.08,-,3.60,5.40,5.56,Upgrade
10,P/OCF Ratio,11.29,11.29,-,-,4.21,2.48,6.08,-,3.60,5.13,5.56,Upgrade
11,PEG Ratio,0.23,0.23,0.26,-,-,0.86,0.23,0.38,0.63,0.19,0.09,Upgrade
12,EV/Sales Ratio,0.58,0.35,0.42,0.24,0.32,0.33,0.54,0.83,0.83,0.70,1.10,Upgrade
13,EV/EBITDA Ratio,13.43,8.66,11.83,11.11,9.94,5.56,6.56,8.37,9.79,9.99,15.31,Upgrade
14,EV/EBIT Ratio,51.20,25.28,61.17,-,-,11.00,9.41,10.69,12.92,13.58,21.63,Upgrade
15,EV/FCF Ratio,12.73,12.73,-,-,4.17,2.23,6.31,-,4.00,5.90,6.03,Upgrade
16,Debt / Equity Ratio,0.84,0.84,0.91,0.96,0.55,0.54,0.38,0.38,0.35,0.69,0.48,Upgrade
17,Debt / FCF Ratio,10.32,10.32,-,-,2.52,1.05,1.12,-,0.36,1.09,0.58,Upgrade
18,Return on Capital Employed (ROCE),3.85%,3.85%,1.62%,-,-,9.77%,21.55%,29.92%,27.02%,24.71%,21.66%,Upgrade
19,Earnings Yield,2.10%,3.88%,1.72%,0.76%,3.88%,8.39%,8.89%,6.87%,6.48%,6.46%,4.06%,Upgrade
20,FCF Yield,8.86%,8.86%,-7.93%,16.53%,23.77%,44.92%,16.45%,18.00%,27.79%,18.52%,17.98%,Upgrade
21,Buyback Yield / Dilution,0.00%,-,0.01%,-0.07%,-0.11%,0.28%,-0.52%,-1.00%,-1.79%,-2.75%,-0.25%,Upgrade
22,Total Shareholder Return,0.00%,-,0.01%,-0.07%,-0.11%,0.28%,-0.52%,-1.00%,-1.79%,-2.75%,-0.25%,Upgrade
