,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,7675,7054,5477,6664,7095,9327,9336,8598,8802,8109,Upgrade
1,Revenue Growth (YoY),40.15%,5.85%,-22.81%,-28.55%,-24.00%,8.47%,6.06%,6.04%,73.92%,64.53%,Upgrade
2,Cost of Revenue,7275,6734,5288,6499,6719,8648,8253,7560,8070,7344,Upgrade
3,Gross Profit,400.1,320.55,188.3,165.51,375.83,679.22,1083,1039,732.01,764.67,Upgrade
4,"Selling, General & Admin",93.48,89.03,80.01,77.22,78.5,94.78,89.54,97.68,81.01,95.01,Upgrade
5,Research & Development,286.14,241.65,193.9,209.11,260.51,324.57,317.7,298.99,290.75,256.94,Upgrade
6,Other Operating Expenses,-77.47,-115.16,-65.24,-54.26,-97.34,-101.71,-33.65,-40.81,-72.12,-22.61,Upgrade
7,Operating Expenses,302.76,215.34,208.14,232.88,241.11,317.64,373.58,355.86,299.64,329.34,Upgrade
8,Operating Income,97.34,105.21,-19.84,-67.37,134.72,361.58,709.18,682.71,432.37,435.33,Upgrade
9,Interest Expense,-80.87,-105.91,-65.42,-35,-24.88,-15.29,-14.77,-24.44,-29.08,-29.33,Upgrade
10,Interest & Investment Income,77.54,96.21,58.46,27.1,18.14,7.69,10.36,12.45,4.47,8.92,Upgrade
11,Earnings From Equity Investments,-14.14,-20.46,-29.12,-18.41,-18.23,-33.47,-18.21,-7.5,-15.39,15.02,Upgrade
12,Currency Exchange Gain (Loss),39.41,-32.08,41.94,28.3,33.46,-11.81,12.43,-36.86,-9.09,1.62,Upgrade
13,EBT Excluding Unusual Items,119.28,42.97,-13.98,-65.38,143.22,308.71,698.99,626.36,383.27,431.57,Upgrade
14,Gain (Loss) on Sale of Investments,7.77,18.36,24.49,30.3,4,4.37,-21.31,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,-1.36,-1.41,-2.3,0.57,-5.63,-12.28,-0.5,-11.21,-0.2,-14.11,Upgrade
16,Asset Writedown,-,-,-,-,-,-,-20.68,-20.06,-8.1,-10.59,Upgrade
17,Pretax Income,125.68,59.92,8.22,-34.51,141.59,300.8,656.5,595.09,374.98,406.87,Upgrade
18,Income Tax Expense,10.45,-1.92,-13.48,-39.21,-23.94,8.7,85.76,90.51,39.46,45.33,Upgrade
19,Earnings From Continuing Operations,115.23,61.84,21.69,4.7,165.53,292.11,570.74,504.59,335.52,361.54,Upgrade
20,Minority Interest in Earnings,-,-0.72,-0.89,0.29,0.63,0.13,-,-,-,-,Upgrade
21,Net Income,115.23,61.12,20.8,4.99,166.16,292.24,570.74,504.59,335.52,361.54,Upgrade
22,Net Income to Common,115.23,61.12,20.8,4.99,166.16,292.24,570.74,504.59,335.52,361.54,Upgrade
23,Net Income Growth,453.95%,1125.24%,-87.48%,-98.29%,-70.89%,-42.08%,70.11%,39.57%,85.54%,450.40%,Upgrade
24,Shares Outstanding (Basic),1185,1185,1185,1185,1183,1182,1177,1172,1164,1143,Upgrade
25,Shares Outstanding (Diluted),1185,1185,1185,1185,1184,1183,1187,1177,1175,1157,Upgrade
26,Shares Change (YoY),-,-0.01%,0.07%,0.11%,-0.28%,0.52%,1.00%,1.79%,2.75%,0.25%,Upgrade
27,EPS (Basic),0.10,0.05,0.02,0.00,0.14,0.25,0.49,0.43,0.29,0.32,Upgrade
28,EPS (Diluted),0.10,0.05,0.02,0.00,0.14,0.25,0.48,0.43,0.28,0.31,Upgrade
29,EPS Growth,452.36%,1111.40%,-87.46%,-98.29%,-70.89%,-42.50%,68.77%,36.96%,80.38%,443.44%,Upgrade
30,Free Cash Flow,691.27,-289.07,-89.71,647.94,400.41,2052,-456.1,3273,330.87,1668,Upgrade
31,Free Cash Flow Per Share,0.58,-0.24,-0.08,0.55,0.34,1.73,-0.38,2.78,0.28,1.44,Upgrade
32,Operating Margin,1.27%,1.49%,-0.36%,-1.01%,1.90%,3.88%,7.60%,7.94%,4.91%,5.37%,Upgrade
33,Profit Margin,1.50%,0.87%,0.38%,0.07%,2.34%,3.13%,6.11%,5.87%,3.81%,4.46%,Upgrade
34,Free Cash Flow Margin,9.01%,-4.10%,-1.64%,9.72%,5.64%,22.00%,-4.89%,38.07%,3.76%,20.57%,Upgrade
35,EBITDA,330.93,260.51,180.99,85.75,353.5,628.94,907.36,871.31,600.02,579.08,Upgrade
36,D&A For EBITDA,233.58,155.3,200.83,153.11,218.77,267.36,198.18,188.6,167.65,143.75,Upgrade
37,EBIT,97.34,105.21,-19.84,-67.37,134.72,361.58,709.18,682.71,432.37,435.33,Upgrade
