,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Operating Revenue,174.94,171.58,211.01,148.86,252.73,122.61,91.75,95.49,219.87,149.19,183.85,176.87,210.92,129.86,157.43,181.79,253.56,189.28,165.91,175.82,Upgrade
1,Other Revenue,-48.12,48.12,-,60.53,-29.46,29.46,-,70.75,-26.68,26.68,-,39.91,-13.11,13.11,-,64.16,-26.37,26.37,-,52.77,Upgrade
2,Revenue,126.82,219.7,211.01,209.39,223.27,152.08,91.75,166.24,193.19,175.87,183.85,216.78,197.81,142.96,157.43,245.96,227.19,215.64,165.91,228.59,Upgrade
3,Revenue Growth (YoY),-43.20%,44.47%,129.99%,25.95%,15.57%,-13.53%,-50.10%,-23.31%,-2.34%,23.02%,16.78%,-11.86%,-12.93%,-33.70%,-5.11%,7.60%,9.78%,9.52%,-15.74%,-,Upgrade
4,Cost of Revenue,85.75,182.15,164.29,202.1,164.14,144,68.64,189.74,136.12,150.33,142.28,177.94,127.54,105.03,109.6,187.66,125.71,143.49,105.24,147.84,Upgrade
5,Gross Profit,41.07,37.55,46.72,7.29,59.13,8.08,23.11,-23.5,57.07,25.54,41.57,38.85,70.27,37.94,47.84,58.3,101.49,72.16,60.67,80.75,Upgrade
6,"Selling, General & Admin",29.38,34.07,28.94,51.36,32.98,31.49,31.34,47.36,39.05,47.36,47.1,57.84,30.14,36.6,32.68,29.04,46.95,30.61,24.41,47.64,Upgrade
7,Research & Development,11.61,10.5,11.07,15.31,14.02,11.72,8.76,13.45,15.81,10.1,7.97,4.4,19.16,8.62,8.82,13.14,7.64,5.29,5.88,11.26,Upgrade
8,Other Operating Expenses,0.86,-0.09,-1.06,-2.27,0.07,0.38,-6.13,3.48,-1.31,0.25,-0.24,1.68,0.52,0.38,-0.39,3.96,-0.22,0.02,-0.06,2.65,Upgrade
9,Operating Expenses,38.3,41.86,40.07,88.86,47.84,48.42,34.38,122.18,59.28,60.91,54.91,63.84,51.42,45.44,40.44,45.36,54.82,39.25,30.71,61.81,Upgrade
10,Operating Income,2.77,-4.31,6.65,-81.57,11.29,-40.34,-11.27,-145.68,-2.21,-35.38,-13.34,-24.99,18.85,-7.5,7.4,12.94,46.67,32.9,29.96,18.94,Upgrade
11,Interest Expense,-0.9,-1.35,-1.51,-0.88,-1.09,-1.61,-1.05,-1.83,-1.95,-9.87,-2.18,-2.91,-0.48,-0.65,-0.65,-,-,-,-,-,Upgrade
12,Interest & Investment Income,0.12,0.16,0.11,0.64,0.98,0.52,0.08,1.68,0.31,-,8.82,6.76,2.98,10.67,4.74,10.96,1.59,0.49,1.33,1.12,Upgrade
13,Currency Exchange Gain (Loss),-2.13,2.13,-,3.94,-8.34,8.34,-,18.15,-10.1,10.1,-,-7,3.67,-3.67,-,-18.43,-2.75,2.75,-,2.95,Upgrade
14,Other Non Operating Income (Expenses),-1.85,-1.63,0.99,-8.86,8.36,2.03,-3.82,-21.67,21.89,0.6,-1.23,2.52,-3.66,-0.52,0.76,7.27,-6.44,-3.74,2.78,-3.84,Upgrade
15,EBT Excluding Unusual Items,-1.99,-5.01,6.23,-86.73,11.2,-31.05,-16.06,-149.36,7.94,-34.54,-7.94,-25.63,21.36,-1.68,12.25,12.73,39.08,32.41,34.08,19.17,Upgrade
16,Gain (Loss) on Sale of Investments,9.05,7.71,9.47,8.77,8.46,9.86,10.92,10.28,13.11,20.94,3.32,4.98,8.58,2.28,6.75,-2.62,2.8,-0.12,-,-,Upgrade
17,Gain (Loss) on Sale of Assets,-,0.07,-,-0.04,0.65,-0.01,-0.01,0.61,-1.09,-0.01,-,-,0.03,-0,-,0,-,-0.07,-0,-,Upgrade
18,Asset Writedown,-17.91,6.88,-6.89,11.69,-13.84,3.26,-3.26,21.9,-23.06,2.04,-2.35,9.92,-10.12,0.66,-0.78,4.93,-5.09,0.38,-0.38,7.41,Upgrade
19,Other Unusual Items,0.71,0.43,0.01,-3.36,0.05,-0.05,-,4.68,0.04,-0.04,-,2.05,0.01,-0.01,-,7.97,-,-,-,-2.82,Upgrade
20,Pretax Income,-10.13,10.08,8.82,-69.67,6.52,-17.99,-8.41,-111.88,-3.05,-11.62,-6.97,-8.69,19.86,1.24,18.22,23.01,36.78,32.6,33.7,23.76,Upgrade
21,Income Tax Expense,-0.23,1.61,0.36,-0.33,1.21,-0.62,1.12,-11.9,-2.82,-3.79,2.11,-2.8,1.3,-0.48,4.4,2.67,7.64,3.33,6.09,-0.41,Upgrade
22,Earnings From Continuing Operations,-9.91,8.47,8.47,-69.34,5.31,-17.37,-9.52,-99.98,-0.23,-7.83,-9.08,-5.89,18.56,1.73,13.82,20.34,29.14,29.27,27.62,24.17,Upgrade
23,Minority Interest in Earnings,1.36,1.15,0.55,0.21,-0.47,-0.61,0.16,0.33,0.73,0.52,-,-,-,-,-,-,-,-,-,-,Upgrade
