,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,888.82,904.86,1544,1316,2576,2335,2338,2380,2371,2843,2858,2872,4655,145.31,179.92,56.12,96.91,-,-
1,Trading Asset Securities,3019,3287,3232,3533,2179,2378,3354,3422,3638,3106,3059,3638,1670,1380,1193,1073,483.01,-,-
2,Cash & Short-Term Investments,3908,4192,4777,4849,4755,4712,5692,5802,6009,5949,5917,6511,6325,1525,1373,1129,579.92,-,52.09
3,Cash Growth,-17.82%,-11.04%,-16.08%,-16.43%,-20.86%,-20.78%,-3.79%,-10.89%,-5.00%,289.95%,331.00%,476.77%,990.64%,-,2535.45%,-,-,-,-
4,Accounts Receivable,164.07,158.73,139.71,126.33,175.13,146.33,142.68,141.08,145.68,147.53,162.62,154.07,166.22,142.28,231.86,195.49,348.76,-,-
5,Other Receivables,7.42,19.37,7.18,22.07,8.2,19.43,7.02,15.66,-,8.85,-,6.18,5.19,6.25,3.76,1.77,1.8,-,-
6,Receivables,171.49,178.1,146.89,148.4,183.33,165.76,149.71,156.74,145.68,156.38,162.62,160.25,171.4,148.53,235.63,197.27,350.56,-,-
7,Inventory,64.24,63.64,58.55,52.53,52.31,50.96,52.49,47.49,41.4,34.92,28.88,24.75,25.96,20.18,16.62,14.25,14.31,-,-
8,Prepaid Expenses,-,-,-,-,-,3.18,-,-,-,6.67,-,6.35,-,-,-,-,0.28,-,-
