,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,167.2,199.21,159.73,165.41,155.66,148.43,133.23,122.2,90.99,102.93
1,Revenue Growth (YoY),4.68%,20.44%,2.61%,11.44%,16.84%,21.46%,46.43%,18.72%,12.07%,41.24%
2,Cost of Revenue,117.21,152.5,109.22,116.46,104.93,106.79,81.07,81.33,45.12,64.07
3,Gross Profit,49.99,46.71,50.51,48.94,50.74,41.64,52.17,40.88,45.86,38.86
4,"Selling, General & Admin",16.43,26.47,18.12,22.23,14.52,20.09,17.11,15.14,19.92,21.18
5,Operating Expenses,16.02,27.16,18.77,22.63,14.85,20,17.41,15.18,20.1,21.19
6,Operating Income,33.97,19.55,31.74,26.31,35.89,21.65,34.76,25.69,25.77,17.67
7,Interest Expense,-0.06,-0.87,-0.06,-0.07,-0.07,-0.06,-0.15,-0.07,-0.11,-0.06
8,Interest & Investment Income,0.23,-,1.6,3.81,1.45,-,10.33,2.03,6.92,0.46
9,Currency Exchange Gain (Loss),-0.65,1.56,-2.59,-9.03,4.77,0.21,0,-0.42,-,0.6
10,Other Non Operating Income (Expenses),0.02,5.48,0.47,1.06,0.86,1.32,4.71,0.68,0.23,0.7
11,Pretax Income,33.51,25.72,31.15,22.09,42.9,23.11,49.66,27.91,32.81,19.37
12,Income Tax Expense,9.5,6.31,10.38,6.88,10.91,6.02,12.22,7.49,9.72,4.82
13,Earnings From Continuing Operations,24.02,19.41,20.77,15.22,31.98,17.09,37.44,20.42,23.08,14.55
14,Minority Interest in Earnings,0.07,-0,-0.01,-0.02,-,-,-,-,-,-
15,Net Income,24.08,19.41,20.77,15.19,31.98,17.09,37.44,20.42,23.08,14.55
16,Net Income to Common,24.08,19.41,20.77,15.19,31.98,17.09,37.44,20.42,23.08,14.55
17,Net Income Growth,15.98%,27.74%,-35.07%,-11.12%,-14.56%,-16.29%,62.17%,40.34%,11.93%,-14.54%
18,Shares Outstanding (Basic),400,400,400,400,400,400,400,400,362,300
19,Shares Outstanding (Diluted),400,400,400,400,400,400,400,400,362,300
20,Shares Change (YoY),-,-,-,-,-,-0.08%,10.37%,33.44%,20.81%,-
21,EPS (Basic),0.06,0.05,0.05,0.04,0.08,0.04,0.09,0.05,0.06,0.05
22,EPS (Diluted),0.06,0.05,0.05,0.04,0.08,0.04,0.09,0.05,0.06,0.05
23,EPS Growth,15.98%,27.74%,-35.07%,-11.12%,-14.56%,-16.22%,46.94%,5.17%,-7.35%,-
24,Free Cash Flow,6.42,45.88,7.33,15.31,11.09,57.48,25.97,24.76,0.73,32.79
25,Free Cash Flow Per Share,0.02,0.11,0.02,0.04,0.03,0.14,0.06,0.06,0.00,0.11
26,Dividend Per Share,-,-,-,-,-,-,-,-,0.021,-
27,Operating Margin,20.32%,9.81%,19.87%,15.91%,23.06%,14.58%,26.09%,21.02%,28.32%,17.17%
28,Profit Margin,14.40%,9.74%,13.00%,9.18%,20.55%,11.52%,28.10%,16.71%,25.37%,14.14%
29,Free Cash Flow Margin,3.84%,23.03%,4.59%,9.26%,7.12%,38.73%,19.49%,20.26%,0.80%,31.86%
30,EBITDA,35,20.13,32.35,26.82,36.45,22.3,35.18,26.07,26.17,18
31,D&A For EBITDA,1.04,0.58,0.61,0.51,0.56,0.65,0.42,0.38,0.4,0.33
32,EBIT,33.97,19.55,31.74,26.31,35.89,21.65,34.76,25.69,25.77,17.67
