,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1502,1103,1038,958.58,1155,1286,1279,1257,1181,1181,Upgrade
1,Trading Asset Securities,-,-,-,6.7,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,1502,1103,1038,965.28,1155,1286,1279,1257,1181,1181,Upgrade
3,Cash Growth,44.73%,14.24%,-10.11%,-24.94%,-9.67%,2.29%,8.27%,6.49%,-4.77%,1.20%,Upgrade
4,Accounts Receivable,346.75,344.11,417.08,367.09,397.63,378.59,395.5,397.43,457.51,384.7,Upgrade
5,Other Receivables,619.74,592.35,663.14,479.84,518.43,372.72,404.37,428.34,512.82,396.2,Upgrade
6,Receivables,966.49,936.45,1080,846.93,916.05,751.31,799.88,825.78,970.33,780.9,Upgrade
7,Inventory,109.36,116.39,106.36,104.75,95.25,105.22,115.83,116.44,100.43,707.75,Upgrade
8,Prepaid Expenses,188.63,189.28,216.85,210.58,454.12,170.81,202.4,204.55,364.3,99.91,Upgrade
9,Other Current Assets,24.48,109.07,28.46,128.27,62.27,180.27,61.47,151.34,68.22,-256.56,Upgrade
10,Total Current Assets,2791,2454,2470,2256,2683,2494,2458,2555,2684,2513,Upgrade
11,"Property, Plant & Equipment",3835,4211,4758,4950,5418,5683,5921,6173,6127,6213,Upgrade
12,Long-Term Investments,464.33,396.11,362.62,334.74,324.86,331.36,370.21,364.19,381.52,433.19,Upgrade
13,Goodwill,26.74,26.74,26.93,26.93,79.16,79.16,98.67,98.67,112.62,110.98,Upgrade
14,Other Intangible Assets,653.5,727.82,823.39,913.87,906.51,990.5,969.2,1092,1063,1184,Upgrade
15,Long-Term Accounts Receivable,-,-,-,-,-,-,-,-,-,0.57,Upgrade
16,Long-Term Deferred Tax Assets,140.58,132.94,128.59,123.92,264.14,264.8,288.54,269.42,281.17,242.57,Upgrade
17,Long-Term Deferred Charges,230.47,254.38,247.06,282.07,284.69,296.3,261.62,254.02,212.46,150,Upgrade
18,Other Long-Term Assets,450.13,400.85,395.7,328.33,283.87,415.96,291.46,245.88,351.66,247.96,Upgrade
19,Total Assets,8592,8603,9212,9216,10243,10554,10659,11053,11213,11095,Upgrade
20,Accounts Payable,155.08,145.79,142.11,191.76,163.66,159.42,141.36,107.07,192.09,269.69,Upgrade
21,Accrued Expenses,573.41,491.54,406.21,495.3,401.62,480.78,415.14,522.78,395.45,477.38,Upgrade
22,Short-Term Debt,463.9,445.87,751.86,769.54,867.49,790.9,607.91,593.61,397.98,221.07,Upgrade
23,Current Portion of Long-Term Debt,164.14,112.73,246.36,696.13,667.66,658.04,254.67,242.52,794,784.4,Upgrade
24,Current Portion of Leases,166.8,287.51,249.36,313.68,343.45,341.43,222.01,267.81,243.93,189.31,Upgrade
25,Current Income Taxes Payable,-,58.74,69.27,29.3,70.78,35.47,119.49,59.26,85.73,64.77,Upgrade
26,Current Unearned Revenue,234.25,327.45,227.6,329.29,221.41,367.45,240.34,383.96,238.23,368.36,Upgrade
27,Other Current Liabilities,1039,690.77,928.22,741.73,884.5,801.26,996.89,916.39,1198,983.11,Upgrade
28,Total Current Liabilities,2797,2560,3021,3567,3621,3635,2998,3093,3546,3358,Upgrade
29,Long-Term Debt,771.93,872.01,865.27,489.19,1085,1136,1642,1709,1410,1375,Upgrade
30,Long-Term Leases,1870,1943,1940,1990,1973,2187,2098,2141,1915,1848,Upgrade
31,Long-Term Unearned Revenue,331.77,368.23,414.99,452.02,473.61,520.67,573.33,610.53,531.1,558.19,Upgrade
32,Long-Term Deferred Tax Liabilities,42.62,55.14,57.73,62.56,70.37,70.42,83.96,75.4,62.17,69.76,Upgrade
33,Other Long-Term Liabilities,-,30.81,114.22,-,188.08,68.3,87.41,79.08,200.53,210.27,Upgrade
34,Total Liabilities,5962,5986,6578,6734,7593,7801,7670,7903,7853,7608,Upgrade
35,Common Stock,799.85,799.85,799.85,799.85,799.85,799.85,799.85,799.85,799.85,799.85,Upgrade
36,Additional Paid-In Capital,-,3.19,-,-,-,12.13,-,-,-,-,Upgrade
37,Retained Earnings,1164,1090,1010,887.67,967.52,1045,1205,1265,1383,1494,Upgrade
38,Comprehensive Income & Other,21.13,21.84,17.05,10.53,11.77,3.12,11.18,6.17,32.75,25,Upgrade
39,Total Common Equity,1985,1914,1827,1698,1779,1860,2016,2071,2216,2319,Upgrade
40,Minority Interest,645.24,702.47,806.59,783.71,870.98,893.28,973.66,1079,1145,1168,Upgrade
41,Shareholders' Equity,2630,2617,2634,2482,2650,2753,2989,3150,3361,3487,Upgrade
42,Total Liabilities & Equity,8592,8603,9212,9216,10243,10554,10659,11053,11213,11095,Upgrade
43,Total Debt,3437,3661,4053,4259,4936,5114,4825,4955,4762,4418,Upgrade
44,Net Cash (Debt),-1934,-2558,-3015,-3293,-3781,-3828,-3547,-3697,-3581,-3237,Upgrade
45,Net Cash Per Share,-2.42,-3.20,-3.77,-4.12,-4.73,-4.79,-4.43,-4.62,-4.48,-4.05,Upgrade
46,Filing Date Shares Outstanding,799.85,799.85,799.85,799.85,799.85,799.85,799.85,799.85,799.85,799.85,Upgrade
47,Total Common Shares Outstanding,799.85,799.85,799.85,799.85,799.85,799.85,799.85,799.85,799.85,799.85,Upgrade
48,Working Capital,-5.42,-106.49,-550.97,-1311,-937.97,-1141,-539.66,-538.1,-861.37,-845.54,Upgrade
49,Book Value Per Share,2.48,2.39,2.28,2.12,2.22,2.33,2.52,2.59,2.77,2.90,Upgrade
50,Tangible Book Value,1305,1160,976.89,757.25,793.47,790.28,947.67,880.81,1040,1025,Upgrade
51,Tangible Book Value Per Share,1.63,1.45,1.22,0.95,0.99,0.99,1.18,1.10,1.30,1.28,Upgrade
52,Buildings,2084,2110,2311,2316,2394,2409,2395,2354,2203,2196,Upgrade
53,Machinery,3586,3961,3974,4020,4234,4336,4492,4589,4803,4712,Upgrade
54,Construction In Progress,28.89,20.06,34.31,39.63,85.17,68.17,103.08,111.03,246.29,407.2,Upgrade
