,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1248,1024,928,752,880,624,864,1184,1360,1488,2224,Upgrade
1,Market Cap Growth,12.07%,36.17%,5.45%,20.51%,1.85%,-47.30%,-36.47%,-20.43%,-38.85%,-35.19%,-7.64%,Upgrade
2,Enterprise Value,3716,4616,5057,5303,6329,6420,6300,6856,6545,6415,6520,Upgrade
3,Last Close Price,1.56,1.20,1.08,0.88,1.03,0.73,1.01,1.38,1.59,1.74,2.60,Upgrade
4,PE Ratio,4.89,4.37,4.17,14.08,-,-,-,-,-,-,6.52,Upgrade
5,PS Ratio,0.16,0.13,0.12,0.11,0.13,0.09,0.11,0.16,0.20,0.23,0.30,Upgrade
6,PB Ratio,0.55,0.36,0.32,0.26,0.31,0.20,0.26,0.33,0.36,0.40,0.57,Upgrade
7,P/TBV Ratio,0.67,0.73,0.73,0.71,1.03,0.67,0.89,1.04,1.30,1.30,1.94,Upgrade
8,P/FCF Ratio,-,0.85,0.98,0.80,1.38,4.80,1.76,1.55,5.62,-,-,Upgrade
9,P/OCF Ratio,-,0.77,0.84,0.65,0.96,1.02,0.78,0.75,1.00,1.23,1.33,Upgrade
10,EV/Sales Ratio,0.48,0.58,0.64,0.77,0.96,0.90,0.82,0.94,0.99,0.98,0.88,Upgrade
11,EV/EBITDA Ratio,3.67,4.66,4.83,6.78,9.73,9.33,7.78,6.67,7.37,6.83,4.54,Upgrade
12,EV/EBIT Ratio,8.71,10.46,11.62,33.27,-,-301.54,-,53.86,-868.61,-,9.95,Upgrade
13,EV/FCF Ratio,-,3.81,5.34,5.65,9.96,49.44,12.85,8.98,27.04,-,-,Upgrade
14,Debt / Equity Ratio,1.24,1.31,1.40,1.54,1.72,1.86,1.86,1.61,1.57,1.42,1.27,Upgrade
15,Debt / FCF Ratio,-,3.05,4.26,4.67,7.58,44.53,12.81,7.60,24.31,-,-,Upgrade
16,Return on Capital Employed (ROCE),6.69%,7.09%,6.54%,2.38%,-,-0.27%,-,1.38%,-0.08%,-,7.57%,Upgrade
17,Earnings Yield,20.17%,22.87%,23.97%,7.10%,-19.33%,-44.45%,-31.31%,-18.14%,-20.02%,-0.93%,15.34%,Upgrade
18,FCF Yield,118.20%,101.99%,124.84%,72.22%,20.81%,56.75%,64.48%,17.80%,-17.79%,5.12%,Upgrade,
19,Buyback Yield / Dilution,1.44%,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Total Shareholder Return,6.94%,-,-,-,-,-,-,-,-,-,-,Upgrade
