,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,285,315,324,307,311,302,324,383,468,336,375,Upgrade
1,Market Cap Growth,2.78%,2.78%,4.11%,1.41%,-3.95%,-21.11%,-30.91%,13.92%,25.00%,-28.18%,-36.69%,Upgrade
2,Enterprise Value,77,96,12,21,50,10,-14,-29,98,-10,159,Upgrade
3,Last Close Price,0.67,0.72,0.68,0.63,0.59,0.56,0.58,0.67,0.80,0.56,0.60,Upgrade
4,PE Ratio,18.61,20.36,-,6.52,12.63,-,-,-,45.63,-1099.39,-,Upgrade
5,PS Ratio,0.28,0.31,0.33,0.29,0.29,0.30,0.37,0.48,0.53,0.36,0.30,Upgrade
6,PB Ratio,0.50,0.47,0.48,0.46,0.46,0.46,0.47,0.55,0.65,0.46,0.52,Upgrade
7,P/TBV Ratio,0.55,0.55,0.57,0.53,0.52,0.53,0.53,0.61,0.71,0.52,0.58,Upgrade
8,P/FCF Ratio,-,-14.98,-,3.03,7.48,-7.48,-,-,4.83,1.95,1.78,Upgrade
9,P/OCF Ratio,132.02,132.02,-,2.23,5.39,-12.81,-,-,4.46,1.82,1.62,Upgrade
10,EV/Sales Ratio,0.08,0.09,0.01,0.02,0.05,0.01,-,-,0.11,-,0.13,Upgrade
11,EV/EBITDA Ratio,1.02,1.40,0.21,0.23,0.72,0.49,-,-,1.26,-,1.62,Upgrade
12,EV/EBIT Ratio,1.59,1.98,0.30,0.28,0.95,-6.27,-,-,2.14,-,-,Upgrade
13,EV/FCF Ratio,-3.68,-4.56,-,0.21,1.19,-0.24,-,-,1.01,-,0.75,Upgrade
14,Debt / Equity Ratio,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.02,Upgrade
15,Debt / FCF Ratio,-,-0.62,-,0.09,0.30,-0.40,-,-,0.14,0.03,0.05,Upgrade
16,Return on Capital Employed (ROCE),7.11%,7.11%,5.73%,11.37%,7.70%,-0.23%,-,-,6.27%,1.27%,-,Upgrade
17,Earnings Yield,5.42%,4.91%,5.30%,15.35%,7.92%,-5.90%,-11.46%,-4.64%,2.19%,-0.09%,7.74%,Upgrade
18,FCF Yield,-7.37%,-6.68%,-3.53%,33.01%,13.37%,-13.37%,-31.11%,1.30%,20.70%,51.34%,56.31%,Upgrade
19,Dividend Yield,11.94%,9.73%,10.29%,11.14%,11.85%,8.96%,6.95%,5.94%,6.26%,8.91%,8.30%,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,0.19%,-0.00%,Upgrade,
21,Total Shareholder Return,11.94%,9.73%,10.29%,11.14%,11.85%,8.96%,6.95%,5.94%,6.26%,9.10%,8.30%,Upgrade
