,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Operating Revenue,41.69,40.49,33.49,48.75,37.89,34.29,33.49,45.96,37.27,45.73,36.89,68.51,58.18,55.27,55.72,209.46,133.66,86.13,57.53,105.31,Upgrade
1,Revenue,41.69,40.49,33.49,48.75,37.89,34.29,33.49,45.96,37.27,45.73,36.89,68.51,58.18,55.27,55.72,209.46,133.66,86.13,57.53,105.31,Upgrade
2,Revenue Growth (YoY),10.03%,18.08%,0.00%,6.08%,1.66%,-25.02%,-9.21%,-32.92%,-35.93%,-17.26%,-33.80%,-67.29%,-56.47%,-35.83%,-3.15%,98.90%,88.20%,20.13%,-15.84%,12.04%,Upgrade
3,Cost of Revenue,30.96,37.05,29.97,51.12,32.88,30.27,27.68,46.47,31.34,39.49,32.74,79.21,51.05,49.46,49.05,178.38,107.8,68.41,43.09,72.9,Upgrade
4,Gross Profit,10.73,3.44,3.52,-2.37,5.01,4.03,5.81,-0.52,5.93,6.24,4.15,-10.69,7.13,5.81,6.66,31.09,25.86,17.72,14.44,32.42,Upgrade
5,"Selling, General & Admin",6.77,7.86,5.73,6.88,5.51,5.6,5.04,4.36,5.88,5.97,4.84,4.57,5.09,5.21,5.31,1.3,7.23,7.73,7.46,8.07,Upgrade
6,Research & Development,3.84,4.02,3.83,3.15,3.77,3.89,3.85,4.18,4.21,4.38,3.85,4.69,4.7,4.74,5.5,5.3,5.44,5.25,4.11,4.34,Upgrade
7,Other Operating Expenses,0.44,0.19,0.39,0.51,0.36,0.28,0.41,2.53,0.13,0.27,-1.7,2.7,-1.07,-0.21,0.46,3.09,-0.64,-1.8,-0.48,1.72,Upgrade
8,Operating Expenses,13.13,14.66,10.3,-3.22,24.41,10.52,8.75,24.01,11.23,9.18,8.1,51.17,11.29,10.33,10.59,16.88,12.02,13.18,11.43,15.58,Upgrade
