,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,479.97,429.31,299.22,261.86,249.15,253.83,262.12,231.96,203.64,187.63
1,Revenue Growth (YoY),60.41%,63.94%,20.09%,3.16%,-4.95%,9.43%,28.72%,23.62%,63.64%,68.25%
2,Cost of Revenue,445.85,391.05,279.71,262.9,244.44,235.88,246.43,221.74,191.94,187.43
3,Gross Profit,34.12,38.26,19.51,-1.04,4.72,17.95,15.69,10.22,11.7,0.2
4,"Selling, General & Admin",11.61,11.55,10.68,12.05,11.83,12.65,10.93,11.71,10.1,11.02
5,Operating Expenses,16.81,12.46,11.3,21.35,12.48,10.21,11.77,19.81,11.12,15.71
6,Operating Income,17.31,25.8,8.22,-22.39,-7.76,7.74,3.92,-9.59,0.58,-15.51
7,Interest Expense,-6.18,-7.5,-7.16,-5.95,-4.62,-3.4,-3.08,-2.49,-2.83,-3.4
8,Interest & Investment Income,0.37,0.39,0.11,0.52,-,0.06,-,0.08,-,-
9,Other Non Operating Income (Expenses),3.55,1.73,1.12,3.69,3.63,1.72,1.17,0.38,0.7,2.71
10,EBT Excluding Unusual Items,15.04,20.42,2.29,-24.13,-8.75,6.12,2.01,-11.61,-1.56,-16.21
11,Gain (Loss) on Sale of Assets,0.01,0.24,0.27,0.65,0,0.69,2.61,0.93,0.55,0.17
12,Other Unusual Items,-,-,-,0.84,9.44,-,-,7.12,5.89,-
13,Pretax Income,15.07,20.84,3.05,-22.69,0.91,7.54,5.18,-3.73,5.39,-16.63
14,Income Tax Expense,2.89,1.64,0.03,0.3,-0.12,1,-0.41,-1.32,-0.77,0.21
15,Earnings From Continuing Operations,12.18,19.2,3.02,-22.99,1.03,6.54,5.59,-2.42,6.16,-16.84
16,Minority Interest in Earnings,0,-,0,-,-,-,-,-0,0,0.01
17,Net Income,12.18,19.2,3.02,-22.99,1.03,6.54,5.59,-2.42,6.16,-16.83
18,Net Income to Common,12.18,19.2,3.02,-22.99,1.03,6.54,5.59,-2.42,6.16,-16.83
19,Net Income Growth,303.01%,-,194.07%,-,-81.61%,-,-9.24%,-,401.87%,-
20,Shares Outstanding (Basic),415,415,415,419,231,208,208,208,208,208
21,Shares Outstanding (Diluted),415,415,415,419,231,208,208,208,208,208
22,Shares Change (YoY),-,-0.88%,79.40%,101.77%,11.48%,-,-,-,-,-
23,EPS (Basic),0.03,0.05,0.01,-0.05,0.00,0.03,0.03,-0.01,0.03,-0.08
24,EPS (Diluted),0.03,0.05,0.01,-0.05,0.00,0.03,0.03,-0.01,0.03,-0.08
25,EPS Growth,303.02%,-,63.94%,-,-83.50%,-,-9.24%,-,401.89%,-
26,Free Cash Flow,40.68,51.42,37.05,28.97,8.55,3.16,29.68,1.09,15.96,28.77
27,Free Cash Flow Per Share,0.10,0.12,0.09,0.07,0.04,0.02,0.14,0.01,0.08,0.14
28,Operating Margin,3.61%,6.01%,2.75%,-8.55%,-3.11%,3.05%,1.50%,-4.13%,0.28%,-8.27%
29,Profit Margin,2.54%,4.47%,1.01%,-8.78%,0.41%,2.58%,2.13%,-1.04%,3.02%,-8.97%
30,Free Cash Flow Margin,8.48%,11.98%,12.38%,11.06%,3.43%,1.25%,11.32%,0.47%,7.84%,15.33%
31,EBITDA,34.74,40.46,30,5.49,14.73,22.27,18.32,10.31,8.74,-4.24
32,D&A For EBITDA,17.43,14.66,21.78,27.87,22.49,14.53,14.4,19.89,8.16,11.27
33,EBIT,17.31,25.8,8.22,-22.39,-7.76,7.74,3.92,-9.59,0.58,-15.51
