,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,31.45,28.46,15.69,27.31,39.03,17.26,12.42,16.78,6.18,13.51
1,Short-Term Investments,33,11.31,21.71,8.31,28.47,10.07,17.65,5.39,20.3,7.11
2,Cash & Short-Term Investments,64.45,39.77,37.4,35.62,67.5,27.33,30.07,22.17,26.48,20.62
3,Cash Growth,72.31%,11.66%,-44.59%,30.33%,124.47%,23.29%,13.57%,7.49%,14.29%,-57.39%
4,Accounts Receivable,339.02,299.88,252.96,230.75,219.79,211.02,197.76,199.77,218.41,183.79
5,Other Receivables,-,0.02,-,-,-,0.01,-,1,-,0.03
6,Receivables,339.02,299.9,252.96,230.75,219.79,211.03,197.76,200.77,218.41,183.82
7,Prepaid Expenses,-,16.27,-,12.8,-,10.01,-,8.46,-,13.05
8,Other Current Assets,0.64,6.07,5.07,4.95,0.69,3.51,13.58,2.25,-,0.18
9,Total Current Assets,404.1,362.01,295.43,284.11,287.98,251.88,241.4,233.66,244.89,217.66
10,"Property, Plant & Equipment",207.12,233.26,267.62,280.28,248.73,214.78,184.35,149.64,133.59,138.94
11,Other Long-Term Assets,2.07,2,2.14,2.72,13.34,4.4,6.41,6.44,6.2,6.2
12,Total Assets,613.29,597.27,565.19,567.11,550.04,471.06,432.17,389.74,384.68,362.79
13,Accounts Payable,94.61,84.8,52.92,49.83,27.66,37.92,39.96,38.03,51.08,32.15
14,Accrued Expenses,18.44,23.1,18.29,19.49,17.99,19.6,19.81,20.46,14.68,15.45
15,Short-Term Debt,72.61,74.79,75.15,77.65,66.24,78.84,50.74,40.6,3.43,26.94
16,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,21.36,-
17,Current Portion of Leases,48.26,58.82,65.97,68.68,55.54,41.41,43.57,39.39,40.41,47.03
18,Current Income Taxes Payable,0.14,0.18,0.11,0.06,0.1,0,0.19,0.04,-,-
19,Other Current Liabilities,64.92,36.59,47.8,42.38,49.44,19.28,22.76,17.39,22.51,16.69
20,Total Current Liabilities,298.98,278.28,260.23,258.08,216.96,197.04,177.04,155.91,153.47,138.25
21,Long-Term Leases,33.3,53.05,59.65,66.67,67.93,61.92,50.55,34.28,27.91,26.59
22,Long-Term Deferred Tax Liabilities,12.21,9.32,7.91,7.97,7.77,7.99,7.01,7.57,8.9,9.7
23,Total Liabilities,344.49,340.65,327.78,332.72,292.67,266.95,234.6,197.76,190.28,174.55
24,Common Stock,20.75,20.75,20.75,20.75,20.75,10.38,10.38,10.38,10.38,10.38
25,Additional Paid-In Capital,150.94,150.94,150.94,150.94,150.94,109.08,109.08,109.08,109.08,109.08
26,Retained Earnings,97.12,84.94,65.74,62.71,85.7,84.67,78.13,72.54,74.96,68.8
27,Total Common Equity,268.81,256.63,237.43,234.41,257.39,204.13,197.58,192,194.42,188.26
28,Minority Interest,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
29,Shareholders' Equity,268.79,256.61,237.41,234.39,257.38,204.11,197.57,191.98,194.4,188.24
30,Total Liabilities & Equity,613.29,597.27,565.19,567.11,550.04,471.06,432.17,389.74,384.68,362.79
31,Total Debt,154.17,186.66,200.76,213,189.7,182.16,144.86,114.27,93.11,100.55
32,Net Cash (Debt),-89.73,-146.89,-163.36,-177.38,-122.21,-154.83,-114.79,-92.1,-66.63,-79.93
33,Net Cash Per Share,-0.22,-0.35,-0.39,-0.42,-0.53,-0.75,-0.55,-0.44,-0.32,-0.39
34,Filing Date Shares Outstanding,415,415,415,415,415,207.5,207.5,207.5,207.5,207.5
35,Total Common Shares Outstanding,415,415,415,415,415,207.5,207.5,207.5,207.5,207.5
36,Working Capital,105.12,83.72,35.2,26.03,71.02,54.84,64.36,77.74,91.42,79.41
37,Book Value Per Share,0.65,0.62,0.57,0.56,0.62,0.98,0.95,0.93,0.94,0.91
38,Tangible Book Value,268.81,256.63,237.43,234.41,257.39,204.13,197.58,192,194.42,188.26
39,Tangible Book Value Per Share,0.65,0.62,0.57,0.56,0.62,0.98,0.95,0.93,0.94,0.91
40,Land,-,9.69,-,9.69,-,9.69,-,9.69,-,9.69
41,Machinery,-,462.58,-,441.8,-,370.69,-,277.2,-,208
42,Leasehold Improvements,-,1.03,-,1.03,-,1.03,-,0.89,-,0.81
43,Order Backlog,184.8,-,-,-,-,-,-,-,-,-
