,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Mar '25 Mar 10, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,2657,2477,2636,2663,2660,2760,2456,2322,2260,2366,2663,2950,-,-,-,-,-,-,-,-
1,Market Cap Growth,-10.27%,-10.27%,7.33%,14.66%,17.70%,16.63%,-7.78%,-21.26%,-,-,-,-,-,-,-,-,-,-,-,-
2,Enterprise Value,2619,2438,2578,2517,2514,2663,2378,2166,2104,2105,2392,2926,-,-,-,-,-,-,-,-
3,Last Close Price,23.73,22.28,23.53,23.68,23.65,24.54,21.84,20.58,20.02,20.97,23.60,26.06,-,-,-,-,-,-,-,-
4,PE Ratio,39.51,36.99,35.80,32.95,36.62,38.69,39.81,45.63,54.47,59.44,78.23,75.24,-,-,-,-,-,-,-,-
5,PS Ratio,2.72,2.54,2.71,2.79,2.95,3.22,3.06,3.19,3.26,3.75,4.77,5.20,-,-,-,-,-,-,-,-
6,PB Ratio,2.79,2.60,2.86,2.83,2.92,3.11,3.05,2.91,2.89,3.11,3.55,3.90,-,-,-,-,-,-,-,-
7,P/TBV Ratio,2.81,2.81,3.08,3.06,3.16,3.38,3.33,3.18,3.14,3.36,3.70,4.06,-,-,-,-,-,-,-,-
8,P/FCF Ratio,-,-596.79,-48.19,-,-,-,-31.86,-22.70,-,-,-45.29,-,-,-,-,-,-,-,-,-
9,P/OCF Ratio,18.87,18.87,26.38,20.92,18.74,22.00,19.86,26.55,87.26,-518.18,372.50,-,-,-,-,-,-,-,-,-
10,EV/Sales Ratio,2.69,2.50,2.65,2.64,2.78,3.11,2.96,2.98,3.04,3.33,4.28,5.16,-,-,-,-,-,-,-,-
11,EV/EBITDA Ratio,19.49,19.32,21.46,20.22,23.26,27.00,26.84,29.18,33.30,33.03,42.79,45.34,-,-,-,-,-,-,-,-
12,EV/EBIT Ratio,29.57,27.53,30.36,26.97,31.69,36.84,37.18,42.59,50.68,48.07,67.28,66.17,-,-,-,-,-,-,-,-
13,EV/FCF Ratio,-631.14,-587.47,-47.13,-,-,-,-30.85,-21.17,-,-,-40.68,-,-,-,-,-,-,-,-,-
14,Debt / Equity Ratio,0.42,0.42,0.41,0.39,0.48,0.45,0.12,0.08,0.11,0.07,0.01,0.10,0.07,-,0.04,0.03,-,0.16,0.16,0.16
15,Debt / EBITDA Ratio,2.98,2.53,4.57,2.38,3.47,2.94,0.91,0.73,0.95,0.53,0.19,1.55,0.33,-,0.21,0.09,-,0.38,0.98,0.98
16,Debt / FCF Ratio,-,-96.56,-6.95,-,-,-,-1.22,-0.65,-,-,-0.15,-,-,-,-,-23.54,-,-,-,-
17,Asset Turnover,0.61,0.56,0.57,0.65,0.70,0.70,0.66,0.83,0.77,0.52,0.72,-,-,-,-,-,-,0.70,-,
18,Inventory Turnover,5.03,4.96,4.82,4.78,5.86,5.87,5.54,4.80,5.47,4.77,3.41,4.25,-,-,-,-,-,-,2.92,-
19,Quick Ratio,2.11,2.11,2.27,2.36,2.00,2.03,1.36,1.49,1.53,1.60,2.65,2.45,1.28,-,1.37,-,-,-,0.88,0.88
20,Current Ratio,2.57,2.57,2.78,2.87,2.35,2.38,1.71,1.93,2.02,2.10,3.43,3.16,1.90,-,2.04,-,-,-,1.50,1.50
21,Return on Equity (ROE),6.17%,3.93%,9.87%,9.03%,10.26%,8.38%,7.40%,9.94%,6.05%,3.02%,3.52%,-,-,11.16%,-,-,30.96%,8.03%,-,
22,Return on Assets (ROA),4.75%,1.33%,4.65%,2.86%,4.80%,3.66%,3.68%,2.74%,4.68%,0.95%,2.13%,-,-,-,-,-,-,4.30%,-,
23,Return on Capital (ROIC),5.81%,1.61%,5.70%,3.61%,6.24%,4.77%,4.71%,3.55%,6.02%,1.17%,2.70%,-,-,7.71%,-,-,19.58%,5.80%,-,
24,Return on Capital Employed (ROCE),6.87%,6.87%,6.79%,7.41%,6.47%,6.01%,7.71%,6.23%,5.17%,5.61%,4.65%,5.69%,13.82%,-,22.87%,-,-,-,5.25%,2.62%
25,Earnings Yield,2.52%,2.70%,2.79%,3.04%,2.73%,2.58%,2.51%,2.19%,1.84%,1.68%,1.28%,1.33%,-,-,-,-,-,-,-,-
26,FCF Yield,-0.16%,-0.17%,-2.08%,-1.69%,-0.45%,-1.71%,-3.14%,-4.40%,-7.52%,-5.17%,-2.21%,-2.17%,-,-,-,-,-,-,-,-
27,Dividend Yield,0.36%,-,-,-,0.38%,-,-,-,0.36%,-,-,-,-,-,-,-,-,-,-,-
