,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,"Property, Plant & Equipment",862.67,1348,1435,1435,1515,1515,1570,1570,1673,1673,Upgrade
1,Cash & Equivalents,1.01,1.67,5.8,0.76,4.9,10.49,0.42,14.59,6.35,33.91,Upgrade
2,Accounts Receivable,0.06,-,-,1.43,1.48,-,20.85,6.7,18.29,-,Upgrade
3,Other Receivables,-,-,0.03,1.85,1.88,1.89,0.19,0.57,1.64,25.56,Upgrade
4,Investment In Debt and Equity Securities,0.6,0.6,0.6,0.6,0.6,0.6,1,2.67,5,5,Upgrade
5,Other Current Assets,0.76,0.8,0.7,0.79,0.81,1.5,5.13,0.71,0.58,4.38,Upgrade
6,Trading Asset Securities,2.4,4.74,2.25,1.56,7.61,17.92,286.54,278.58,137.52,149.37,Upgrade
7,Total Assets,867.51,1356,1444,1442,1532,1547,1884,1874,1842,1891,Upgrade
8,Current Portion of Long-Term Debt,-,-,-,-,-,152.7,185.2,-,-,-,Upgrade
9,Current Portion of Leases,-,-,-,-,-,-,-,-,-,0.15,Upgrade
10,Long-Term Debt,-,-,-,-,-,-,-,187.2,192.2,213.2,Upgrade
11,Accrued Expenses,30.03,21.17,12.11,5.38,2.67,-,-,-,-,-,Upgrade
12,Current Income Taxes Payable,0.06,0.06,-,0.21,-,-,-,-,1.98,6.65,Upgrade
13,Other Current Liabilities,5.49,5.49,4.15,5.1,4.77,3.36,20.8,19.53,20.04,21.27,Upgrade
14,Total Liabilities,680.13,661.6,644.64,624.9,620.37,622.64,670.84,681.73,696.63,733.92,Upgrade
15,Common Stock,632.61,632.61,632.61,632.61,632.61,632.61,632.61,632.61,632.61,632.61,Upgrade
16,Retained Earnings,-559.62,-286.75,-226.74,-213.9,-156.19,-145.1,110.3,95.56,8.48,2.12,Upgrade
17,Comprehensive Income & Other,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,3.28,9.45,Upgrade
18,Total Common Equity,76.27,349.14,409.15,421.99,479.71,490.79,746.19,731.45,644.38,644.18,Upgrade
19,Minority Interest,111.1,345.14,390.15,394.87,432.05,434.06,467.42,460.89,501,512.93,Upgrade
20,Shareholders' Equity,187.37,694.28,799.3,816.87,911.76,924.85,1214,1192,1145,1157,Upgrade
21,Total Liabilities & Equity,867.51,1356,1444,1442,1532,1547,1884,1874,1842,1891,Upgrade
22,Total Debt,644.55,634.87,628.38,614.22,612.93,619.28,650.04,662.2,674.6,706.01,Upgrade
23,Net Cash / Debt,-641.14,-628.46,-620.33,-611.89,-600.42,-590.87,-363.09,-369.03,-530.73,-522.73,Upgrade
24,Net Cash Per Share,-5.89,-5.77,-5.70,-5.62,-5.51,-5.43,-3.33,-,-4.87,-4.80,Upgrade
25,Filing Date Shares Outstanding,108.91,108.91,108.91,108.91,108.91,108.91,108.91,108.91,108.91,108.91,Upgrade
26,Total Common Shares Outstanding,108.91,108.91,108.91,108.91,108.91,108.91,108.91,108.91,108.91,108.91,Upgrade
27,Book Value Per Share,0.70,3.21,3.76,3.87,4.40,4.51,6.85,6.72,5.92,5.91,Upgrade
28,Tangible Book Value,76.27,349.14,409.15,421.99,479.71,490.79,746.19,731.45,644.38,644.18,Upgrade
29,Tangible Book Value Per Share,0.70,3.21,3.76,3.87,4.40,4.51,6.85,6.72,5.92,5.91,Upgrade
30,Buildings,-,17.7,-,17.7,-,17.7,-,17.7,-,-,Upgrade
