,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jul '24 Jul 31, 2024","Apr '24 Apr 30, 2024","Jan '24 Jan 31, 2024","Oct '23 Oct 31, 2023","Jul '23 Jul 31, 2023","Apr '23 Apr 30, 2023","Jan '23 Jan 31, 2023","Oct '22 Oct 31, 2022","Jul '22 Jul 31, 2022","Apr '22 Apr 30, 2022","Jan '22 Jan 31, 2022","Oct '21 Oct 31, 2021","Jul '21 Jul 31, 2021","Apr '21 Apr 30, 2021","Jan '21 Jan 31, 2021","Oct '20 Oct 31, 2020","Jul '20 Jul 31, 2020","Apr '20 Apr 30, 2020","Jan '20 Jan 31, 2020","Oct '19 Oct 31, 2019",+20 Quarters
0,Market Capitalization,12,15,11,8,10,34,43,61,76,68,84,72,84,75,80,98,57,44,45,77,96,Upgrade
1,Market Cap Growth,-55.36%,-55.36%,-75.00%,-86.71%,-86.38%,-50.00%,-48.57%,-15.00%,-10.00%,-8.80%,5.66%,-26.15%,47.37%,72.41%,76.67%,27.45%,-40.63%,-69.20%,-99.30%,-98.98%,-98.84%,Upgrade
2,Enterprise Value,4,17,12,6,8,40,49,68,83,67,83,60,72,60,64,82,42,45,46,79,99,Upgrade
3,Last Close Price,0.06,0.07,0.13,0.10,0.13,0.42,0.53,0.76,0.93,0.84,1.24,1.07,1.24,1.11,1.18,1.44,0.84,0.64,0.67,1.13,1.42,Upgrade
4,PE Ratio,-,-,-,-,-,10.31,-,-,-,-,-,-,-,-,-,-,-,-,-3.78,-,-,Upgrade
5,PS Ratio,0.07,0.21,0.13,0.09,0.10,0.31,0.42,0.65,1.07,1.23,1.96,1.70,2.18,2.27,1.81,2.43,0.88,0.49,0.45,0.60,0.73,Upgrade
6,PB Ratio,0.73,0.91,0.65,0.45,0.48,1.54,2.32,3.24,4.16,3.68,-,6.07,4.87,4.36,-,4.38,2.31,1.78,-,3.71,5.49,Upgrade
7,P/TBV Ratio,0.91,0.91,0.65,0.45,0.48,1.54,2.32,3.24,4.16,3.68,-,6.07,4.87,4.36,-,4.38,2.31,1.78,-,4.91,7.75,Upgrade
8,P/FCF Ratio,-,15.35,22.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,20.23,4.93,7.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
