,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,74.13,79.57,80.25,94.58,8.51,88.26,106.48,106.2,39.64,48.97
1,Short-Term Investments,0.47,2.28,25.08,0.12,0.12,0.24,0.2,1.32,0.32,0.16
2,Trading Asset Securities,3.08,8.14,-,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,77.69,89.99,105.33,94.7,8.63,88.49,106.68,107.52,39.97,49.13
4,Cash Growth,-26.25%,-4.98%,1121.23%,7.02%,-91.92%,-17.69%,166.94%,118.85%,-,-
5,Accounts Receivable,38.06,15.53,47.12,61.66,85.85,103.81,100.67,125.96,73.89,49
6,Other Receivables,7.55,7.65,3.82,3.68,2.93,2.72,2.28,1.74,-,0.02
7,Receivables,45.6,23.18,50.94,65.34,88.78,106.53,102.95,127.7,73.89,49.03
8,Other Current Assets,4.82,7.18,43.56,168.79,219.93,72.36,67.39,43.23,45.36,37.65
9,Total Current Assets,128.11,120.34,199.83,328.83,317.34,267.38,277.02,278.44,159.21,135.8
10,"Property, Plant & Equipment",0.01,0.03,0.07,0.11,0.21,0.23,0.31,0.26,0.25,0.27
11,Other Intangible Assets,11.26,12.45,8.7,6.56,30.14,32.06,33.98,35.9,13.08,13.83
12,Long-Term Deferred Tax Assets,4.15,5.59,9.31,8.15,0.41,0.23,1.23,0.46,0.27,0.17
13,Other Long-Term Assets,-,-,-,-,-,-,-,-,5.2,-
14,Total Assets,143.54,138.41,217.9,343.65,348.1,299.9,312.54,315.07,178.01,150.06
15,Accounts Payable,8.1,5.89,0.01,3.94,4.4,7.33,8.31,15.09,9.01,11.87
16,Accrued Expenses,0.59,0.95,0.57,1.18,1,1.05,1.88,3.99,1.52,1.72
17,Short-Term Debt,24.3,23.26,23.22,136.27,66.61,-,-,-,-,0.03
18,Current Portion of Leases,-,0.02,0.06,0.09,0.14,0.11,0.13,0.14,0.13,0.04
19,Current Income Taxes Payable,3.52,3.52,3.52,3.52,3.52,3.89,4.93,4.95,3.63,2.85
20,Current Unearned Revenue,-,-,-,-,-,-,-,0.73,2.07,0.64
21,Other Current Liabilities,0.07,0.07,0.07,0.06,0.06,0.06,0.02,0.31,12.28,3.93
22,Total Current Liabilities,36.58,33.7,27.45,145.06,75.73,12.43,15.26,25.21,28.62,21.07
23,Long-Term Leases,-,-,-,0.02,0.06,0.1,0.12,0.02,-,-
24,Total Liabilities,36.58,33.7,27.45,145.08,75.78,12.54,15.39,25.24,28.62,21.07
25,Common Stock,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.07,0.07
26,Additional Paid-In Capital,118.62,118.62,-,109.62,104.36,104.36,104.36,104.36,-,-
27,Retained Earnings,-28.07,-22.51,-,80.87,157.36,177.25,187.52,180.2,144.32,123.92
28,Comprehensive Income & Other,9.34,1.31,182.59,-0.18,0.94,5.48,5,5,5,5
29,Total Common Equity,100.18,97.71,182.87,190.59,262.94,287.36,297.15,289.83,149.39,128.99
30,Minority Interest,6.78,7,7.58,7.98,9.37,-,-,-,-,-
31,Shareholders' Equity,106.95,104.71,190.45,198.57,272.31,287.36,297.15,289.83,149.39,128.99
32,Total Liabilities & Equity,143.54,138.41,217.9,343.65,348.1,299.9,312.54,315.07,178.01,150.06
33,Total Debt,24.3,23.27,23.28,136.37,66.81,0.21,0.25,0.17,0.13,0.07
34,Net Cash (Debt),53.39,66.71,82.05,-41.67,-58.18,88.29,106.43,107.35,39.84,49.06
35,Net Cash Growth,-34.94%,-,-,-,-,-17.76%,167.15%,118.83%,-,-
36,Net Cash Per Share,0.13,0.17,0.20,-0.10,-0.15,0.22,0.27,0.27,0.12,0.15
37,Filing Date Shares Outstanding,414.84,414.84,409.17,409.17,409.17,409.17,400,400,400,400
38,Total Common Shares Outstanding,414.84,414.84,409.17,409.17,409.17,400,400,400,324,324
39,Working Capital,91.53,86.65,172.38,183.77,241.61,254.94,261.76,253.23,130.59,114.73
40,Book Value Per Share,0.24,0.24,0.45,0.47,0.64,0.72,0.74,0.72,0.46,0.40
41,Tangible Book Value,88.91,85.26,174.18,184.04,232.8,255.3,263.17,253.93,136.31,115.16
42,Tangible Book Value Per Share,0.21,0.21,0.43,0.45,0.57,0.64,0.66,0.63,0.42,0.36
43,Machinery,-,0.35,-,0.35,-,0.4,-,0.4,-,0.4
44,Leasehold Improvements,-,0.11,-,0.11,-,0.11,-,0.11,-,0.11
