,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,30.32,8.13,0.87,2.15,10.16,42.53,61.74,134.38,106.04,110.33
1,Revenue Growth (YoY),3393.43%,278.67%,-91.45%,-94.95%,-83.55%,-68.35%,-41.78%,21.80%,37.04%,-
2,Cost of Revenue,28.06,23.1,0.27,6.21,9.8,35.13,40.34,65.57,62.99,61.32
3,Gross Profit,2.26,-14.97,0.6,-4.07,0.35,7.41,21.4,68.82,43.05,49.01
4,"Selling, General & Admin",21.05,18.87,9.41,9.22,12.86,12.14,7.6,17.76,3.02,2.96
5,Research & Development,0.27,13.87,0.55,6.24,6.35,10.36,4.5,12.38,8.7,4.24
6,Operating Expenses,8.43,49.62,16.51,36.02,21.48,22.87,13.9,30.2,11.85,7.19
7,Operating Income,-6.16,-64.59,-15.92,-40.09,-21.13,-15.46,7.5,38.62,31.2,41.82
8,Interest Expense,-0.48,-0.5,-1.17,-1.51,-0.45,-0.01,-0.01,-0,-0,-0
9,Interest & Investment Income,-,3.36,-,0.21,-,0.21,-,0.1,-,0.07
10,Currency Exchange Gain (Loss),-,0.22,-,-0.38,-,-0.98,-,-4.73,-,0.59
11,Other Non Operating Income (Expenses),2.1,-13.05,1.73,-21.33,1.6,-0.58,0.26,10.04,-10.11,-0.2
12,EBT Excluding Unusual Items,-4.54,-74.57,-15.36,-63.09,-19.98,-16.82,7.75,44.02,21.09,42.28
13,Gain (Loss) on Sale of Investments,-,0.4,-,-,-,-,-,0.1,-,0.09
14,Asset Writedown,-,-12.55,-,-24.66,-,-,-,-,-,-
15,Other Unusual Items,-,-,-,-,-,6.51,-,-8.28,-,-4.36
16,Pretax Income,-4.54,-86.72,-15.36,-87.75,-19.98,-10.31,7.75,35.84,21.09,38.02
17,Income Tax Expense,1.44,3.69,-1.16,-8.71,-0.06,-0.04,0.43,-0.04,0.69,-0.39
18,Earnings From Continuing Operations,-5.98,-90.41,-14.2,-79.05,-19.91,-10.27,7.32,35.89,20.4,38.4
19,Minority Interest in Earnings,0.42,0.42,0.82,1.41,0.02,-,-,-,-,-
20,Net Income,-5.56,-89.99,-13.39,-77.64,-19.89,-10.27,7.32,35.89,20.4,38.4
21,Net Income to Common,-5.56,-89.99,-13.39,-77.64,-19.89,-10.27,7.32,35.89,20.4,38.4
22,Net Income Growth,-,-,-,-,-,-,-64.12%,-6.55%,68.61%,-
23,Shares Outstanding (Basic),404,402,401,400,400,400,400,394,324,324
24,Shares Outstanding (Diluted),404,402,401,400,400,400,400,394,324,324
25,Shares Change (YoY),0.77%,0.36%,0.33%,0.06%,-,1.43%,23.46%,21.72%,-,-
26,EPS (Basic),-0.01,-0.22,-0.03,-0.19,-0.05,-0.03,0.02,0.09,0.06,0.12
27,EPS (Diluted),-0.01,-0.22,-0.03,-0.19,-0.05,-0.03,0.02,0.09,0.06,0.12
28,EPS Growth,-,-,-,-,-,-,-70.94%,-23.23%,68.61%,-
29,Free Cash Flow,-10.46,2.3,-1.14,-1.6,-0.1,-18.2,0.47,-20.44,-3.21,33.28
30,Free Cash Flow Per Share,-0.03,0.01,-0.00,-0.00,-0.00,-0.05,0.00,-0.05,-0.01,0.10
31,Operating Margin,-20.32%,-794.48%,-1833.53%,-1867.02%,-208.05%,-36.35%,12.15%,28.74%,29.43%,37.91%
32,Profit Margin,-18.34%,-1106.92%,-1542.05%,-3616.02%,-195.85%,-24.14%,11.86%,26.70%,19.24%,34.81%
33,Free Cash Flow Margin,-34.48%,28.34%,-130.99%,-74.71%,-0.98%,-42.79%,0.75%,-15.21%,-3.03%,30.16%
34,EBITDA,-0.9,-62.02,-13.65,-38.16,-19.2,-13.52,9.46,39.8,32.03,42.5
35,D&A For EBITDA,5.26,2.57,2.27,1.93,1.93,1.94,1.96,1.18,0.82,0.68
36,EBIT,-6.16,-64.59,-15.92,-40.09,-21.13,-15.46,7.5,38.62,31.2,41.82
