,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,65.33,38.18,38.45,90.5,62.36,17.93,37.22,77.17,126.93,16.47
1,Cash & Short-Term Investments,65.33,38.18,38.45,90.5,62.36,17.93,37.22,77.17,126.93,16.47
2,Cash Growth,69.90%,-57.81%,-38.34%,404.83%,67.54%,-76.77%,-70.67%,368.59%,176.79%,-12.49%
3,Accounts Receivable,70.34,71.13,80.48,54.22,87.99,56.81,65.6,71.06,36.59,63.19
4,Other Receivables,18.84,11.2,11.1,28.53,28.01,23.6,25.11,63.56,-,4.29
5,Receivables,89.18,82.33,91.58,82.75,116.01,80.42,90.7,134.63,36.59,67.48
6,Inventory,111.14,85.7,106.81,88.7,108.41,97.36,94.37,63.01,53.09,57.01
7,Other Current Assets,71.75,63.27,58.7,52.52,52.67,78.56,100.02,69.77,89.49,46.89
8,Total Current Assets,337.41,269.48,295.55,314.47,339.45,274.26,322.31,344.57,306.09,187.84
9,"Property, Plant & Equipment",521.8,498.1,482.29,466.12,447.64,434.62,353.29,301.6,220.23,211.42
10,Long-Term Deferred Tax Assets,0.6,0.6,0.5,0.5,0.55,0.55,0.14,0.14,0.05,0.1
11,Long-Term Deferred Charges,0.67,0.35,-,-,-,-,-,-,-,-
12,Other Long-Term Assets,5.68,4.8,6.85,8.27,4.35,8.54,13.36,18.8,10.55,10.7
13,Total Assets,866.15,773.33,785.2,789.36,791.99,717.96,689.1,665.11,536.92,410.05
14,Accounts Payable,233.85,206.98,209.06,182.48,188.28,204.17,176.09,167.02,146.62,128.03
15,Accrued Expenses,35.64,57.46,23.53,32.58,25.81,39.29,14.75,23.73,14.43,18.64
16,Short-Term Debt,-,-,-,5,-,-,-,5.94,-,-
17,Current Portion of Long-Term Debt,68.78,123.36,152.9,144.96,104.88,88.63,70.03,93.28,86.96,71.05
18,Current Portion of Leases,1.59,1.6,4.55,7.37,10.12,7.13,5.98,2.96,1.61,1.64
19,Current Income Taxes Payable,7.84,6.13,6.23,3.2,3.46,5.29,5.15,8.35,2.44,2.6
20,Current Unearned Revenue,19.42,9.64,21.86,43.5,54.08,11.72,22.51,10.5,0.04,12.06
21,Other Current Liabilities,42.81,22.44,40.61,48.93,54.13,19.01,62.87,35.23,37.37,28.09
22,Total Current Liabilities,409.92,427.61,458.74,468.02,440.77,375.23,357.38,347,289.46,262.11
23,Long-Term Debt,203.99,96.83,67.71,81.12,100.65,84.4,76.88,78.63,60.96,53.76
24,Long-Term Leases,8.54,9.02,9.89,10.43,13.88,17.57,13.59,7.6,3.38,3.94
25,Long-Term Unearned Revenue,5.42,5.46,5.47,5.49,5.51,5.53,1.67,1.69,1.7,1.72
26,Long-Term Deferred Tax Liabilities,2.59,2.59,2.65,2.66,3.11,2.77,3.49,3.49,4.14,3.95
27,Total Liabilities,630.45,541.5,544.45,567.71,563.92,485.5,453,438.4,359.64,325.48
28,Common Stock,4.18,4.18,3.79,3.79,3.79,3.79,3.79,3.79,3.79,-
29,Additional Paid-In Capital,64.59,64.59,64.98,64.98,65.45,75.93,75.93,86.73,86.73,12.56
30,Retained Earnings,62.52,67.75,84.72,75.95,89.14,80.72,92.31,75.12,34.64,23.2
31,Comprehensive Income & Other,104.4,95.27,87.26,76.93,69.69,72.02,64.07,61.08,52.12,48.82
32,Total Common Equity,235.7,231.79,240.75,221.65,228.07,232.46,236.1,226.71,177.28,84.58
33,Minority Interest,-,0.04,-,-,-,-,-,-,-,-
34,Shareholders' Equity,235.7,231.83,240.75,221.65,228.07,232.46,236.1,226.71,177.28,84.58
35,Total Liabilities & Equity,866.15,773.33,785.2,789.36,791.99,717.96,689.1,665.11,536.92,410.05
36,Total Debt,282.89,230.8,235.04,248.87,229.53,197.72,166.48,188.4,152.9,130.38
37,Net Cash (Debt),-217.56,-192.62,-196.59,-158.37,-167.17,-179.79,-129.25,-111.23,-25.97,-113.92
38,Net Cash Per Share,-0.46,-0.40,-0.42,-0.34,-0.36,-0.38,-0.27,-0.24,-0.06,-0.31
39,Filing Date Shares Outstanding,470.25,470.25,470.25,470.25,470.25,470.25,470.25,470.25,470.25,371.25
40,Total Common Shares Outstanding,470.25,470.25,470.25,470.25,470.25,470.25,470.25,470.25,470.25,371.25
41,Working Capital,-72.52,-158.14,-163.19,-153.55,-101.32,-100.97,-35.06,-2.43,16.63,-74.27
42,Book Value Per Share,0.50,0.49,0.51,0.47,0.48,0.49,0.50,0.48,0.38,0.23
43,Tangible Book Value,235.7,231.79,240.75,221.65,228.07,232.46,236.1,226.71,177.28,84.58
44,Tangible Book Value Per Share,0.50,0.49,0.51,0.47,0.48,0.49,0.50,0.48,0.38,0.23
45,Buildings,-,57.03,-,56.63,-,55.84,-,49.32,-,40.2
46,Machinery,-,94.49,-,83.73,-,72.61,-,56.16,-,47.63
47,Construction In Progress,-,271.61,-,214.31,-,181.06,-,132.06,-,57.75
48,Leasehold Improvements,-,1.71,-,1.71,-,1.63,-,1.63,-,0.97
