,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Market Capitalization,24385,36234,37198,47600,48220,48633,53042,46773,49598,48771,51733,54006,52009,55108,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-25.50%,-25.50%,-29.87%,1.77%,-2.78%,-0.28%,2.53%,-13.39%,-4.64%,-11.50%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Last Close Price,3.54,5.26,5.40,6.51,6.59,6.65,7.25,6.10,6.47,6.36,6.75,6.73,6.48,6.87,-,-,-,-,-,-,-,Upgrade
3,PE Ratio,4.73,7.02,7.29,8.56,8.48,7.94,8.22,6.73,7.40,7.19,7.38,7.61,7.58,8.52,-,-,-,-,-,-,-,Upgrade
4,PS Ratio,2.35,3.50,3.72,4.49,4.40,4.33,4.45,3.71,3.99,3.88,3.99,3.95,4.01,4.45,-,-,-,-,-,-,-,Upgrade
5,PB Ratio,0.38,0.53,0.58,0.73,0.76,0.80,0.88,0.73,0.82,-,0.86,0.84,0.85,0.92,-,-,-,-,-,-,-,Upgrade
6,Debt / Equity Ratio,2.15,2.15,2.17,2.17,2.37,2.13,2.15,2.13,2.19,-,1.72,1.87,1.87,1.94,2.53,2.57,2.78,2.35,2.61,2.01,2.50,Upgrade
7,Return on Equity (ROE),9.15%,9.28%,13.53%,0.71%,11.16%,11.96%,14.68%,-,-,13.63%,14.78%,6.68%,14.68%,15.03%,17.24%,7.62%,18.22%,14.58%,16.09%,8.86%,Upgrade,
8,Return on Assets (ROA),0.75%,0.76%,1.11%,0.06%,0.91%,0.97%,1.20%,-,-,1.13%,1.25%,0.56%,1.12%,1.06%,1.23%,0.56%,1.40%,1.16%,1.30%,0.69%,Upgrade,
9,Earnings Yield,21.16%,14.24%,13.72%,11.69%,11.79%,12.60%,12.17%,14.86%,13.52%,13.90%,13.56%,13.15%,13.19%,11.74%,-,-,-,-,-,-,-,Upgrade
10,Dividend Yield,8.22%,-,-,-,4.43%,-,-,-,5.07%,-,-,-,5.49%,-,-,-,-,-,-,-,-,Upgrade
11,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-20.00%,-,-20.00%,-,-,-,-0.02%,-,-,-,-,Upgrade,
12,Total Shareholder Return,8.22%,-,-,-,4.43%,-,-,-,5.07%,-,-20.00%,-,-14.51%,-,-,-,-0.02%,-,-,-,-,Upgrade
