,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Cash & Equivalents,36873,20031,36998,21968,37122,22660,35507,24196,-,25449,37522,20142,38661,29322,36955,22825,32739,33660,33742,17310,Upgrade
1,Investment Securities,258877,263596,254514,254541,238802,229309,237908,222208,-,215417,211123,217542,220819,204806,197468,200042,195589,182119,165334,180693,Upgrade
2,Trading Asset Securities,53436,51092,49727,53273,57101,54230,49193,52523,-,44476,52144,29786,37408,37330,36024,35344,36958,32639,40222,30255,Upgrade
3,Total Investments,312314,314687,304241,307814,295903,283539,287101,274731,-,259893,263267,247328,258227,242136,233492,235386,232547,214758,205555,210948,Upgrade
4,Gross Loans,379187,379923,372520,355073,349750,355062,350545,331998,-,316883,303099,298115,281645,280393,269231,261451,230521,220565,210288,205827,Upgrade
5,Allowance for Loan Losses,-,-13339,-,-13292,-,-11870,-,-10920,-,-10033,-,-9029,-,-8318,-,-7341,-,-,-,-7295,Upgrade
6,Net Loans,379187,366584,372520,341781,349750,343192,350545,321078,-,306851,303099,289086,281645,272075,269231,254110,230521,220565,210288,198532,Upgrade
7,"Property, Plant & Equipment",3095,3290,2870,3300,3005,3398,2841,3410,-,3510,3098,3470,3185,3272,2958,2822,2516,1972,2234,2106,Upgrade
8,Goodwill,520.52,520.52,520.52,520.52,520.52,520.52,520.52,520.52,-,520.52,520.52,520.52,520.52,520.52,520.52,520.52,181.38,181.38,181.38,181.38,Upgrade
9,Other Intangible Assets,581.9,52.95,739.93,42.71,582.21,31.82,729.93,45.54,-,70.32,619,63.56,539.62,78.7,295.58,378.38,442.5,267.59,272.93,290.2,Upgrade
10,Investments in Real Estate,7.65,8.06,8.48,8.9,9.32,9.73,10.15,10.57,-,11.4,11.82,12.23,12.65,13.07,13.48,13.9,14.32,14.74,15.15,15.57,Upgrade
