,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,140,115,140,126,230,265,306,324,336,299,480,Upgrade
1,Market Cap Growth,-43.53%,-8.57%,-39.06%,-52.49%,-24.71%,-18.15%,-8.93%,8.43%,-30.00%,-42.09%,-45.21%,Upgrade
2,Enterprise Value,-4,102,164,452,628,711,643,2148,1882,1845,1773,Upgrade
3,Last Close Price,0.12,0.10,0.12,0.10,0.19,0.22,0.26,0.27,0.28,0.25,0.40,Upgrade
4,PE Ratio,4.44,19.54,-,257.14,-,-1.04,-,-,0.36,-,-,Upgrade
5,Forward PE,-,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,Upgrade
6,PS Ratio,0.14,0.27,-,0.26,-,0.14,0.16,0.17,0.18,0.16,0.28,Upgrade
7,PB Ratio,0.19,0.16,0.19,0.18,0.32,0.31,0.33,0.28,0.27,2.93,1.97,Upgrade
8,P/TBV Ratio,0.16,0.16,0.19,0.18,0.32,0.31,0.33,0.28,0.27,2.93,1.97,Upgrade
9,P/FCF Ratio,1.04,1.06,-,0.66,-,-2.50,-,-,-,-2.92,-,Upgrade
10,P/OCF Ratio,0.84,1.05,-,0.63,-,110.18,-,-,-,3.64,-,Upgrade
11,EV/Sales Ratio,0.10,0.24,-,0.94,-,0.39,0.35,1.12,1.04,0.99,1.03,Upgrade
12,EV/EBITDA Ratio,2.57,4.60,-,96.15,-,-4.58,-,-,-,-,-,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,-2.91,-,-,-,-,-,Upgrade
14,EV/FCF Ratio,-0.03,0.95,-,2.36,-,-6.69,-,-,-,-18.03,-,Upgrade
15,Debt / Equity Ratio,0.38,0.38,0.30,0.32,0.56,0.62,0.55,0.47,1.51,15.33,6.42,Upgrade
16,Debt / FCF Ratio,2.05,2.56,-,1.15,-,-5.00,-,-,-,-15.26,-,Upgrade
17,Return on Capital Employed (ROCE),-,-,-,-,-,-17.63%,-,-,-,-,-,Upgrade
18,Earnings Yield,23.91%,5.12%,-,0.39%,-,-96.12%,-111.35%,302.73%,274.06%,-142.69%,-103.25%,Upgrade
19,FCF Yield,96.42%,93.97%,-,152.37%,-,-40.04%,-127.68%,-139.28%,-40.05%,-34.25%,-106.19%,Upgrade
