,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,412,525,453,769,1068,1403,1471,3348,1306,939,843,Upgrade
1,Market Cap Growth,-31.76%,-31.76%,-57.63%,-45.16%,-27.38%,-58.09%,12.63%,256.45%,54.99%,7.16%,-32.20%,Upgrade
2,Enterprise Value,393,484,435,726,1017,1330,1387,3231,1266,916,805,Upgrade
3,Last Close Price,0.09,0.12,0.10,0.17,0.24,0.31,0.33,0.74,0.29,0.22,0.20,Upgrade
4,PE Ratio,-,-,-,-,-,9.73,9.37,54.02,-,-,-,Upgrade
5,Forward PE,-,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,Upgrade
6,PS Ratio,0.97,1.23,0.92,1.12,1.52,2.47,2.88,14.62,-,6.48,-,Upgrade
7,PB Ratio,0.57,0.72,0.58,0.99,1.31,1.48,1.40,3.19,1.48,0.94,0.92,Upgrade
8,P/TBV Ratio,2.12,2.12,1.66,2.84,3.99,3.50,3.05,6.36,3.40,2.27,2.98,Upgrade
9,P/FCF Ratio,58.44,-,-425.39,-,-224.22,-,17.30,970.60,-,50.34,-,Upgrade
10,P/OCF Ratio,73.69,-,-458.58,-,-240.69,-,16.72,970.60,-,50.34,-,Upgrade
11,EV/Sales Ratio,0.92,1.14,0.89,1.05,1.45,2.34,2.71,14.11,-,6.32,-,Upgrade
12,EV/EBITDA Ratio,92.54,92.54,-,-653.26,-,33.06,31.34,96.12,-,36.71,-,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,47.48,36.44,164.37,-,195.49,-,Upgrade
14,EV/FCF Ratio,55.74,-,-408.98,-,-213.54,-,16.32,936.89,-,49.12,-,Upgrade
15,Debt / Equity Ratio,0.02,0.02,0.03,0.07,0.05,0.04,0.02,0.02,0.04,0.03,0.04,Upgrade
16,Debt / FCF Ratio,2.35,-,-23.95,-,-8.93,-,0.22,5.83,-,1.81,-,Upgrade
17,Return on Capital Employed (ROCE),-,-,-,-,-,2.93%,3.59%,1.86%,-,0.46%,-,Upgrade
18,Earnings Yield,-4.72%,-3.70%,-5.13%,-5.32%,1.66%,10.28%,10.67%,1.85%,-,-1.71%,-,Upgrade
19,FCF Yield,1.71%,1.34%,-0.24%,0.26%,-0.45%,3.69%,5.78%,0.10%,-,1.99%,-,Upgrade
20,Buyback Yield / Dilution,-,-,-,-0.01%,2.41%,-,-8.52%,-,-1.44%,-,Upgrade,
21,Total Shareholder Return,-,-,-,-0.01%,2.41%,-,-8.52%,-,-1.44%,-,Upgrade,
