,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,237,302,176,271,489,523,714,1108,737,573,577,Upgrade
1,Market Cap Growth,11.27%,11.27%,-64.06%,-48.18%,-31.55%,-52.76%,-3.11%,93.33%,27.81%,-18.03%,-13.71%,Upgrade
2,PE Ratio,-,-,-,-,-,-,-,11.37,-5.23,-,-,Upgrade
3,PS Ratio,37.53,20.50,31.31,-4.90,-8.29,-50.55,-19.62,16.63,-24.36,54.90,3.85,Upgrade
4,PB Ratio,0.17,0.22,0.12,0.16,0.27,0.26,0.33,0.46,0.31,0.26,0.24,Upgrade
5,P/FCF Ratio,3.29,4.19,6.63,-3.88,-,-8.10,-,8.74,-,-,5.36,Upgrade
6,P/OCF Ratio,2.24,2.24,2.10,1.77,2.10,3.51,2.98,3.22,6.42,-,4.29,Upgrade
7,Debt / Equity Ratio,0.69,0.69,0.63,0.58,0.53,0.47,0.44,0.39,0.40,0.43,0.38,Upgrade
8,Debt / FCF Ratio,12.98,12.98,35.72,-14.14,-,-14.95,-,7.34,-,-,8.53,Upgrade
9,Earnings Yield,-148.69%,-116.69%,-156.60%,-94.98%,-55.79%,-56.58%,-28.05%,8.79%,-19.11%,-54.10%,-36.26%,Upgrade
10,Earnings Yield,-148.69%,-116.69%,-156.60%,-94.98%,-55.79%,-56.58%,-28.05%,8.79%,-19.11%,-54.10%,-36.26%,Upgrade
11,FCF Yield,30.38%,23.84%,15.08%,-25.78%,-8.26%,-12.34%,3.64%,11.44%,-4.06%,17.81%,18.64%,Upgrade
12,Buyback Yield / Dilution,0.15%,-,0.30%,0.84%,2.97%,2.44%,-,-0.00%,-,-,-,Upgrade
13,Total Shareholder Return,0.15%,-,0.30%,0.84%,2.97%,2.44%,-,-0.00%,-,-,-,Upgrade
