,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,250.15,189.31,181.02,234.11,203.12,260.75,216.42,204.08,155.97,161.37,Upgrade
1,Cash & Short-Term Investments,250.15,189.31,181.02,234.11,203.12,260.75,216.42,204.08,155.97,161.37,Upgrade
2,Cash Growth,38.19%,-19.14%,-10.88%,-10.22%,-6.14%,27.77%,38.76%,26.47%,-50.07%,-52.41%,Upgrade
3,Accounts Receivable,1.58,4.16,4.02,4.11,6.68,4.77,4.18,4.71,5.14,8.66,Upgrade
4,Other Receivables,0.13,0.11,0.13,0.14,0.44,0.54,0.35,2.9,3.62,2.73,Upgrade
5,Receivables,1.7,4.27,4.14,4.24,7.12,5.31,4.54,7.61,8.76,11.39,Upgrade
6,Inventory,0.94,2.03,3.5,6.81,7.03,2.93,3.39,23.27,12.32,8.18,Upgrade
7,Prepaid Expenses,4.88,3.96,4.16,5.75,5,5.93,7.77,5.39,7.79,5,Upgrade
8,Restricted Cash,-,-,-,-,-,-,-,-,-,73.76,Upgrade
9,Total Current Assets,257.67,199.57,192.83,250.91,222.27,274.92,232.12,240.34,184.84,259.69,Upgrade
10,"Property, Plant & Equipment",142.85,138.85,129.5,133.15,116.44,125.55,120.27,109.01,102.51,96.86,Upgrade
11,Goodwill,4.23,4.23,4.23,4.23,4.23,4.23,7,10.04,13.11,24.55,Upgrade
12,Other Intangible Assets,219.66,182.12,179.17,188.9,181.39,203.7,203.06,187.58,190.01,128.89,Upgrade
13,Long-Term Deferred Tax Assets,-,-,0.6,-,4.88,2.56,9.28,9.11,1.91,2.07,Upgrade
14,Other Long-Term Assets,0.12,0.23,7.39,6.43,14.58,5.31,3.19,4.1,6.38,7.28,Upgrade
15,Total Assets,624.53,524.99,513.71,583.61,543.78,616.27,574.93,560.19,498.76,519.33,Upgrade
16,Accounts Payable,49.2,19.85,11.63,15.33,18.09,18.15,26.1,40.54,14.6,9.04,Upgrade
17,Accrued Expenses,37.35,35.6,28.82,34.37,34.22,41.9,37.01,35.57,29.46,33.08,Upgrade
18,Short-Term Debt,-,-,-,3.48,3.47,37.25,60.78,60.64,1.93,65.35,Upgrade
19,Current Portion of Long-Term Debt,-,-,-,-,446.08,182.54,-,2.4,2.29,2.4,Upgrade
20,Current Portion of Leases,0.15,1.03,1.69,1.66,1.38,1.07,1.75,1.84,1.77,1.91,Upgrade
21,Current Income Taxes Payable,8.46,2.6,2.27,9.86,4.65,11.28,0.33,2.89,2.67,4.7,Upgrade
22,Current Unearned Revenue,5.05,3.3,1.61,4.78,3.62,6.41,8.4,1.33,2.59,2.02,Upgrade
23,Other Current Liabilities,18.76,14.14,11.91,12.92,10.69,8.39,7.34,7.53,62.15,14.14,Upgrade
24,Total Current Liabilities,118.95,76.52,57.92,82.4,522.18,306.99,141.7,152.73,117.47,132.62,Upgrade
25,Long-Term Debt,232.8,208.15,257.08,299.37,-,-,216.57,171.28,148.29,148.64,Upgrade
26,Long-Term Leases,-,0.27,0.62,0.37,0.46,0.27,0.63,0.35,0.48,1.33,Upgrade
27,Long-Term Deferred Tax Liabilities,8.01,3.04,0.76,0.82,0.75,0.77,0.77,0.78,-,0.79,Upgrade
28,Other Long-Term Liabilities,69.76,65.24,71.79,73.33,77.56,84.06,90.07,85.46,89.7,82.88,Upgrade
29,Total Liabilities,429.52,353.22,388.16,456.3,600.95,392.08,449.75,410.61,355.94,366.26,Upgrade
30,Common Stock,76.54,76.54,76.54,76.54,76.54,76.54,76.54,76.54,76.54,76.54,Upgrade
31,Additional Paid-In Capital,191.53,191.53,191.53,191.53,191.53,191.53,191.53,191.53,191.53,191.53,Upgrade
32,Retained Earnings,-69.2,-116.53,-137.45,-155.63,-338.65,-97.3,-193.53,-163.89,-182.09,-160.95,Upgrade
33,Comprehensive Income & Other,-4.12,19.86,-6.22,13,11.19,50.76,47.64,42.13,53.93,43.43,Upgrade
34,Total Common Equity,194.75,171.4,124.4,125.45,-59.39,221.54,122.18,146.31,139.9,150.55,Upgrade
35,Minority Interest,0.26,0.37,1.15,1.87,2.22,2.65,2.99,3.28,2.92,2.52,Upgrade
36,Shareholders' Equity,195.02,171.77,125.56,127.32,-57.17,224.19,125.18,149.58,142.83,153.07,Upgrade
37,Total Liabilities & Equity,624.53,524.99,513.71,583.61,543.78,616.27,574.93,560.19,498.76,519.33,Upgrade
