,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,533.75,476.89,328.21,404.84,400.98,279.24,239.6,235.37,252.07,200.9,251.56,231.85,323.51,324.05,264.1,278.58,278.58,167.78,167.78
1,Other Revenue,-9.03,9.03,-,16.41,-6.16,6.16,-,18.2,-8.96,8.96,-,15.63,-7.91,7.91,-,6.32,6.32,2.6,2.6
2,Revenue,524.72,485.91,328.21,421.26,394.82,285.4,239.6,253.57,243.11,209.86,251.56,247.49,315.61,331.96,264.1,284.89,284.89,170.38,170.38
3,Revenue Growth (YoY),32.90%,70.26%,36.98%,66.13%,62.40%,36.00%,-4.76%,2.46%,-22.97%,-36.78%,-4.75%,-13.13%,10.78%,94.84%,55.01%,-,-,-,-
4,Cost of Revenue,363.23,357.38,230.84,309.12,262.55,204.26,164.67,188.6,151.79,153.49,169.23,189.75,196.66,225.05,177.42,187.66,187.66,112.46,112.46
5,Gross Profit,161.49,128.54,97.37,112.13,132.27,81.14,74.93,64.97,91.32,56.37,82.33,57.73,118.95,106.91,86.68,97.24,97.24,57.92,57.92
6,"Selling, General & Admin",59.53,56.11,47.27,51.03,49.74,51.29,40.87,29.2,32.49,26.73,31.28,21.64,36.54,28.91,29.03,28.87,28.87,20.61,20.61
7,Research & Development,23.87,20.67,16.15,17.8,19.45,17.57,14.43,14.66,14.83,15.31,13.24,12.37,11.51,10.7,9.26,8.94,8.94,7.37,7.37
8,Other Operating Expenses,4.08,4.84,3.59,2.3,0.49,1.34,-8.25,9.18,-2.01,-0.22,-0.75,12.99,-1.08,-3.92,-0.66,2.04,2.01,1.63,1.63
9,Operating Expenses,87.93,84.75,66.06,71.5,73.45,71.78,46.35,52.47,47.97,42.15,42.98,45.79,46.77,37.27,37.42,40.75,40.71,29.5,29.5
10,Operating Income,73.56,43.79,31.32,40.63,58.81,9.37,28.58,12.51,43.34,14.22,39.35,11.94,72.17,69.64,49.26,56.49,56.53,28.42,28.42
11,Interest Expense,-0.94,-0.69,-1.03,-0.75,-0.82,-0.63,-0.53,-0.65,-0.34,-0.32,-0.07,-0.09,-0.09,-0.07,-0.13,-0.02,-0.02,-0.14,-0.14
12,Interest & Investment Income,10.82,15.17,12.33,15.63,16.36,15.21,9.55,13.84,10.6,12.73,10.99,4.41,5.05,3.16,3.36,4.17,4.17,2.56,2.56
13,Currency Exchange Gain (Loss),-0.48,0.48,-,4.29,-4.31,4.31,-,7.11,-3.39,3.39,-,-8.71,3.36,-3.36,-,-4.15,-4.15,0.3,0.3
14,Other Non Operating Income (Expenses),-0.38,-1.43,1.09,-3.45,3.34,1.06,-0.93,-7.06,6.81,1.57,-1.73,4.32,-4.56,0.73,-1.12,-0.18,-0.18,-0.13,-0.13
15,EBT Excluding Unusual Items,82.58,57.31,43.71,56.36,73.39,29.31,36.66,25.76,57.03,31.59,48.55,11.87,75.92,70.11,51.37,56.31,56.34,31,31
16,Gain (Loss) on Sale of Investments,0.02,-2.48,0.88,-1.07,-2.43,-0.61,5.79,-4.03,2.59,-0.09,3.58,0.13,-0.71,0.45,-0.78,0.07,0.07,0.67,0.67
17,Gain (Loss) on Sale of Assets,0.1,0.15,-0.21,0.75,0.22,0.42,0,-0.04,0.06,0.06,0.01,0.03,0.14,0.02,0.12,0.07,0.07,0.18,0.18
18,Asset Writedown,-16.99,5.47,-5.64,12.27,-12.88,2.93,-3.16,11.36,-11.67,1.97,-2.64,6.04,-6.14,1.74,-1.93,-0.1,-0.1,-0.05,-0.05
19,Other Unusual Items,7.83,30.69,5.89,8.64,-0.77,0.77,-,16.45,-0.17,0.17,-,16.96,-0.06,0.06,-,3.81,3.77,4.65,4.65
20,Pretax Income,73.54,91.14,44.64,76.96,57.53,32.81,39.3,49.49,47.84,33.69,49.5,35.03,69.16,72.37,48.79,60.16,60.16,36.45,36.45
21,Income Tax Expense,8.27,11.96,5.55,15.75,2.82,5.35,6.77,1.28,5.62,3.87,4.9,3.22,9.2,10,6.8,8.92,8.92,4.3,4.3
22,Earnings From Continuing Operations,65.27,79.19,39.09,61.21,54.71,27.46,32.52,48.21,42.23,29.82,44.61,31.81,59.97,62.37,41.99,51.24,51.24,32.16,32.16
23,Minority Interest in Earnings,-1.51,-3.21,-1.36,-2.52,-3.96,-1.25,-0.1,-0.95,-0.53,-0.09,0.15,0.44,-2.08,-1.41,-1.28,-2.48,-2.48,-0.54,-0.54
24,Net Income,63.75,75.98,37.73,58.69,50.75,26.21,32.42,47.26,41.7,29.74,44.76,32.25,57.88,60.96,40.71,48.76,48.76,31.62,31.62
25,Net Income to Common,63.75,75.98,37.73,58.69,50.75,26.21,32.42,47.26,41.7,29.74,44.76,32.25,57.88,60.96,40.71,48.76,48.76,31.62,31.62
26,Net Income Growth,25.63%,189.87%,16.37%,24.19%,21.70%,-11.85%,-27.57%,46.53%,-27.96%,-51.22%,9.96%,-33.86%,18.70%,92.80%,28.76%,-,-,-,-
27,Shares Outstanding (Basic),123,125,125,125,125,125,125,125,125,125,125,94,94,94,94,94,94,94,94
28,Shares Outstanding (Diluted),123,125,125,125,125,125,125,125,125,125,125,94,94,94,94,94,94,94,94
29,Shares Change (YoY),-1.46%,-0.01%,0.01%,0.00%,0.00%,-0.01%,0.01%,33.33%,33.34%,33.35%,33.32%,-0.01%,-0.01%,0.01%,0.01%,-,-,-,-
30,EPS (Basic),0.52,0.61,0.30,0.47,0.41,0.21,0.26,0.38,0.33,0.24,0.36,0.34,0.62,0.65,0.43,0.52,0.52,0.34,0.34
31,EPS (Diluted),0.52,0.61,0.30,0.47,0.41,0.21,0.26,0.38,0.33,0.24,0.36,0.34,0.62,0.65,0.43,0.52,0.52,0.34,0.34
32,EPS Growth,27.50%,189.91%,16.36%,24.19%,21.70%,-11.84%,-27.57%,9.90%,-45.97%,-63.42%,-17.52%,-33.85%,18.71%,92.78%,28.74%,-,-,-,-
33,Free Cash Flow,55.99,-31.67,-37.59,-73.51,-46.28,-3,16.81,10.85,-35.53,22.41,-46.77,27.54,25.5,-19.11,-40.08,10.41,10.41,22.6,22.6
34,Free Cash Flow Per Share,0.46,-0.25,-0.30,-0.59,-0.37,-0.02,0.13,0.09,-0.28,0.18,-0.37,0.29,0.27,-0.20,-0.43,0.11,0.11,0.24,0.24
35,Dividend Per Share,-,0.500,-,0.900,-,-,-,0.700,-,-,-,0.600,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,28.57%,-,-,-,16.67%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,30.78%,26.45%,29.67%,26.62%,33.50%,28.43%,31.27%,25.62%,37.56%,26.86%,32.73%,23.33%,37.69%,32.21%,32.82%,34.13%,34.13%,33.99%,33.99%
38,Operating Margin,14.02%,9.01%,9.54%,9.65%,14.90%,3.28%,11.93%,4.93%,17.83%,6.78%,15.64%,4.83%,22.87%,20.98%,18.65%,19.83%,19.84%,16.68%,16.68%
39,Profit Margin,12.15%,15.64%,11.50%,13.93%,12.85%,9.18%,13.53%,18.64%,17.15%,14.17%,17.79%,13.03%,18.34%,18.36%,15.41%,17.12%,17.12%,18.56%,18.56%
40,Free Cash Flow Margin,10.67%,-6.52%,-11.45%,-17.45%,-11.72%,-1.05%,7.02%,4.28%,-14.61%,10.68%,-18.59%,11.13%,8.08%,-5.76%,-15.18%,3.65%,3.65%,13.27%,13.27%
41,EBITDA,95.02,69.92,52.78,62.09,73.56,29.54,43.32,27.25,56.68,28.55,52.69,25.28,83.77,83.24,60.86,69.56,68.34,39.18,39.18
42,EBITDA Margin,18.11%,14.39%,16.08%,14.74%,18.63%,10.35%,18.08%,10.75%,23.32%,13.60%,20.94%,10.22%,26.54%,25.08%,23.04%,24.42%,23.99%,22.99%,22.99%
43,D&A For EBITDA,21.46,26.13,21.46,21.46,14.74,20.17,14.74,14.74,13.34,14.33,13.34,13.34,11.6,13.6,11.6,13.07,11.81,10.76,10.76
44,EBIT,73.56,43.79,31.32,40.63,58.81,9.37,28.58,12.51,43.34,14.22,39.35,11.94,72.17,69.64,49.26,56.49,56.53,28.42,28.42
45,EBIT Margin,14.02%,9.01%,9.54%,9.65%,14.90%,3.28%,11.93%,4.93%,17.83%,6.78%,15.64%,4.83%,22.87%,20.98%,18.65%,19.83%,19.84%,16.68%,16.68%
46,Effective Tax Rate,11.25%,13.12%,12.43%,20.46%,4.91%,16.30%,17.23%,2.59%,11.74%,11.49%,9.89%,9.18%,13.30%,13.82%,13.93%,14.83%,14.83%,11.79%,11.79%
47,Revenue as Reported,524.72,485.91,328.21,421.26,394.82,285.4,239.6,253.57,243.11,209.86,251.56,247.49,315.61,331.96,264.1,910.54,-,-,-
