,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,319.74,151.47,276.36,304.86,351.53,557.6,395.66,526.5,230.89,330.64,537.73,528.88,225.17,198.66,532.4,658.58,559.43,1256,1131,1245,Upgrade
1,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.84,0.94,151.26,152.87,Upgrade
2,Cash & Short-Term Investments,319.74,151.47,276.36,304.86,351.53,557.6,395.66,526.5,230.89,330.64,537.73,528.88,225.17,198.66,532.4,658.58,560.27,1257,1282,1398,Upgrade
3,Cash Growth,-9.05%,-72.84%,-30.15%,-42.10%,52.25%,68.64%,-26.42%,-0.45%,2.54%,66.44%,1.00%,-19.69%,-59.81%,-84.20%,-58.47%,-52.88%,-60.50%,-11.35%,45.56%,29.95%,Upgrade
4,Accounts Receivable,551.92,994,606.53,332.43,780.5,613.71,675.27,529.18,812.19,654.51,707.33,385.09,1230,979.32,1065,883.07,1269,1117,1535,1165,Upgrade
5,Other Receivables,565.86,575.71,627.45,652.58,561.76,441.49,411.33,434.33,598.44,484.89,369.35,434.37,996.89,1136,275.93,306.51,606.52,447.74,692.15,380.17,Upgrade
6,Receivables,1118,1570,1234,985.01,1342,1055,1087,963.5,1411,1139,1077,819.46,2227,2115,1341,1190,1876,1565,2227,1545,Upgrade
7,Inventory,328.11,348.8,393.32,523.08,555.85,670.96,560.3,418.59,346.31,414.66,301.92,389.31,684.47,909.1,1497,1676,2861,2804,2601,3036,Upgrade
8,Other Current Assets,305.58,108.24,142.51,146.63,149.77,56.07,138,213.61,392.16,34.64,55.42,65.71,540.06,488.11,305.51,159.22,743.77,694.35,737.96,805.32,Upgrade
9,Total Current Assets,2071,2178,2046,1960,2399,2340,2181,2122,2380,1919,1972,1803,3677,3711,3676,3684,6041,6320,6848,6785,Upgrade
10,"Property, Plant & Equipment",39.66,39.5,44.61,50.03,58.37,61.46,58.36,63.52,91.72,90.9,91,96.12,310.7,317.82,360.83,347.72,334.53,355.25,367.63,376.12,Upgrade
11,Long-Term Investments,54.31,58.43,57.88,57.73,57.78,57.78,59.79,59.6,59.77,58.17,58.88,58.87,115.24,115.36,119.78,119.43,130.64,93.54,99.14,98.71,Upgrade
12,Goodwill,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1664,1664,2360,2360,2360,2360,Upgrade
13,Other Intangible Assets,9.6,10.05,10.52,10.94,13.15,13.25,13.48,13.44,27.73,28.84,19.92,29.49,158.22,171.74,181.95,258.34,272.9,288.03,303.17,314.54,Upgrade
14,Long-Term Deferred Tax Assets,107.54,112.23,108.13,106.81,107.31,107.57,105.25,101.14,97.59,94.92,93.86,90.45,25.4,25.33,71.35,28.72,480.09,488.41,492.01,481.91,Upgrade
