,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,3880,4070,3959,3908,4734,4259,3814,3184,2917,1979
1,Revenue Growth (YoY),-1.99%,4.15%,-16.37%,-8.23%,24.11%,33.77%,30.74%,60.91%,-,-
2,Cost of Revenue,2624,2645,2821,2943,3978,3722,3658,3197,3116,2375
3,Gross Profit,1256,1426,1138,965.15,756.01,537.11,155.53,-12.86,-198.82,-396.51
4,"Selling, General & Admin",337.01,459.18,480.94,442.4,401.75,404.53,410.34,285.19,289.06,135.18
5,Research & Development,384.01,395.65,427.96,440.74,529.54,481.52,448.83,420.31,329.3,247.16
6,Other Operating Expenses,-3.57,-29.03,1.02,-22.61,-97.61,-47.92,-54.45,-17.04,-47.56,-24.1
7,Operating Expenses,717.45,825.8,909.91,860.54,833.68,838.13,804.73,688.46,570.8,358.23
8,Operating Income,538.33,599.93,227.61,104.61,-77.67,-301.02,-649.2,-701.32,-769.62,-754.75
9,Interest Expense,-0.11,-0.13,-0.14,-0.18,-0.17,-0.18,-,-,-,-
10,Interest & Investment Income,191.66,214.53,229.06,208.82,146.18,36.93,23.62,24.8,42.67,57.98
11,Earnings From Equity Investments,-5.79,-0.75,1.23,-1.29,-0.2,-2.52,4.11,-1.78,-1,-2.66
12,Currency Exchange Gain (Loss),-2.4,-,-2.04,-,5,-,-3.86,-,-24.32,2.95
13,EBT Excluding Unusual Items,721.7,813.58,455.72,311.96,73.14,-266.79,-625.32,-678.3,-752.27,-696.48
14,Gain (Loss) on Sale of Investments,34.98,-,-,-,-10.83,-,7.44,-,11.6,9.34
15,Other Unusual Items,-,-,-,-,-,-,2373,-3129,-1181,-340.61
16,Pretax Income,756.68,813.58,455.72,311.96,62.31,-266.79,1756,-3807,-1922,-1028
17,Income Tax Expense,1.26,3.63,15.29,18.21,13,4.02,2.49,2.18,1.1,0.48
18,Earnings From Continuing Operations,755.42,809.95,440.43,293.75,49.32,-270.81,1753,-3809,-1923,-1028
19,Minority Interest in Earnings,-3.75,-0.12,-,-,-,-,-,-,-,-
20,Net Income,751.68,809.83,440.43,293.75,49.32,-270.81,1753,-3809,-1923,-1028
21,Net Income to Common,751.68,809.83,440.43,293.75,49.32,-270.81,1753,-3809,-1923,-1028
22,Net Income Growth,70.67%,175.69%,793.08%,-,-97.19%,-,-,-,-,-
23,Shares Outstanding (Basic),209,209,210,211,210,208,136,122,122,122
24,Shares Outstanding (Diluted),211,211,211,213,210,208,136,122,122,122
25,Shares Change (YoY),0.25%,-0.97%,0.42%,2.30%,54.16%,70.31%,11.52%,0.42%,-,-
26,EPS (Basic),3.60,3.88,2.10,1.39,0.23,-1.30,12.87,-31.19,-15.75,-8.45
27,EPS (Diluted),3.56,3.84,2.09,1.38,0.23,-1.30,12.87,-31.19,-15.75,-8.45
28,EPS Growth,70.09%,178.26%,799.39%,-,-98.19%,-,-,-,-,-
29,Free Cash Flow,-,579.15,559.37,-375.86,1049,767.8,-190.88,-757.04,-246.58,-743.45
30,Free Cash Flow Per Share,-,2.75,2.65,-1.77,5.00,3.69,-1.40,-6.20,-2.02,-6.11
31,Operating Margin,13.88%,14.74%,5.75%,2.68%,-1.64%,-7.07%,-17.02%,-22.03%,-26.38%,-38.15%
32,Profit Margin,19.37%,19.90%,11.13%,7.52%,1.04%,-6.36%,45.96%,-119.65%,-65.93%,-51.97%
33,Free Cash Flow Margin,-,14.23%,14.13%,-9.62%,22.16%,18.03%,-5.00%,-23.78%,-8.45%,-37.57%
34,EBITDA,546.16,608.59,235.49,113.21,-64.34,-291.79,-642.83,-692.64,-756.99,-744.99
35,D&A For EBITDA,7.82,8.65,7.88,8.6,13.33,9.22,6.37,8.67,12.63,9.75
36,EBIT,538.33,599.93,227.61,104.61,-77.67,-301.02,-649.2,-701.32,-769.62,-754.75
37,Advertising Expenses,-,328.82,-,336.48,-,293.43,-,-,-,60.66
