,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,3795,2560,4020,2613,2917,1859,853.45,476.15,3006,-
1,Short-Term Investments,6421,6229,5485,6258,6192,5872,5528,3623,816.92,-
2,Trading Asset Securities,6.52,-,-,-,-,-,240.77,52.84,971.32,-
3,Cash & Short-Term Investments,10222,8789,9505,8871,9108,7731,6622,4152,4794,-
4,Cash Growth,7.55%,-0.92%,4.36%,14.74%,37.54%,86.21%,38.12%,-,-,-
5,Accounts Receivable,1087,1238,1022,762.77,696.65,792.86,802.02,637.07,426.06,-
6,Other Receivables,0.22,-,98.79,1.19,82.47,-,136.11,220.35,202.53,-
7,Receivables,1088,1238,1121,763.96,779.11,792.86,938.13,857.42,628.58,-
8,Inventory,-,-,-,8.46,-,-,-,-,-,-
9,Prepaid Expenses,-,301.6,86.46,-,72.67,-,98.05,89.7,76.41,-
10,Restricted Cash,1.86,1.86,21.01,152.29,8.32,-,-,-,-,-
11,Other Current Assets,640.28,464.66,590.03,817.52,507.11,858.83,1111,1277,1363,-
12,Total Current Assets,11952,10795,11323,10613,10475,9383,8769,6376,6863,-
13,"Property, Plant & Equipment",26.25,33.07,39.34,47.16,53.66,57.63,54.55,21.01,20.8,-
14,Long-Term Investments,1472,1478,78.97,77.74,79.03,90.39,92.91,86.8,278.58,-
15,Long-Term Deferred Charges,131.39,142.7,169.09,219.63,283.43,358.13,471.46,597.39,894.76,-
16,Other Long-Term Assets,-,-,-,-,-,0.31,-,0.5,0.63,-
17,Total Assets,13582,12449,11611,10958,10891,9889,9388,7082,8057,-
18,Accounts Payable,97.72,129.65,76.37,71.85,53.21,58.31,56.52,154.29,75.55,-
19,Accrued Expenses,1976,1724,1918,1681,2153,1558,1112,1065,1576,-
20,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,1812,-,-
21,Current Portion of Leases,1.71,2.03,3,3.2,2.78,2.21,2.61,0.25,-,-
22,Current Income Taxes Payable,0.74,0.72,4.13,19.99,5.62,-,-,0.55,0.64,-
23,Current Unearned Revenue,1235,1129,1001,801.02,714.26,635.38,604.61,536.01,384.98,-
24,Other Current Liabilities,-,69.69,97.68,96.82,81.78,79.47,171.56,-,135.92,-
25,Total Current Liabilities,3312,3056,3100,2674,3010,2333,1948,3569,2173,-
26,Long-Term Debt,-,-,-,-,-,-,-,12399,11162,-
27,Long-Term Leases,4.76,5.32,3.36,4.85,5.62,6.75,7.89,0.14,-,-
28,Long-Term Unearned Revenue,83.89,78.24,66.54,57.4,55.24,53.74,50.56,37.85,29.11,-
29,Total Liabilities,3401,3139,3170,2736,3071,2394,2006,16006,13364,-
30,Common Stock,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.08,0.08,-
31,Additional Paid-In Capital,-,17440,17286,17227,17113,16984,16900,2582,2582,-
32,Retained Earnings,-8531,-9277,-10087,-10527,-10820,-10869,-10597,-12231,-8371,-
33,Comprehensive Income & Other,18708,1146,1242,1521,1527,1380,1079,724.59,481.8,-
34,Total Common Equity,10178,9309,8441,8221,7820,7496,7382,-8924,-5307,-
35,Minority Interest,3.86,0.12,-,-,-,-,-,-,-,-
36,Shareholders' Equity,10182,9309,8441,8221,7820,7496,7382,-8924,-5307,-
37,Total Liabilities & Equity,13582,12449,11611,10958,10891,9889,9388,7082,8057,-
38,Total Debt,6.47,7.35,6.36,8.05,8.4,8.95,10.51,14212,11162,-
39,Net Cash (Debt),10216,8782,9499,8863,9100,7722,6611,-10060,-6368,-
40,Net Cash Growth,7.55%,-0.92%,4.39%,14.77%,37.63%,-,-,-,-,-
41,Net Cash Per Share,48.33,41.67,45.05,41.65,43.34,37.13,48.54,-82.37,-52.14,-
42,Filing Date Shares Outstanding,208.96,215.65,214.29,213.67,211.91,209.25,207.76,121.24,121.24,121.62
43,Total Common Shares Outstanding,208.96,215.65,214.29,213.67,211.91,209.25,207.76,121.24,121.24,121.62
44,Working Capital,8640,7739,8223,7939,7465,7050,6821,2807,4690,-
45,Book Value Per Share,48.71,43.17,39.39,38.48,36.90,35.82,35.53,-73.61,-43.77,-
46,Tangible Book Value,10178,9309,8441,8221,7820,7496,7382,-8924,-5307,-
47,Tangible Book Value Per Share,48.71,43.17,39.39,38.48,36.90,35.82,35.53,-73.61,-43.77,-
48,Machinery,-,-,131.64,-,131.46,-,110.42,84.21,76.7,-
49,Construction In Progress,-,-,-,-,-,-,2.83,-,-,-
50,Leasehold Improvements,-,-,5.58,-,5.52,-,1.26,1.2,1.2,-
