,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1517,1738,1218,2161,1305,1091,897.9,715.57,558.14,683.16
1,Revenue Growth (YoY),24.50%,-19.58%,-6.63%,98.18%,45.29%,52.42%,60.87%,4.74%,-13.76%,-
2,"Selling, General & Admin",49.3,53.39,41.49,36.97,36.32,41.07,38.96,39.23,30.05,34.15
3,Provision for Bad Debts,15.23,13.79,6.66,4.76,0.35,0.4,1.73,0.19,-0,0.02
4,Other Operating Expenses,1392,1575,1116,2090,1210,978.62,772.26,581,469.15,587.44
5,Total Operating Expenses,1457,1642,1164,2132,1247,1020,812.96,620.41,499.2,621.62
6,Operating Income,59.81,96.28,53.96,29.66,57.71,70.58,84.94,95.16,58.95,61.54
7,Interest Expense,-6.41,-7.27,-5.55,-4.68,-6.08,-4.57,-4.39,-4.93,-6.78,-10.38
8,Interest Income,7.45,10.17,1.1,4.87,-,3.67,-,1.26,-,0.95
9,Net Interest Expense,1.04,2.9,-4.45,0.19,-6.08,-0.91,-4.39,-3.68,-6.78,-9.42
10,Income (Loss) on Equity Investments,48.48,16.96,139.4,4.46,-12.21,-4.62,3.1,1.36,2.03,1.97
11,Currency Exchange Gain (Loss),-,0.42,0.49,14.86,-,-,-,-,-,-
12,Other Non-Operating Income (Expenses),0.41,4.12,-18.34,3.1,5.83,-4.86,-1.71,-20.61,-0.9,-2.8
13,EBT Excluding Unusual Items,109.74,120.67,171.06,52.25,45.24,60.19,81.94,72.23,53.29,51.3
14,Gain (Loss) on Sale of Investments,-0.12,-11.91,2.47,4.64,0.24,3.05,-0.23,0,-0.06,0.01
15,Gain (Loss) on Sale of Assets,0.15,0,0.01,0.04,-,4.3,-,-,-,-
16,Asset Writedown,-,-,-,-,-,-,-,-0,0,-
17,Pretax Income,109.77,108.76,173.55,56.93,45.48,67.54,81.71,72.23,53.24,51.3
18,Income Tax Expense,13.05,22.98,8.81,13.23,12.76,16.8,20,18.05,11.93,11.7
19,Earnings From Continuing Ops.,96.71,85.78,164.73,43.7,32.72,50.74,61.71,54.18,41.3,39.6
20,Minority Interest in Earnings,-7.57,-6.08,-5.43,-2.93,-4.15,-2.59,-1.38,-1.92,-1.05,-1.46
21,Net Income,89.15,79.7,159.3,40.78,28.57,48.15,60.34,52.26,40.26,38.15
22,Net Income to Common,89.15,79.7,159.3,40.78,28.57,48.15,60.34,52.26,40.26,38.15
23,Net Income Growth,-44.04%,95.45%,457.66%,-15.31%,-52.66%,-7.87%,49.88%,37.00%,-17.42%,-
24,Shares Outstanding (Basic),138,138,138,138,138,138,138,134,100,100
25,Shares Outstanding (Diluted),138,138,138,138,138,138,138,134,100,100
26,Shares Change (YoY),-,-,-,-,-,2.64%,37.84%,34.29%,-,-
27,EPS (Basic),0.65,0.58,1.16,0.30,0.21,0.35,0.44,0.39,0.40,0.38
28,EPS (Diluted),0.65,0.58,1.16,0.30,0.21,0.35,0.44,0.39,0.40,0.38
29,EPS Growth,-44.04%,95.45%,457.66%,-15.31%,-52.66%,-10.24%,8.73%,2.02%,-17.42%,-
30,Free Cash Flow,-105.75,34.05,194.78,-75.29,131.62,16.96,54.51,100.9,49.48,40.49
31,Free Cash Flow Per Share,-0.77,0.25,1.41,-0.55,0.95,0.12,0.40,0.75,0.49,0.40
32,Dividend Per Share,0.200,0.400,0.200,-,-,0.150,0.120,-,-,-
33,Profit Margin,5.88%,4.58%,13.08%,1.89%,2.19%,4.41%,6.72%,7.30%,7.21%,5.58%
34,Free Cash Flow Margin,-6.97%,1.96%,15.99%,-3.48%,10.09%,1.55%,6.07%,14.10%,8.87%,5.93%
35,EBITDA,100.95,132.14,84.31,58.32,82.53,91.25,110.18,117.02,87.8,86.18
36,D&A For EBITDA,41.14,35.86,30.35,28.66,24.83,20.67,25.25,21.86,28.85,24.63
37,EBIT,59.81,96.28,53.96,29.66,57.71,70.58,84.94,95.16,58.95,61.54
