,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,947,1041,1060,1143,1172,1281,1654,1401,1414,-,-
1,Market Cap Growth,-8.93%,-8.93%,-9.53%,-10.76%,-29.17%,-8.56%,16.96%,-,-,-,-
2,Enterprise Value,1321,1095,1117,1298,1166,1398,1635,1334,1710,-,-
3,PE Ratio,5.22,5.74,4.03,5.29,14.95,14.25,12.42,10.34,12.87,-,-
4,PS Ratio,0.27,0.30,0.33,0.31,0.30,0.46,0.68,0.72,0.93,-,-
5,PB Ratio,0.83,0.87,0.90,1.05,1.18,1.32,1.65,1.49,1.58,-,-
6,P/FCF Ratio,-,-,4.20,8.85,-,7.36,18.86,7.49,7.92,-,-
7,P/OCF Ratio,-,-,4.20,5.20,-,4.60,10.20,6.41,6.69,-,-
8,EV/Sales Ratio,0.38,0.31,0.34,0.36,0.30,0.50,0.67,0.69,1.13,-,-
9,EV/EBITDA Ratio,3.93,4.37,4.69,8.42,7.33,6.87,6.61,4.88,7.03,-,-
10,EV/EBIT Ratio,5.55,6.53,6.75,14.37,11.81,9.30,8.56,6.16,9.34,-,-
11,EV/FCF Ratio,-17.14,-,4.43,10.05,-,8.03,18.63,7.14,9.57,-,-
12,Debt / Equity Ratio,0.50,0.50,0.33,0.47,0.44,0.48,0.49,0.36,0.37,0.95,1.00
13,Debt / FCF Ratio,-,-,1.53,3.97,-,2.68,5.61,1.81,1.85,4.22,3.97
14,Return on Capital Employed (ROCE),9.05%,9.05%,8.78%,4.88%,5.63%,8.42%,10.17%,12.82%,11.12%,10.90%,14.51%
15,Earnings Yield,19.16%,17.43%,24.84%,18.92%,6.69%,7.02%,8.05%,9.67%,7.77%,-,-
16,Earnings Yield,19.16%,17.43%,24.84%,18.92%,6.69%,7.02%,8.05%,9.67%,7.77%,-,-
17,FCF Yield,-8.14%,-7.40%,23.78%,11.30%,5.43%,13.59%,5.30%,13.35%,12.63%,-,-
18,Dividend Yield,9.59%,8.79%,9.39%,2.93%,-,-,3.26%,1.70%,-,-,-
19,Buyback Yield / Dilution,-,-,-,-,-,-2.64%,-37.84%,-34.29%,-,-,
20,Total Shareholder Return,9.59%,8.79%,9.39%,2.93%,-,-,0.61%,-36.15%,-34.29%,-,-
