,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,147.5,343.22,460.83,220.69,369.32,258.66,306.51,342.32,125.26,63.15
1,Short-Term Investments,105.17,-,-,58.6,60,60,-,-,-,-
2,Trading Asset Securities,1.18,1.29,1.4,2.77,2.86,9.89,10.85,10.73,2.3,2.48
3,Accounts Receivable,250.26,249.91,381.25,217.26,170.48,152.73,146.78,105.51,51.53,50.35
4,Inventory,190.38,17.51,191.84,56.39,22.72,60.57,9.1,8.18,6.19,8.31
5,Restricted Cash,-,155.79,19.87,12.5,-,14.86,-,2.03,-,-
6,Other Current Assets,90.53,115.93,100.15,63.78,53.4,32.71,19.7,21.83,44.55,43.64
7,Total Current Assets,785.01,883.64,1155,631.99,678.79,589.43,492.93,490.59,229.84,167.92
8,"Property, Plant & Equipment",783.8,788.74,707.03,708.26,654.39,620.34,598.93,601.61,601.07,613.34
9,Goodwill,0.04,0.04,0.04,0.04,-,-,-,-,-,-
10,Other Intangible Assets,4.37,4.32,4.73,3.84,4.01,4.5,4.32,4.31,2.25,2.42
11,Long-Term Investments,705.47,653.04,559.76,391.52,380.49,387.75,298.19,243.74,196.09,187.87
12,Long-Term Deferred Tax Assets,127.48,125.1,126.76,127.62,131.41,134.23,145.19,148.37,148.84,150.71
13,Other Long-Term Assets,195.7,199.85,238.21,213.56,221.35,227.48,222.09,226.4,236.81,232.51
14,Total Assets,2602,2655,2792,2077,2070,1964,1762,1715,1415,1355
15,Accounts Payable,457.12,494.14,573.11,305.54,306.39,242.9,158.92,137.59,98.7,100.39
16,Accrued Expenses,-,31.03,-,13.39,-,11.78,-,20.73,-,23.41
17,Short-Term Debt,-,-,-,-,-,-,-,-,34,173.4
18,Current Portion of Long-Term Debt,240.58,24.44,84.64,34.44,27.58,20.72,-,-,-,-
19,Current Unearned Revenue,113.8,118.67,141.35,100.13,114.53,94.84,110.67,110.57,81,85.35
20,Current Portion of Leases,14.34,10.54,13.57,13.67,11.98,11.76,11.26,11.01,9.77,9.83
21,Current Income Taxes Payable,1.77,3.32,2.38,6.55,7.71,6.07,6.34,8.97,9.28,10.56
22,Other Current Liabilities,50.2,262.35,263.4,51.83,77.85,47.05,69.81,40.43,76.73,40.74
23,Total Current Liabilities,877.81,944.48,1078,525.54,546.04,435.13,357,329.3,309.49,443.68
24,Long-Term Debt,152.68,164.9,226.92,189.34,211.56,223.78,114.5,114.5,178.3,20
25,Long-Term Leases,144.2,150.77,148.99,146.24,147.26,144.86,155.15,152.56,157.94,154.28
26,Long-Term Unearned Revenue,317.69,326.12,329.19,338.11,335.26,344.08,353.31,364.23,371.05,379.98
27,Long-Term Deferred Tax Liabilities,0.04,0.05,0.07,0.09,-,-,-,-,-,-
28,Total Liabilities,1492,1586,1784,1199,1240,1148,979.96,960.59,1017,997.94
29,Common Stock,137.85,137.85,137.85,137.85,137.85,137.85,137.85,137.85,100,100
30,Retained Earnings,632.5,598.9,543.64,418.3,376.18,369.78,338.24,313.34,262.08,223.14
31,Comprehensive Income & Other,289.43,288.82,285.52,285.54,286.97,285.52,285.45,284.48,19.2,17.87
32,Total Common Equity,1060,1026,967.01,841.68,800.99,793.14,761.54,735.66,381.27,341.02
33,Minority Interest,49.67,42.85,41.26,35.83,29.34,22.74,20.15,18.77,16.86,15.81
34,Shareholders' Equity,1109,1068,1008,877.51,830.32,815.88,781.69,754.43,398.13,356.83
35,Total Liabilities & Equity,2602,2655,2792,2077,2070,1964,1762,1715,1415,1355
36,Total Debt,551.8,350.65,474.12,383.69,398.38,401.12,280.91,278.07,380.01,357.51
37,Net Cash (Debt),-297.96,-6.15,-11.88,-101.63,33.79,-72.56,36.45,74.98,-252.44,-291.89
38,Net Cash Growth,-,-,-,-,-7.29%,-,-,-,-,-
39,Net Cash Per Share,-2.16,-0.04,-0.09,-0.74,0.25,-0.53,0.26,0.56,-2.52,-2.92
40,Filing Date Shares Outstanding,137.84,137.84,137.84,137.84,137.84,137.84,137.84,137.84,100,133.34
41,Total Common Shares Outstanding,137.84,137.84,137.84,137.84,137.84,137.84,137.84,137.84,100,100
42,Working Capital,-92.81,-60.85,76.9,106.45,132.75,154.3,135.93,161.3,-79.65,-275.75
43,Book Value Per Share,7.69,7.44,7.02,6.11,5.81,5.75,5.52,5.34,3.81,3.41
44,Tangible Book Value,1055,1021,962.24,837.81,796.97,788.65,757.22,731.35,379.02,338.6
45,Tangible Book Value Per Share,7.66,7.41,6.98,6.08,5.78,5.72,5.49,5.31,3.79,3.39
46,Buildings,-,161.28,-,119.95,-,100.33,-,107,-,114.07
47,Machinery,-,238.66,-,211.16,-,188.59,-,182.25,-,167.2
48,Construction In Progress,-,55.3,-,49.58,-,37.4,-,29.75,-,36.1
