,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,1631,1631,1890,2224,3289,3634,3126,2722,3168,3290,2575,Upgrade
1,Market Cap Growth,-26.65%,-26.65%,-42.55%,-38.80%,5.24%,33.47%,-1.33%,-17.24%,23.04%,-34.73%,-59.69%,Upgrade
2,Enterprise Value,7503,7519,7831,8251,9295,9793,9269,8936,9425,10498,9609,Upgrade
3,Last Close Price,0.47,0.47,0.56,0.67,1.00,1.08,0.93,0.79,0.92,0.96,1.13,Upgrade
4,PE Ratio,6.95,7.04,3.84,2.06,7.47,-,4.04,-7.86,-,-,-,Upgrade
5,PS Ratio,4.01,4.06,4.03,4.33,8.50,10.94,10.36,12.13,15.30,15.80,8.78,Upgrade
6,PB Ratio,0.17,0.17,0.20,0.24,0.38,0.45,0.37,0.35,0.42,0.40,0.33,Upgrade
7,P/FCF Ratio,-,-,8.14,7.76,12.97,16.78,22.95,30.32,71.53,264.40,16.87,Upgrade
8,P/OCF Ratio,-,-,8.14,7.76,12.97,16.78,22.95,30.32,71.53,264.40,16.87,Upgrade
9,EV/Sales Ratio,18.67,18.71,16.68,16.05,24.03,29.49,30.72,39.83,45.52,50.41,32.77,Upgrade
10,EV/EBITDA Ratio,20.53,20.58,18.02,17.16,26.17,32.51,34.40,47.07,58.40,66.18,38.92,Upgrade
11,EV/EBIT Ratio,20.54,20.58,18.03,17.16,26.17,32.52,34.37,47.07,58.40,66.18,39.07,Upgrade
12,EV/FCF Ratio,-,-,33.74,28.78,36.65,45.22,68.06,99.52,212.81,843.76,62.96,Upgrade
13,Debt / Equity Ratio,0.65,0.65,0.65,0.66,0.72,0.77,0.76,0.81,0.85,0.80,0.92,Upgrade
14,Debt / FCF Ratio,-,-,26.09,21.15,24.90,29.19,46.28,70.40,145.76,520.39,47.64,Upgrade
15,Earnings Yield,14.21%,14.21%,26.06%,48.58%,13.38%,11.55%,24.74%,-12.73%,-41.20%,-86.11%,-182.92%,Upgrade
16,FCF Yield,-,12.28%,12.89%,7.71%,5.96%,4.36%,3.30%,1.40%,0.38%,5.93%,Upgrade,
17,Dividend Yield,3.37%,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Buyback Yield / Dilution,-2.47%,-3.00%,-1.93%,-1.70%,-1.17%,-0.77%,-0.78%,-11.49%,-50.76%,-36.51%,-1.02%,Upgrade
19,Total Shareholder Return,0.90%,-3.00%,-1.93%,-1.70%,-1.17%,-0.77%,-0.78%,-11.49%,-50.76%,-36.51%,-1.02%,Upgrade
