,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,"Property, Plant & Equipment",15896,15725,15663,15266,14687,14888,14409,14273,14805,15576,Upgrade
1,Cash & Equivalents,293.4,167.69,122.52,246.64,245.15,138.95,179.18,241.24,217.61,63.47,Upgrade
2,Accounts Receivable,29.69,13.69,39.6,28.32,9.51,62.53,17.23,0.19,0.15,0.21,Upgrade
3,Other Receivables,8.05,0.6,0.58,1.09,1.32,0.07,0.19,0.06,0.68,-,Upgrade
4,Investment In Debt and Equity Securities,-,3.64,-,2.44,-,49.91,-,-,-,-,Upgrade
5,Restricted Cash,-,-,-,-,-,-,-,-,41,-,Upgrade
6,Other Current Assets,2.46,0.77,3.54,2.16,2.2,0.75,2.36,47.52,14.65,6.56,Upgrade
7,Trading Asset Securities,-,-,-,39.84,72.14,3.47,-,-,-,-,Upgrade
8,Other Long-Term Assets,8.84,5.51,5.87,6.84,5.28,4.8,5.01,-,-,-,Upgrade
9,Total Assets,16238,15917,15835,15594,15023,15149,14613,14562,15080,15647,Upgrade
10,Current Portion of Long-Term Debt,-,6055,6050,6312,6306,-,5.64,11.98,5.01,20.41,Upgrade
11,Current Portion of Leases,0.61,0.33,0.81,1.08,1.07,0.49,1.65,1.9,1.87,1.83,Upgrade
12,Long-Term Debt,6165,-,12.28,-,14.31,5974,5988,6013,6039,6820,Upgrade
13,Long-Term Leases,0.28,-,0.07,0.33,0.88,0.84,0.04,0.73,1.69,2.63,Upgrade
14,Accounts Payable,34.5,30.74,37.69,30.89,17.45,19.33,13.59,15.49,17.48,14.63,Upgrade
15,Accrued Expenses,26.06,25.74,29.75,22.23,25.86,18.63,24.07,10.71,17.15,22.19,Upgrade
16,Current Income Taxes Payable,22.47,43.35,42.1,45.3,44.42,44.41,44.39,41.52,41.41,41.55,Upgrade
17,Other Current Liabilities,3.55,0.92,0.77,0.77,2.35,0.87,1.11,4.86,1.01,0.73,Upgrade
18,Long-Term Deferred Tax Liabilities,483.87,477.05,470.61,467.95,448.94,428.18,407.53,404.56,398.24,396.17,Upgrade
19,Total Liabilities,6736,6633,6644,6881,6862,6814,6813,6932,6950,7747,Upgrade
20,Common Stock,3.43,3.37,3.32,3.29,3.27,3.26,3.24,3.23,3.23,2.15,Upgrade
21,Additional Paid-In Capital,-,8296,8261,8233,8311,8295,8370,8362,8353,7328,Upgrade
22,Retained Earnings,-,-67.1,-110.12,-559.47,-1190,-999.61,-1610,-1773,-1263,-467.71,Upgrade
23,Comprehensive Income & Other,9499,1051,1037,1037,1037,1037,1037,1037,1037,1037,Upgrade
24,Shareholders' Equity,9502,9284,9191,8713,8161,8335,7800,7629,8130,7899,Upgrade
25,Total Liabilities & Equity,16238,15917,15835,15594,15023,15149,14613,14562,15080,15647,Upgrade
26,Total Debt,6165,6055,6063,6313,6323,6302,6322,6455,6475,7272,Upgrade
27,Net Cash / Debt,-5872,-5888,-5941,-6027,-6005,-6160,-6143,-6214,-6257,-7208,Upgrade
28,Net Cash Per Share,-1.72,-1.75,-1.79,-1.83,-1.84,-1.89,-1.89,-1.92,-2.15,-3.36,Upgrade
29,Filing Date Shares Outstanding,3434,3374,3319,3289,3273,3256,3241,3232,3225,2145,Upgrade
30,Total Common Shares Outstanding,3434,3374,3319,3289,3273,3256,3241,3232,3225,2145,Upgrade
31,Book Value Per Share,2.77,2.75,2.77,2.65,2.49,2.56,2.41,2.36,2.52,3.68,Upgrade
32,Tangible Book Value,9502,9284,9191,8713,8161,8335,7800,7629,8130,7899,Upgrade
33,Tangible Book Value Per Share,2.77,2.75,2.77,2.65,2.49,2.56,2.41,2.36,2.52,3.68,Upgrade
