,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,124.74,122.43,85.55,-,68.57,57.14,50.16,-,32.17,28.86
1,Revenue Growth (YoY),45.82%,-,24.76%,-,36.69%,-,55.95%,-,19.90%,-
2,Cost of Revenue,66.86,64.64,51.98,-,38.35,28.15,28.01,-,20.76,15.98
3,Gross Profit,57.88,57.79,33.56,-,30.22,28.99,22.16,-,11.4,12.88
4,"Selling, General & Admin",131.04,133.78,75.52,-,61.24,67.31,47.33,-,9.33,9.27
5,Research & Development,69.64,65.84,63.72,-,45.52,50.9,22.81,-,13.43,10.69
6,Other Operating Expenses,-3.5,-2.49,-3.36,-,-1.58,-0.03,-4.79,-,-1.21,-1.41
7,Operating Expenses,197.17,197.14,135.88,-,105.18,118.18,65.35,-,21.55,18.55
8,Operating Income,-139.3,-139.35,-102.32,-,-74.96,-89.19,-43.19,-,-10.15,-5.67
9,Interest Expense,-3.68,-2.52,-0.09,-,-0.43,-0.55,-0.71,-,-0.79,-0.69
10,Interest & Investment Income,15.34,18.34,20.17,-,7.41,10.64,7.56,-,0.14,0.03
11,Earnings From Equity Investments,-,-,-,-,-,-,-,-,0.25,-
12,Currency Exchange Gain (Loss),5.31,-13.26,25.11,-,35.95,-9.27,-1.04,-,-,-
13,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-802.26,-300.98
14,EBT Excluding Unusual Items,-122.34,-136.79,-57.13,-,-32.04,-88.36,-37.38,-,-812.81,-307.3
15,Gain (Loss) on Sale of Investments,1.01,-1.28,-1.13,-,0.01,-,-,-,0.1,0.43
16,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,0.16,-
17,Pretax Income,-121.33,-138.06,-58.26,-,-32.04,-88.36,-37.38,-,-812.55,-306.88
18,Income Tax Expense,-1.41,-7.21,4.24,-,1.52,13.62,4.71,-,-2.31,-0.82
19,Earnings From Continuing Operations,-119.92,-130.86,-62.49,-,-33.55,-101.99,-42.09,-,-810.24,-306.06
20,Earnings From Discontinued Operations,-,-,-,-,11.91,-,-,-,3.04,-1.88
21,Net Income to Company,-119.92,-130.86,-62.49,-,-21.65,-101.99,-42.09,-,-807.2,-307.93
22,Minority Interest in Earnings,0,0.54,1.12,-,0.36,0.43,-,-,-,-
23,Net Income,-119.91,-130.32,-61.37,-,-21.29,-101.56,-42.09,-,-807.2,-307.93
24,Net Income to Common,-119.91,-130.32,-61.37,-,-21.29,-101.56,-42.09,-,-807.2,-307.93
25,Shares Outstanding (Basic),274,274,274,-,274,274,257,-,151,-
26,Shares Outstanding (Diluted),274,274,274,-,274,274,257,-,151,-
27,Shares Change (YoY),-,-,-,-,6.46%,-,70.18%,-,-,-
28,EPS (Basic),-0.44,-0.48,-0.22,-,-0.08,-0.37,-0.16,-,-5.35,-
29,EPS (Diluted),-0.44,-0.48,-0.22,-,-0.08,-0.37,-0.16,-,-5.35,-
30,Free Cash Flow,-177.64,-197.4,-174.05,-,-154.83,-149.79,-76.96,-,-30.51,-31.43
31,Free Cash Flow Per Share,-0.65,-0.72,-0.64,-,-0.57,-0.55,-0.30,-,-0.20,-
32,Operating Margin,-111.67%,-113.82%,-119.61%,-,-109.33%,-156.10%,-86.11%,-,-31.56%,-19.64%
33,Profit Margin,-96.13%,-106.44%,-71.74%,-,-31.04%,-177.74%,-83.91%,-,-2509.57%,-1067.02%
34,Free Cash Flow Margin,-142.41%,-161.23%,-203.45%,-,-225.81%,-262.16%,-153.43%,-,-94.85%,-108.91%
35,EBITDA,-126.2,-128.36,-98.82,-,-72.95,-87.74,-41.76,-,-7.52,-2.25
36,D&A For EBITDA,13.1,10.99,3.5,3.43,2.02,1.45,1.44,2.47,2.63,3.42
37,EBIT,-139.3,-139.35,-102.32,-,-74.96,-89.19,-43.19,-,-10.15,-5.67
