,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,764.82,943.22,1098,1332,1338,1523,1687,192.32,34.45,24.16
1,Short-Term Investments,72.35,2.5,4.78,1.27,1.06,0.88,0.73,0.94,0.96,0.94
2,Trading Asset Securities,-,-,-,-,25.01,-,-,-,-,32.09
3,Cash & Short-Term Investments,837.17,945.71,1103,1333,1364,1524,1688,193.26,35.41,57.18
4,Cash Growth,-24.10%,-29.08%,-19.12%,-12.51%,-19.21%,688.60%,4666.27%,237.98%,-,-
5,Accounts Receivable,153.32,155.95,165.3,132.03,126.66,111.85,97.57,75.81,66.23,40.1
6,Other Receivables,6.7,5.91,3.37,5.29,2.03,8.41,7.24,7.39,19.81,3.59
7,Receivables,160.02,161.86,168.67,137.33,128.69,120.26,104.81,83.2,86.03,43.69
8,Inventory,96.22,94.11,76.53,48.12,52.07,33.31,11.87,6.33,10.87,11.74
9,Prepaid Expenses,-,-,-,-,-,-,-,-,-,0.04
10,Restricted Cash,0.57,0.99,0.99,-,-,15.73,-,-,-,-
11,Other Current Assets,20.69,12.5,15.81,8.73,123.98,9.32,7.96,27.6,5.81,2.3
12,Total Current Assets,1115,1215,1365,1528,1668,1703,1813,310.39,138.13,114.94
13,"Property, Plant & Equipment",379.61,366.6,280.56,216.85,130.42,54.2,33.61,20.06,19.36,23.73
14,Long-Term Investments,21.3,20.42,19.95,20.38,-,-,-,-,-,-
15,Goodwill,145.45,147.99,146.49,-,-,-,-,-,-,-
16,Other Intangible Assets,110.79,118.3,122.68,0.05,0.05,-,-,-,-,-
17,Long-Term Deferred Tax Assets,0.25,0.42,0.32,-,-,1.52,15.15,19.85,14.76,12.45
18,Other Long-Term Assets,25.66,29.19,30.03,14.98,5,42.48,-,-,-,-
19,Total Assets,1798,1898,1965,1780,1804,1801,1861,350.3,172.25,151.13
20,Accounts Payable,38.86,40.73,40.58,16.04,10.63,10.7,13.81,11.13,13.25,9.75
21,Accrued Expenses,18.18,24.94,25.75,28.81,7.72,23.6,3.98,5.59,7.24,8.83
22,Short-Term Debt,22.4,-,-,-,-,-,20,30,30,30
23,Current Portion of Long-Term Debt,20.81,10.5,-,-,-,20,-,-,-,-
24,Current Portion of Leases,4.41,4.69,3.68,2.15,3.63,3.05,2.56,0.69,1.33,1.49
25,Current Income Taxes Payable,0.42,0.31,5.92,4.5,-,-,-,-,-,-
