,Fiscal Quarter,Q3 2025,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,+20 Quarters
,Period Ending,"Nov '24 Nov 30, 2024","Aug '24 Aug 31, 2024","May '24 May 31, 2024","Feb '24 Feb 29, 2024","Nov '23 Nov 30, 2023","Aug '23 Aug 31, 2023","May '23 May 31, 2023","Feb '23 Feb 28, 2023","Nov '22 Nov 30, 2022","Aug '22 Aug 31, 2022","May '22 May 31, 2022","Feb '22 Feb 28, 2022","Nov '21 Nov 30, 2021","Aug '21 Aug 31, 2021","May '21 May 31, 2021","Feb '21 Feb 28, 2021","Nov '20 Nov 30, 2020","Aug '20 Aug 31, 2020","May '20 May 31, 2020","Feb '20 Feb 29, 2020",+20 Quarters
0,Cash & Equivalents,231.33,297.36,313.09,271.66,285.78,346.8,387.85,387.51,558.13,426.92,547.77,588.96,531.29,681.88,794.68,864.96,837.65,816.93,870.5,764.99,Upgrade
1,Long-Term Investments,118.48,108.94,104.64,116.27,99.75,106.5,115.69,131.9,115.33,101.79,95.7,73.79,60.87,65.75,87.94,84.88,148.13,130,97.85,98.47,Upgrade
2,Trading Asset Securities,0.56,0.85,1.32,-,-,-,0.34,0.88,2.06,1.02,-,-,-,0.15,-,-,-,-,-,0.35,Upgrade
3,Loans & Lease Receivables,7086,6956,6783,6714,6560,6205,5944,5645,5078,4635,4268,4093,4063,3883,3845,3844,3902,3943,4216,4428,Upgrade
4,Other Receivables,-,-,0.24,0.03,0.07,0.17,0.04,0.04,0.03,0.03,0.04,0.05,0.08,0.07,0.07,0.04,0.06,0.14,0.1,0.33,Upgrade
5,"Property, Plant & Equipment",287.09,291.34,297.51,290.97,296.79,303.98,251.53,127.66,140.19,148.56,151.2,159.17,164.22,177.92,182.43,189.49,182.96,180.28,189.01,197.96,Upgrade
6,Goodwill,15.82,15.82,15.82,15.82,15.82,15.82,15.82,15.82,15.82,15.82,15.82,15.82,-,-,-,-,-,-,-,-,Upgrade
7,Other Intangible Assets,28.81,29.92,29.67,31.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,Restricted Cash,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,-,-,-,-,-,Upgrade
9,Other Current Assets,94.99,90.33,97.24,80.34,76.82,73.78,72.77,74.9,77.82,151.95,129.33,125.55,120.89,310.44,314.36,81.37,100.16,140.81,185.58,204.59,Upgrade
10,Long-Term Deferred Tax Assets,5.93,13.36,10.17,5.45,7.1,5.12,3,10.18,7.24,4.99,1.7,1.25,0.94,-,0.89,2.51,3.12,8.13,9.83,8.77,Upgrade
11,Other Long-Term Assets,35.99,48.59,49.81,35.78,35.35,25.5,20.61,64.28,51.25,42.19,45.78,31.56,24.62,22.87,15.83,16.35,9.67,24.38,26.17,26.26,Upgrade
12,Total Assets,7905,7852,7703,7561,7378,7083,6812,6458,6046,5528,5255,5090,4966,5142,5242,5083,5184,5244,5595,5730,Upgrade
13,Accounts Payable,21.68,136.79,13.24,127.67,40.5,40.94,47.56,127.64,38.81,128.08,39.85,93.46,-,98.67,47.24,144.27,-,116.96,61.79,98.99,Upgrade
14,Accrued Expenses,-,-,-,-,-,46.34,-,-,-,126.54,-,145.98,2.92,186.74,2.61,184.07,2.12,165.79,1.68,156.24,Upgrade
15,Short-Term Debt,881.94,800,800,800,790,500,300,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Current Portion of Long-Term Debt,1039,768.98,702.86,527.79,418.55,199.21,350.61,789.98,568.03,345.9,100.58,166.54,165.72,455.43,526.98,532.02,653.73,367.94,664.08,919.24,Upgrade
17,Current Portion of Leases,37.2,40.92,40.68,38.24,107.97,39.42,37.75,34.39,35.4,41.44,39.21,36.83,38.72,41.25,40.69,42,41.66,47.41,44.24,37.87,Upgrade
18,Long-Term Debt,1364,1689,1630,1732,1737,1942,1773,1366,1365,1047,1034,944.9,854.35,765.78,768.07,676.88,682.12,1073,1130,1117,Upgrade
19,Long-Term Leases,83.39,86.39,90.74,84.1,11.9,91.34,44.29,8.31,11.9,12.33,13.07,20.76,24.12,30.65,36.82,42.69,31.6,39.57,47.54,56.76,Upgrade
20,Current Income Taxes Payable,41.25,23,4.51,5.53,64.5,-,25.86,93.51,66.86,50.63,28.74,25.31,54.5,39.58,24.97,20.73,35.48,24.84,12.13,16.51,Upgrade
21,Other Current Liabilities,259.44,147.06,254.93,156.76,239.9,242.71,240.84,121.42,195.5,2.68,237.2,3.62,312.6,1.95,256.35,2.37,319.33,4.48,240.21,3.08,Upgrade
22,Long-Term Deferred Tax Liabilities,-,-,-,0.09,-,-,-,-,-,-,-,-,-,0.06,-,-,-,-,-,-,Upgrade
23,Total Liabilities,3771,3726,3561,3493,3434,3126,2844,2565,2304,1778,1514,1456,1475,1640,1722,1661,1779,1851,2213,2416,Upgrade
24,Common Stock,269.48,269.48,269.48,269.48,269.48,269.48,269.48,269.48,269.48,269.48,269.48,269.48,269.48,269.48,269.48,269.48,269.48,269.48,269.48,269.48,Upgrade
25,Retained Earnings,3785,3780,3794,3779,3601,3610,3608,3584,3388,3406,3404,3322,3222,3243,3243,3147,3075,3089,3104,3029,Upgrade
26,Comprehensive Income & Other,80.29,76.12,78.55,19.11,73.19,77.3,90.17,38.73,84.42,74.73,67.33,42.48,-0.68,-10.71,6.46,6.05,60.52,34.12,8.17,14.88,Upgrade
27,Shareholders' Equity,4135,4126,4142,4068,3943,3957,3968,3892,3742,3750,3741,3634,3491,3502,3519,3422,3405,3393,3382,3314,Upgrade
28,Total Liabilities & Equity,7905,7852,7703,7561,7378,7083,6812,6458,6046,5528,5255,5090,4966,5142,5242,5083,5184,5244,5595,5730,Upgrade
29,Total Debt,3405,3385,3265,3182,3065,2772,2506,2199,1980,1447,1186,1169,1083,1293,1373,1294,1409,1528,1886,2131,Upgrade
30,Net Cash (Debt),-3173,-3087,-2950,-2910,-2779,-2425,-2118,-1810,-1420,-1019,-638.68,-580.07,-551.62,-611.08,-577.88,-428.63,-571.45,-711.11,-1016,-1365,Upgrade
