,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,1963,6227,2808,3718,1767,2503,1895,1771,1718,3639,Upgrade
1,Short-Term Investments,1956,2581,1293,1996,878.4,1831,1093,2774,2748,3464,Upgrade
2,Trading Asset Securities,3114,3963,2989,3969,4081,5366,3519,3859,1672,559.6,Upgrade
3,Cash & Short-Term Investments,7033,12771,7090,9682,6726,9700,6507,8403,6137,7662,Upgrade
4,Cash Growth,-0.81%,31.90%,5.41%,-0.18%,3.36%,15.43%,6.02%,9.67%,46.68%,12.94%,Upgrade
5,Accounts Receivable,4547,1498,4343,922.99,4452,1237,3588,875.92,3817,1197,Upgrade
6,Other Receivables,386.81,359.88,414.3,345,441.7,459.68,513.76,362.64,186.09,204.74,Upgrade
7,Receivables,4997,1858,4758,1268,4894,1696,4102,1239,4003,1401,Upgrade
8,Inventory,6304,3558,4207,3083,3813,3061,4156,2958,3030,2935,Upgrade
9,Prepaid Expenses,167.33,150.5,252.97,117.48,140.7,68.97,303.17,28.65,161.86,22.08,Upgrade
10,Other Current Assets,1089,681.51,908.09,571.17,1099,210.75,471.46,248.03,393.89,449.18,Upgrade
11,Total Current Assets,19589,19019,17216,14722,16672,14737,15540,12877,13726,12470,Upgrade
12,"Property, Plant & Equipment",3202,2502,2611,2706,2813,2880,2533,2612,2115,2173,Upgrade
13,Long-Term Investments,1899,2182,1153,755.28,906.94,509.8,454.68,590.9,140.03,148.87,Upgrade
14,Goodwill,809.41,879.41,949.41,949.41,969.41,1067,1107,1107,1153,1153,Upgrade
15,Other Intangible Assets,364.75,356.99,374.93,392.87,410.81,428.75,446.69,464.63,482.57,500.88,Upgrade
16,Long-Term Deferred Tax Assets,557.77,497.7,601.09,649.09,550.23,611.46,595.84,566.54,565.16,562.51,Upgrade
17,Other Long-Term Assets,487.05,286.76,677.46,768.13,581.91,1050,1069,737.82,358.58,370.36,Upgrade
18,Total Assets,26909,25771,23582,20943,22904,21284,21747,18956,18541,17379,Upgrade
19,Accounts Payable,7434,5263,5864,3101,4944,3292,4756,2472,3225,1834,Upgrade
20,Accrued Expenses,865.23,881.72,607.49,397.47,487.89,595,815.89,583.98,574.27,527.81,Upgrade
21,Current Portion of Long-Term Debt,2712,2478,918.35,770.41,1654,933.95,1011,670.92,631.28,817.84,Upgrade
22,Current Portion of Leases,316.37,356.07,287.65,263.95,289.06,269.53,190.73,223.39,239.79,260.83,Upgrade
23,Current Income Taxes Payable,474.33,497.07,521.88,669.01,625.94,620.3,580.28,519.66,473.27,364.8,Upgrade
24,Current Unearned Revenue,620.39,1151,219.89,337.43,224.35,270.81,137.85,286.94,171.91,237.58,Upgrade
25,Other Current Liabilities,555.83,555.99,650.15,514.34,509.62,628.94,738.9,685.13,623.18,646.8,Upgrade
26,Total Current Liabilities,12978,11183,9069,6054,8735,6610,8230,5442,5938,4690,Upgrade
27,Long-Term Debt,-,-,1702,1603,1818,1600,1608,1604,1631,1671,Upgrade
28,Long-Term Leases,386.51,384.42,508.08,525.86,619.9,627.59,427.7,415.31,394.13,475.29,Upgrade
29,Long-Term Deferred Tax Liabilities,151.67,309.02,157.24,142.39,155.48,166.17,138.52,174.15,139.46,139.81,Upgrade
30,Other Long-Term Liabilities,44.54,75.21,13.06,13.06,22.85,53.82,23.23,69.69,69.69,-,Upgrade
31,Total Liabilities,13560,11952,11450,8338,11351,9057,10428,7706,8173,6976,Upgrade
32,Common Stock,0.83,0.82,0.82,0.82,0.82,0.82,0.82,0.81,0.81,0.81,Upgrade
33,Additional Paid-In Capital,2250,1966,1932,1929,1897,1894,1878,1726,1692,1665,Upgrade
34,Retained Earnings,11377,12242,10587,11026,10069,10583,9559,9795,8933,9009,Upgrade
35,Treasury Stock,-160.71,-207.37,-75.68,-109.92,-140.33,-140.33,-126.34,-171.5,-100.57,-62.2,Upgrade
36,Comprehensive Income & Other,-214.78,-266.14,-354.88,-298.54,-296.25,-144.33,-163.35,-281.11,-335.46,-399.64,Upgrade
37,Total Common Equity,13252,13735,12090,12547,11530,12193,11149,11069,10190,10214,Upgrade
38,Minority Interest,96.43,84.05,42.8,57.26,23.58,33.34,169.14,181.62,177.93,189.11,Upgrade
39,Shareholders' Equity,13348,13819,12132,12604,11553,12226,11318,11251,10368,10403,Upgrade
40,Total Liabilities & Equity,26909,25771,23582,20943,22904,21284,21747,18956,18541,17379,Upgrade
41,Total Debt,3415,3218,3416,3163,4381,3431,3238,2914,2897,3225,Upgrade
42,Net Cash (Debt),3618,9552,3674,6519,2345,6269,3269,5489,3241,4437,Upgrade
43,Net Cash Growth,-1.52%,46.53%,56.68%,3.98%,-28.28%,14.21%,0.88%,23.71%,122.27%,-13.95%,Upgrade
44,Net Cash Per Share,0.31,0.84,0.32,0.54,0.22,0.53,0.30,0.47,0.30,0.40,Upgrade
45,Filing Date Shares Outstanding,10914,10838,10851,10847,10816,10815,10739,10708,10694,10680,Upgrade
46,Total Common Shares Outstanding,10914,10838,10851,10847,10816,10815,10739,10708,10694,10680,Upgrade
47,Working Capital,6611,7836,8146,8668,7937,8127,7310,7434,7788,7779,Upgrade
48,Book Value Per Share,1.21,1.27,1.11,1.16,1.07,1.13,1.04,1.03,0.95,0.96,Upgrade
49,Tangible Book Value,12078,12499,10765,11205,10149,10697,9595,9497,8554,8559,Upgrade
50,Tangible Book Value Per Share,1.11,1.15,0.99,1.03,0.94,0.99,0.89,0.89,0.80,0.80,Upgrade
51,Land,1310,1079,1080,1078,972.4,973.2,978.06,1041,730.94,641.92,Upgrade
52,Machinery,914.06,889.44,845.58,818.38,772.07,745.33,711.13,693.03,536.95,426.8,Upgrade
53,Construction In Progress,39.32,20.09,37.78,42.74,148.05,140.97,125.17,106.98,108.97,188.24,Upgrade
54,Leasehold Improvements,2469,2272,2001,1930,1745,1629,1375,1288,1190,1085,Upgrade
