,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,48483,48891,42483,36561,47444,42073,39513,59755,37616,25713,19342,Upgrade
1,Market Cap Growth,33.72%,33.72%,-10.46%,-13.10%,20.07%,-29.59%,5.04%,132.39%,94.48%,-27.82%,-4.48%,Upgrade
2,Enterprise Value,44582,38628,38586,29177,44883,34370,35768,53457,34120,21063,17992,Upgrade
3,Last Close Price,4.23,4.39,3.66,3.11,3.86,3.39,3.09,4.64,2.88,1.96,1.45,Upgrade
4,PE Ratio,13.05,13.44,12.75,14.67,19.41,17.67,15.51,26.56,18.54,16.73,14.69,Upgrade
5,Forward PE,11.60,11.97,13.04,12.66,16.20,14.39,13.00,22.16,17.13,15.10,11.33,Upgrade
6,PS Ratio,1.69,1.80,1.69,1.89,2.48,2.25,1.97,3.47,2.35,1.81,1.45,Upgrade
7,PB Ratio,3.15,3.31,2.84,2.81,3.29,3.30,2.62,4.37,2.82,2.17,1.70,Upgrade
8,P/TBV Ratio,3.65,3.65,3.14,3.16,3.71,3.76,2.99,5.16,3.34,2.63,2.06,Upgrade
9,P/FCF Ratio,11.63,-,5.78,-,16.33,-,15.28,-,11.76,-,34.56,Upgrade
10,P/OCF Ratio,9.94,-,5.34,-,13.61,-,11.98,-,10.12,-,14.43,Upgrade
11,PEG Ratio,0.86,0.71,0.79,0.78,1.00,0.67,0.60,0.97,0.67,0.64,0.41,Upgrade
12,EV/Sales Ratio,1.64,1.42,1.53,1.50,2.34,1.83,1.79,3.10,2.13,1.49,1.35,Upgrade
13,EV/EBITDA Ratio,6.83,6.44,6.85,7.32,11.34,9.33,9.37,15.06,10.40,8.36,8.08,Upgrade
14,EV/EBIT Ratio,8.44,7.30,7.97,8.68,13.34,10.90,11.10,18.45,12.66,10.06,9.70,Upgrade
15,EV/FCF Ratio,10.69,-,5.25,-,15.45,-,13.83,-,10.66,-,32.15,Upgrade
16,Debt / Equity Ratio,0.26,0.26,0.23,0.28,0.25,0.38,0.28,0.29,0.26,0.28,0.31,Upgrade
17,Debt / FCF Ratio,0.91,-,0.47,-,1.24,-,1.64,-,1.08,-,6.31,Upgrade
18,Return on Capital Employed (ROCE),34.30%,34.30%,30.62%,21.58%,19.78%,20.17%,17.78%,17.75%,16.80%,14.56%,13.35%,Upgrade
19,Earnings Yield,7.51%,7.44%,7.84%,6.82%,5.15%,5.66%,6.45%,3.76%,5.39%,5.98%,6.81%,Upgrade
20,FCF Yield,8.60%,8.53%,17.29%,10.74%,6.12%,4.18%,6.54%,4.50%,8.51%,12.19%,2.89%,Upgrade
21,Dividend Yield,5.91%,5.97%,6.77%,5.64%,4.66%,4.86%,5.82%,3.13%,4.69%,4.99%,6.22%,Upgrade
22,Buyback Yield / Dilution,1.94%,-0.80%,4.55%,-4.81%,-1.25%,-0.34%,-0.22%,-0.80%,-7.14%,-0.26%,-2.52%,Upgrade
23,Total Shareholder Return,7.85%,5.17%,11.32%,0.83%,3.41%,4.52%,5.60%,2.34%,-2.45%,4.74%,3.70%,Upgrade
