,Fiscal Quarter,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q3 2019,Q2 2019,Q1 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019",+20 Quarters
0,Cash & Equivalents,223779,151463,151228,109045,111749,167363,167363,379915,429378,281576,406515,-,443863,196786,-,130176,91913,131258,126021,-,Upgrade
1,Short-Term Investments,159689,91937,91937,107937,95482,113753,113753,29692,27993,27852,24920,-,24514,22189,-,21189,22479,19531,19531,-,Upgrade
2,Cash & Short-Term Investments,383468,243400,243165,216982,207231,281116,281116,409607,457371,309428,431435,-,468377,218975,151365,151365,114392,150789,145552,-,Upgrade
3,Cash Growth,85.04%,-13.42%,-13.50%,-47.03%,-54.69%,-9.15%,-34.84%,-,-2.35%,41.31%,185.03%,-,309.45%,45.22%,3.99%,-,-,-,-,-,Upgrade
4,Accounts Receivable,110029,134560,134560,77005,70072,78771,78771,147548,404534,503576,404755,-,292517,234665,-,294581,136111,130766,155675,-,Upgrade
5,Other Receivables,43718,77948,77948,107677,104105,69071,69071,138691,218159,238371,193938,-,163888,149364,-,118864,120170,121503,140185,-,Upgrade
6,Receivables,203747,212508,212508,184682,174176,147842,147842,286239,622693,741947,598692,-,456405,384029,-,413445,256281,252269,295861,-,Upgrade
7,Inventory,2429,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,Prepaid Expenses,448.52,633.57,576.73,991.42,913.65,602.79,602.79,807.69,822.21,799.03,652.43,-,728.45,541.97,-,1086,818.58,2105,2124,-,Upgrade
9,Other Current Assets,26275,13466,13174,25299,28299,25595,25595,12854,8206,5225,4986,-,5488,4224,-,3946,3847,4223,4893,-,Upgrade
10,Total Current Assets,616368,470007,469424,427954,410619,455156,455156,709508,1089092,1057398,1035766,-,930998,607770,-,569843,375338,409385,448429,-,Upgrade
11,"Property, Plant & Equipment",5544,6110,6110,6619,6840,5847,5847,2375,2523,2676,1380,-,1600,1741,-,2028,2177,2514,2689,-,Upgrade
12,Long-Term Investments,354920,379456,379456,396263,406322,357612,357612,305760,317155,293790,290485,-,300794,300652,-,297889,296112,295125,271494,-,Upgrade
13,Other Intangible Assets,283.9,330.2,330.2,368.3,-,-,-,-,-,-,14.4,-,85.29,126.73,-,216.11,264.05,359.91,407.85,-,Upgrade
14,Other Long-Term Assets,7761,4656,4713,7027,7973,4154,4154,6360,6235,6187,6238,-,6319,6752,-,5724,4718,15047,15679,-,Upgrade
15,Total Assets,984877,860560,860033,838231,831754,822768,822768,1024003,1415005,1360051,1333883,-,1239797,917042,-,875699,678610,722431,738699,-,Upgrade
16,Accounts Payable,95360,108728,108728,32890,36021,30292,30292,105011,426915,289505,435694,-,389260,256220,-,253846,102139,112767,123917,-,Upgrade
17,Accrued Expenses,24964,22325,22325,47874,35659,31278,31278,34932,35138,35351,43588,-,31645,39616,-,30741,22862,33561,35630,-,Upgrade
18,Short-Term Debt,47825,35743,35743,16119,4578,4628,4628,66318,134286,232892,117744,-,119552,123274,-,102014,81170,108894,110718,-,Upgrade
19,Current Income Taxes Payable,27935,10866,10764,10482,3310,12549,12549,11686,8445,14946,22389,-,7469,9139,-,5802,6374,7860,4746,-,Upgrade
20,Current Unearned Revenue,14.83,-,-,8.38,8.38,67.91,67.91,65.97,8.38,-,7.27,-,138.46,-,-,129,495.77,452.79,138.96,-,Upgrade
21,Other Current Liabilities,161347,98433,98433,124750,138291,135356,135356,174296,175826,185933,159982,-,330644,127792,-,112751,100654,99747,120367,-,Upgrade
22,Total Current Liabilities,357445,276095,275993,232124,217867,214171,214171,392309,780618,758626,779405,-,878708,556042,-,505282,313694,363282,395517,-,Upgrade
23,Other Long-Term Liabilities,4639,5494,5292,10079,10378,6018,6018,6261,6261,6200,5872,-,5745,5819,-,6337,6036,5914,5963,-,Upgrade
24,Total Liabilities,362084,281589,281284,242203,228245,220188,220188,398570,786879,764826,785277,-,884453,561861,-,511620,319730,369196,401480,-,Upgrade
25,Common Stock,317159,317159,317159,317159,317159,317519,317519,264022,264022,264022,251458,-,83923,83923,-,83923,83923,83923,83923,-,Upgrade
26,Additional Paid-In Capital,30146,30146,30146,30146,30146,30146,30146,30016,30016,30049,30049,-,30199,30199,-,30199,30199,30199,30199,-,Upgrade
27,Retained Earnings,269588,219673,219352,235476,238809,239352,239352,312298,311876,282941,256763,-,233139,233980,-,244003,238242,232793,217090,-,Upgrade
28,Treasury Stock,-155,-155,-155,-155,-155,-155,-155,-155,-155,-155,-155,-,-155,-155,-,-155,-155,-155,-155,-,Upgrade
29,Comprehensive Income & Other,-,-,-,-,4579,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Total Common Equity,616738,566823,566502,582626,590538,586862,586862,606180,605759,576857,538115,-,347106,347947,357970,357970,352209,346760,331057,-,Upgrade
31,Minority Interest,6055,12148,12247,13402,12971,15718,15718,19252,22368,18369,10491,-,8238,7234,-,6110,6671,6474,6162,-,Upgrade
32,Shareholders' Equity,622793,578971,578749,596028,603509,602580,602580,625432,628126,595226,548606,-,355343,355180,364080,364080,358880,353235,337219,-,Upgrade
33,Total Liabilities & Equity,984877,860560,860033,838231,831754,822768,822768,1024003,1415005,1360051,1333883,-,1239797,917042,-,875699,678610,722431,738699,-,Upgrade
34,Total Debt,47825,35743,35743,16119,4578,4628,4628,66318,134286,232892,117744,-,119552,123274,102014,102014,81170,108894,110718,-,Upgrade
35,Net Cash (Debt),335643,207657,207422,200863,202653,276488,276488,343289,323085,76536,313691,-,348825,95701,49351,49351,33223,41895,34834,-,Upgrade
36,Net Cash Growth,65.62%,-24.89%,-24.98%,-41.49%,-37.28%,261.25%,-11.86%,-,-7.38%,-20.03%,535.63%,-,949.97%,128.43%,41.68%,-,-,-,-,-,Upgrade
37,Net Cash Per Share,10576.65,6537.06,6435.00,6297.71,6370.82,13210.26,12869.05,8780.42,9571.14,2818.66,10946.51,-,54675.05,8385.62,3944.32,4051.74,2908.13,2884.98,4992.70,-,Upgrade
38,Filing Date Shares Outstanding,31.73,31.72,31.72,31.89,31.72,31.75,31.75,39.1,33.76,27.15,28.66,18.22,6.38,11.41,12.51,12.18,11.42,14.52,6.98,13.97,Upgrade
39,Total Common Shares Outstanding,31.73,31.72,31.72,31.89,31.72,31.75,31.75,39.1,33.76,27.15,28.66,18.22,6.38,11.41,12.51,12.18,11.42,14.52,6.98,13.97,Upgrade
40,Working Capital,258922,193912,193431,195830,192752,240985,240985,317199,308475,298773,256361,-,52290,51728,-,64560,61645,46104,52912,-,Upgrade
41,Book Value Per Share,19434.40,17871.89,17861.77,18267.25,18619.63,18482.76,18482.76,15504.49,17945.15,21244.48,18777.97,-,54405.52,30488.26,29389.50,29389.50,30830.56,23878.74,47449.97,-,Upgrade
42,Tangible Book Value,616454,566493,566171,582258,590538,586862,586862,606180,605759,576857,538100,-,347021,347820,357753,357753,351945,346400,330649,-,Upgrade
43,Tangible Book Value Per Share,19425.45,17861.48,17851.36,18255.70,18619.63,18482.76,18482.76,15504.49,17945.15,21244.48,18777.46,-,54392.15,30477.15,29371.75,29371.75,30807.44,23853.96,47391.51,-,Upgrade
44,Buildings,6459,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
45,Machinery,10822,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
