,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,280441,212447,214571,226752,277604,261593,316019,494169,332239,184874,188461,Upgrade
1,Market Cap Growth,-6.31%,-6.31%,-22.71%,-13.32%,-12.16%,-47.06%,-4.88%,167.30%,76.29%,27.57%,86.93%,Upgrade
2,Enterprise Value,276028,198545,195911,219448,272957,254426,309913,490651,329485,183096,189916,Upgrade
3,Last Close Price,99.90,73.83,73.64,77.09,97.74,91.47,109.74,170.96,114.55,63.58,64.49,Upgrade
4,PE Ratio,20.31,14.97,19.03,23.98,32.35,29.90,33.35,55.95,54.20,36.01,31.53,Upgrade
5,Forward PE,19.69,15.13,17.00,20.11,25.91,25.59,27.63,47.60,38.58,26.94,24.66,Upgrade
6,PS Ratio,3.94,2.98,3.12,3.66,4.58,4.26,5.22,9.41,7.88,4.99,4.97,Upgrade
7,PB Ratio,4.60,3.21,3.48,3.97,6.49,6.41,8.13,14.17,10.83,7.53,8.00,Upgrade
8,P/TBV Ratio,3.58,3.58,3.95,4.44,7.46,7.41,9.40,16.26,12.47,8.20,8.68,Upgrade
9,P/FCF Ratio,15.74,11.92,10.54,13.19,23.33,25.47,24.52,38.12,41.09,27.37,24.16,Upgrade
10,P/OCF Ratio,11.00,11.00,9.92,12.11,20.22,21.21,21.71,36.12,37.51,26.17,22.51,Upgrade
11,PEG Ratio,1.44,0.89,0.82,1.05,1.93,1.35,0.80,1.42,1.66,0.98,0.84,Upgrade
12,EV/Sales Ratio,3.87,2.78,2.85,3.54,4.50,4.14,5.12,9.35,7.81,4.94,5.00,Upgrade
13,EV/EBITDA Ratio,12.09,10.63,10.85,14.43,19.95,18.78,21.96,34.34,28.95,19.74,18.76,Upgrade
14,EV/EBIT Ratio,15.91,11.29,11.60,15.58,21.56,19.96,22.96,35.65,30.34,20.89,19.64,Upgrade
15,EV/FCF Ratio,15.49,11.14,9.63,12.77,22.94,24.77,24.04,37.84,40.75,27.11,24.35,Upgrade
16,Debt / Equity Ratio,0.35,0.35,0.38,0.38,0.52,0.55,0.58,0.56,0.66,0.86,0.53,Upgrade
17,Debt / FCF Ratio,1.31,1.31,1.16,1.25,1.85,2.19,1.74,1.51,2.49,3.13,1.59,Upgrade
18,Return on Capital Employed (ROCE),23.44%,23.44%,21.40%,19.18%,26.06%,26.81%,23.53%,26.10%,22.77%,21.49%,30.00%,Upgrade
19,Earnings Yield,5.06%,6.68%,5.26%,4.17%,3.09%,3.34%,3.00%,1.79%,1.85%,2.78%,3.17%,Upgrade
20,FCF Yield,6.35%,8.39%,9.48%,7.58%,4.29%,3.93%,4.08%,2.62%,2.43%,3.65%,4.14%,Upgrade
21,Dividend Yield,2.36%,3.10%,2.68%,1.98%,1.37%,1.37%,1.17%,0.62%,0.59%,0.89%,1.04%,Upgrade
22,Buyback Yield / Dilution,-3.66%,-2.78%,-4.55%,-1.63%,-0.25%,-0.11%,-0.07%,-0.49%,-2.92%,-2.72%,-0.40%,Upgrade
23,Total Shareholder Return,-1.30%,0.32%,-1.88%,0.35%,1.12%,1.26%,1.10%,0.12%,-2.33%,-1.83%,0.64%,Upgrade
