,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,33735,32711,29645,27686,25965,26516,22812,20843,14669,19117,Upgrade
1,Revenue Growth (YoY),13.80%,18.15%,14.17%,4.41%,13.82%,27.22%,55.51%,9.03%,-0.96%,41.12%,Upgrade
2,Cost of Revenue,12117,12438,10890,11477,9856,10520,8404,8531,6330,8760,Upgrade
3,Gross Profit,21618,20273,18755,16209,16109,15996,14408,12312,8339,10357,Upgrade
4,"Selling, General & Admin",13767,13597,11769,12078,11138,11839,8842,7443,5445,6451,Upgrade
5,Other Operating Expenses,-809,-1032,-637,-1278,-821,-934,-339,-670,-710,-480,Upgrade
6,Operating Expenses,12958,12565,11132,10800,10317,10905,8503,6773,4735,5971,Upgrade
7,Operating Income,8660,7708,7623,5409,5792,5091,5905,5539,3604,4386,Upgrade
8,Interest Expense,-293,-280,-241,-242,-269,-222,-221,-207,-200,-171,Upgrade
9,Interest & Investment Income,959,890,583,357,254,210,184,139,134,93,Upgrade
10,Earnings From Equity Investments,-19,-202,-516,206,-178,265,-346,118,-719,18,Upgrade
11,Currency Exchange Gain (Loss),44,28,14,6,-7,115,268,-327,1,17,Upgrade
12,EBT Excluding Unusual Items,9351,8144,7463,5736,5592,5459,5790,5262,2820,4343,Upgrade
13,Gain (Loss) on Sale of Investments,1579,-,-,-,-,-,-,14,-,54,Upgrade
14,Gain (Loss) on Sale of Assets,-,33,-,27,-,-9,-,-7,-,-3,Upgrade
15,Pretax Income,10930,8177,7463,5763,5592,5450,5790,5269,2820,4394,Upgrade
16,Income Tax Expense,2511,2194,2169,1468,1642,1363,1658,1480,1040,1192,Upgrade
17,Earnings From Continuing Operations,8419,5983,5294,4295,3950,4087,4132,3789,1780,3202,Upgrade
18,Minority Interest in Earnings,-698,-495,-546,-293,-362,-207,-292,-285,-122,-181,Upgrade
19,Net Income,7721,5488,4748,4002,3588,3880,3840,3504,1658,3021,Upgrade
20,Net Income to Common,7721,5488,4748,4002,3588,3880,3840,3504,1658,3021,Upgrade
21,Net Income Growth,62.62%,37.13%,32.33%,3.14%,-6.56%,10.73%,131.60%,15.99%,-28.63%,39.99%,Upgrade
22,Shares Outstanding (Basic),2812,2813,2736,2693,2692,2691,2690,2689,2690,2695,Upgrade
23,Shares Outstanding (Diluted),2900,2912,2822,2785,2777,2778,2773,2777,2760,2698,Upgrade
24,Shares Change (YoY),2.78%,4.55%,1.63%,0.25%,0.11%,0.07%,0.49%,2.92%,2.72%,0.40%,Upgrade
25,EPS (Basic),2.75,1.95,1.74,1.49,1.33,1.44,1.43,1.30,0.62,1.12,Upgrade
26,EPS (Diluted),2.68,1.90,1.70,1.45,1.31,1.41,1.40,1.28,0.61,1.12,Upgrade
27,EPS Growth,57.68%,30.94%,29.93%,2.80%,-6.67%,10.43%,128.29%,14.18%,-29.06%,39.43%,Upgrade
28,Free Cash Flow,7611,8973,9500,6405,4121,4646,5855,4925,1884,4272,Upgrade
29,Free Cash Flow Per Share,2.62,3.08,3.37,2.30,1.48,1.67,2.11,1.77,0.68,1.58,Upgrade
30,Dividend Per Share,1.098,1.029,0.759,0.656,0.529,0.544,0.499,0.381,0.191,0.326,Upgrade
31,Dividend Growth,44.71%,56.90%,43.38%,20.62%,6.09%,42.69%,160.64%,16.79%,-29.77%,24.00%,Upgrade
32,Operating Margin,25.67%,23.56%,25.71%,19.54%,22.31%,19.20%,25.89%,26.57%,24.57%,22.94%,Upgrade
33,Profit Margin,22.89%,16.78%,16.02%,14.45%,13.82%,14.63%,16.83%,16.81%,11.30%,15.80%,Upgrade
34,Free Cash Flow Margin,22.56%,27.43%,32.05%,23.13%,15.87%,17.52%,25.67%,23.63%,12.84%,22.35%,Upgrade
35,EBITDA,9195,8195,8195,5878,6225,5342,6154,5726,3859,4597,Upgrade
36,D&A For EBITDA,535,487,572,469,433,251,249,187,255,211,Upgrade
37,EBIT,8660,7708,7623,5409,5792,5091,5905,5539,3604,4386,Upgrade
