,Fiscal Quarter,Q4 2024,Q4 2023,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,+9 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Dec '13 Dec 31, 2013","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Dec '11 Dec 31, 2011","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011","Mar '11 Mar 31, 2011",+9 Quarters
0,Cash & Equivalents,46519,71071,54323,59096,70107,52310,64688,94681,110719,118229,137227,-,90081,89163,64440,54178,75285,60410,42273,31170,Upgrade
1,Short-Term Investments,154053,138852,13000,26000,26000,13000,13000,33000,74000,83000,45011,-,65000,40000,9900,-,-,1662,770.33,-,Upgrade
2,Cash & Short-Term Investments,200572,209923,67323,85096,96107,65310,77688,127681,184719,201229,182238,155081,155081,129163,74340,54178,75285,62072,43044,31170,Upgrade
3,Cash Growth,108.70%,221.43%,-13.34%,-33.35%,-47.97%,-67.54%,-57.37%,-17.67%,19.11%,55.80%,145.14%,186.24%,105.99%,108.09%,72.71%,73.81%,-15.53%,-5.25%,-,-43.18%,Upgrade
4,Accounts Receivable,427212,230850,222642,192352,154586,224910,196579,194329,126007,122339,120757,-,117596,140504,249653,222166,210319,176261,153979,143513,Upgrade
5,Other Receivables,3175,5688,20528,19292,19475,19752,19923,20988,21553,19945,19041,-,1065,1004,1173,1299,4242,2569,3705,3420,Upgrade
6,Receivables,430387,236538,243170,211644,174061,244662,216502,215317,147560,142284,139798,-,118660,141508,250826,223465,214561,178830,157684,146933,Upgrade
7,Inventory,13096,12917,5928,6053,5889,5409,5873,6343,6729,8555,3720,-,28470,27721,50308,32335,36149,22000,20045,29890,Upgrade
8,Prepaid Expenses,3126,2115,3325,1878,339.01,1249,2391,4645,627.47,583.79,1458,-,2748,5889,7830,7623,7402,7654,5609,3433,Upgrade
