,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,10210,10942,8625,9354,11585,15876,35013,13774,5235,6393,4763,Upgrade
1,Market Cap Growth,16.97%,16.97%,-25.56%,-41.08%,-66.91%,15.26%,568.85%,115.44%,9.91%,44.66%,2.78%,Upgrade
2,Enterprise Value,56839,55886,52079,53126,57203,63007,78513,50992,36098,32826,26337,Upgrade
3,PE Ratio,5.16,5.53,4.12,5.55,7.61,8.55,18.38,7.29,4.17,5.81,5.50,Upgrade
4,PS Ratio,0.67,0.72,0.50,0.47,0.61,0.98,2.53,1.27,0.59,0.68,0.48,Upgrade
5,PB Ratio,0.81,0.79,0.65,0.74,0.99,1.32,3.00,1.26,0.52,0.77,0.61,Upgrade
6,P/FCF Ratio,-,-,-,3.32,5.31,-8.15,-,-,-,-,-,Upgrade
7,P/OCF Ratio,2.32,2.32,1.62,1.81,2.31,3.96,12.95,5.44,2.63,2.71,2.11,Upgrade
8,EV/Sales Ratio,3.73,3.67,3.04,2.69,3.02,3.87,5.67,4.71,4.05,3.51,2.65,Upgrade
9,EV/EBITDA Ratio,8.33,8.33,7.44,7.20,7.93,9.47,13.50,10.31,9.69,10.02,8.64,Upgrade
10,EV/EBIT Ratio,14.13,13.99,12.07,11.21,12.44,15.08,20.99,16.12,16.20,16.38,14.60,Upgrade
11,EV/FCF Ratio,-30.22,-,-,18.86,26.24,-32.36,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,3.33,3.33,3.50,3.56,3.96,3.99,4.21,4.11,3.94,3.95,3.67,Upgrade
13,Debt / FCF Ratio,-,-,-,16.01,21.21,-24.58,-,-,-,-,-,Upgrade
14,Return on Capital Employed (ROCE),8.02%,8.02%,8.70%,9.65%,10.03%,9.26%,8.09%,7.44%,5.82%,6.00%,6.06%,Upgrade
15,Earnings Yield,19.37%,18.08%,24.25%,18.02%,13.13%,11.70%,5.44%,13.72%,24.01%,17.22%,18.19%,Upgrade
16,Earnings Yield,19.37%,18.08%,24.25%,18.02%,13.13%,11.70%,5.44%,13.72%,24.01%,17.22%,18.19%,Upgrade
17,FCF Yield,-18.42%,-17.19%,3.64%,30.11%,18.82%,-12.26%,-20.34%,-63.69%,-167.55%,-155.47%,-143.22%,Upgrade
18,Total Shareholder Return,5.12%,-,-,-,-,-,-,-,-,-,-,Upgrade
