,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,7246,7715,6868,7497,6686,7497,7746,8549,7784,6192,7450,6797,5998,5666,6083,6575,5659,5786,5135,5422,6054,Upgrade
1,Market Cap Growth,2.91%,2.91%,-11.33%,-12.31%,-14.10%,21.07%,3.97%,25.78%,29.78%,9.28%,22.46%,3.38%,5.99%,-2.07%,18.47%,21.26%,-6.52%,-5.58%,-18.99%,-33.21%,-10.46%,Upgrade
2,Enterprise Value,6023,6550,5738,6369,5558,6365,6874,7809,7043,5240,6530,5592,4792,4167,4812,4778,3862,4173,3973,4613,5244,Upgrade
3,Last Close Price,11.84,12.71,11.22,11.99,10.68,12.17,12.56,14.00,12.50,9.75,12.05,10.96,9.50,8.89,9.57,10.44,8.73,8.79,7.81,8.06,8.81,Upgrade
4,PE Ratio,28.78,25.72,19.36,19.53,15.81,22.23,32.17,490.09,-,-151.30,-,-,137.97,-,79.47,-,-122.03,-132.27,-,-,17.79,Upgrade
5,Forward PE,23.89,22.62,18.98,22.34,20.41,23.94,29.29,57.33,49.53,75.53,79.79,32.20,32.98,26.31,23.13,28.22,25.22,32.62,22.48,14.33,15.00,Upgrade
6,PS Ratio,4.53,4.05,3.57,3.89,3.47,4.59,5.44,8.48,9.73,7.49,11.49,7.75,6.70,5.93,6.07,8.04,7.64,7.04,4.76,3.84,3.77,Upgrade
7,PB Ratio,1.87,1.60,1.47,1.59,1.43,1.60,1.73,1.96,1.81,1.42,1.75,1.54,1.33,1.27,1.36,1.49,1.27,1.29,1.18,1.22,1.34,Upgrade
8,P/TBV Ratio,1.75,1.75,1.62,1.74,1.57,1.76,1.91,2.17,2.01,1.58,1.95,1.69,1.46,1.39,1.49,1.63,1.39,1.40,1.28,1.32,1.45,Upgrade
9,P/FCF Ratio,32.81,29.31,18.99,-,-,19.11,25.80,155.26,-,-106.64,-,-,-,-,-,-,-,-26.89,-,-,-,Upgrade
10,P/OCF Ratio,16.64,16.64,12.35,-,9.25,12.44,15.89,38.41,-,60.40,-,-,63.92,37.34,29.23,-,-5463.35,-234.02,-,-,14.21,Upgrade
11,PEG Ratio,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,Upgrade
12,EV/Sales Ratio,3.16,3.44,2.98,3.30,2.88,3.90,4.83,7.74,8.80,6.34,10.07,6.37,5.35,4.36,4.80,5.84,5.21,5.08,3.68,3.27,3.26,Upgrade
13,EV/EBITDA Ratio,9.02,10.15,8.12,8.71,7.25,11.02,17.00,82.30,-,-315.20,-,-,-,36.78,30.05,-,-,59.54,15.71,-,8.82,Upgrade
14,EV/EBIT Ratio,11.99,13.04,10.25,10.92,9.04,15.09,26.83,-148.67,-,-35.09,-,-,-,-,118.19,-,-,-73.62,-,-,11.30,Upgrade
15,EV/FCF Ratio,22.88,24.89,15.87,-,-,16.23,22.90,141.81,-,-90.25,-,-,-,-,-,-,-,-19.39,-,-,-,Upgrade
16,Debt / Equity Ratio,0.07,0.07,0.07,0.10,0.09,0.09,0.09,0.09,0.10,0.09,0.10,0.05,0.05,0.05,0.05,0.06,0.00,0.00,0.00,0.00,0.00,Upgrade
17,Debt / EBITDA Ratio,0.49,0.30,0.37,1.31,0.80,0.32,0.43,0.77,-,0.65,-,-,-,2.33,0.51,-,-,0.01,0.11,-,0.02,Upgrade
18,Debt / FCF Ratio,1.25,1.25,0.90,-,-,1.07,1.39,6.73,-,-7.04,-,-,-,-,-,-,-,-0.01,-,-,-,Upgrade
19,Asset Turnover,0.41,0.35,0.24,0.35,0.43,0.38,0.26,0.15,0.30,0.07,0.10,0.18,0.17,0.25,0.12,0.24,0.21,0.11,0.06,0.30,Upgrade,
20,Inventory Turnover,2.01,1.98,1.80,1.76,2.52,2.02,2.20,1.84,2.04,2.29,2.96,16.16,19.08,19.27,20.16,16.05,19.99,19.92,12.40,13.43,25.54,Upgrade
21,Quick Ratio,3.58,3.58,3.29,3.15,3.16,3.29,3.71,3.41,3.34,3.54,4.61,4.39,4.90,5.38,6.38,5.12,5.58,8.49,6.56,5.87,6.22,Upgrade
22,Current Ratio,4.85,4.85,4.32,4.17,3.94,4.64,4.66,4.74,4.22,5.40,5.65,5.65,5.13,6.35,6.63,5.75,5.80,8.82,6.85,8.43,6.44,Upgrade
23,Return on Equity (ROE),14.00%,10.01%,2.47%,1.13%,19.63%,13.41%,6.54%,-7.34%,11.39%,-8.58%,-7.74%,1.18%,-0.82%,6.32%,-2.93%,-0.21%,3.87%,-0.88%,-7.20%,0.58%,Upgrade,
24,Return on Assets (ROA),10.38%,7.21%,2.22%,2.49%,13.17%,8.70%,3.89%,-6.53%,6.12%,-6.15%,-4.26%,-3.21%,-0.21%,3.31%,-1.74%,-1.62%,2.09%,-1.08%,-4.48%,0.58%,Upgrade,
25,Return on Capital (ROIC),11.51%,7.96%,2.44%,2.77%,14.62%,9.63%,4.31%,-7.19%,6.68%,-6.66%,-4.62%,-3.47%,-0.22%,3.56%,-1.89%,-1.74%,2.24%,-1.17%,-4.86%,0.64%,Upgrade,
26,Return on Capital Employed (ROCE),9.67%,9.67%,11.15%,11.52%,12.25%,8.23%,5.21%,-1.09%,-,-3.09%,-,-,-,-,0.86%,-,-,-1.25%,-,-,10.03%,Upgrade
27,Earnings Yield,4.14%,3.89%,5.17%,5.12%,6.32%,4.50%,3.11%,0.20%,-1.68%,-0.66%,-2.18%,-0.12%,0.72%,0.46%,1.26%,-0.02%,-0.82%,-0.76%,1.63%,4.41%,5.62%,Upgrade
28,FCF Yield,3.63%,3.41%,5.27%,5.09%,7.60%,5.23%,3.88%,0.64%,-1.73%,-0.94%,-4.08%,-3.60%,-3.07%,-2.86%,-1.22%,-1.69%,-3.71%,-3.72%,-1.55%,1.85%,3.20%,Upgrade
29,Dividend Yield,1.77%,-,-,-,1.96%,-,-,-,-,-,-,-,1.07%,-,-,-,-,-,-,-,1.24%,Upgrade
30,Payout Ratio,52.35%,29.47%,102.46%,5.91%,10.58%,1.43%,1.16%,2.46%,-,21.26%,-,-,0.27%,-,0.16%,-,-,196.48%,-,-,-,Upgrade
31,Buyback Yield / Dilution,-0.60%,-0.01%,-0.14%,0.15%,-2.45%,-0.18%,0.07%,-0.06%,0.27%,-0.23%,-0.15%,0.13%,21.02%,0.47%,0.16%,-0.11%,-19.04%,0.21%,1.51%,0.05%,-1.60%,Upgrade
