,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,305.63,316.15,298.61,309.77,285.64,298.4,283.24,295.63,249.32,200.73,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,3.7,-,2.5,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,0.06,-,43.2,Upgrade
3,Cash & Short-Term Investments,305.63,316.15,298.61,309.77,285.64,298.4,283.24,299.4,249.32,246.43,Upgrade
4,Cash Growth,2.35%,2.06%,4.54%,3.81%,0.85%,-0.33%,13.61%,21.50%,6.74%,-5.24%,Upgrade
5,Accounts Receivable,80.98,66.04,71.91,76.22,74.46,71.23,71.97,64.75,71.17,70.39,Upgrade
6,Other Receivables,8.92,8.09,6.17,5.53,2.46,3.77,3.81,5.16,5.22,6.67,Upgrade
7,Receivables,89.9,74.13,78.08,81.74,76.93,75,75.79,69.9,76.4,77.06,Upgrade
8,Inventory,0.01,0.01,0.02,0.02,0.02,0.04,0.02,0.01,0.01,0.6,Upgrade
9,Prepaid Expenses,18.52,14.93,15.82,15.9,17.45,15.04,15.15,15.71,15.71,12.25,Upgrade
10,Other Current Assets,2.52,2.67,4.47,5.23,7.33,8.74,9.05,7.99,9.82,15.2,Upgrade
11,Total Current Assets,416.58,407.89,396.99,412.66,387.36,397.21,383.25,393,351.25,351.52,Upgrade
12,"Property, Plant & Equipment",21.81,9.02,13.59,12.07,17.01,19.35,4.81,6.97,7.22,11.67,Upgrade
13,Long-Term Investments,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,Upgrade
14,Goodwill,135,135,135,135,135,135,135,135,134.49,134.49,Upgrade
15,Other Intangible Assets,8.19,10.99,13.79,16.66,19.91,23.15,26.4,29.65,30.52,33.53,Upgrade
16,Long-Term Deferred Tax Assets,2.24,2.72,3.26,2.21,1.95,2.06,2.4,2.32,2.32,2.29,Upgrade
17,Long-Term Deferred Charges,17.43,21.31,25.22,29.08,32.99,33.21,31.31,31.31,30.78,26.47,Upgrade
18,Other Long-Term Assets,62.85,65.5,69.22,68.73,68.75,69.21,67.33,66.92,70.48,71.9,Upgrade
19,Total Assets,666.21,654.51,659.18,678.49,665.07,681.3,652.59,667.27,629.14,633.97,Upgrade
20,Accounts Payable,14.58,11.17,10.49,17.03,12.36,11.26,14,18.09,13.51,15.56,Upgrade
21,Accrued Expenses,21.52,27.47,18.37,23.1,18.05,25.13,17.27,22.32,15.34,20.11,Upgrade
22,Current Portion of Leases,4.6,6.27,8.46,7.42,8.32,7.92,2.52,4.61,5.01,5.89,Upgrade
23,Current Income Taxes Payable,13.43,9.47,11.75,8.47,10.19,7.43,4.92,3.97,4.55,9.66,Upgrade
24,Current Unearned Revenue,51.7,52.14,53.64,54.19,51.36,54.22,64.44,58.71,61.21,55.71,Upgrade
25,Other Current Liabilities,31.02,30.02,29.62,29.03,28.54,27.33,26.14,26.17,34.9,29.36,Upgrade
26,Total Current Liabilities,136.85,136.54,132.33,139.23,128.81,133.29,129.3,133.88,134.52,136.28,Upgrade
27,Long-Term Leases,17.05,2.89,4.88,4.61,7.94,10.33,1.74,2.42,0.81,3.79,Upgrade
28,Long-Term Unearned Revenue,0.86,1.4,1.7,1.41,1.17,1.85,1.1,2.31,-,-,Upgrade
29,Long-Term Deferred Tax Liabilities,5.97,7.69,9.68,10.11,11.39,12.2,12.15,12.56,11.81,12.52,Upgrade
30,Other Long-Term Liabilities,-,-,-,0.04,0.04,-,0.5,0.54,-,-,Upgrade
31,Total Liabilities,160.72,148.51,148.58,155.4,149.34,157.67,144.78,151.71,147.13,152.59,Upgrade
32,Common Stock,24.5,24.7,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,Upgrade
33,Additional Paid-In Capital,42.6,47.15,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1,Upgrade
34,Retained Earnings,448.4,443.6,442.09,454.76,445.71,451.04,433.43,441.78,413.88,413.82,Upgrade
35,Comprehensive Income & Other,-11.22,-10.78,-10.75,-11.17,-9.46,-6.95,-5.88,-6.62,-9.92,-10.49,Upgrade
36,Total Common Equity,504.27,504.66,509.39,521.65,514.3,522.14,505.6,513.22,482.01,481.38,Upgrade
37,Minority Interest,1.21,1.34,1.21,1.44,1.42,1.49,2.21,2.34,-,-,Upgrade
38,Shareholders' Equity,505.49,506,510.6,523.09,515.72,523.63,507.81,515.56,482.01,481.38,Upgrade
39,Total Liabilities & Equity,666.21,654.51,659.18,678.49,665.07,681.3,652.59,667.27,629.14,633.97,Upgrade
40,Total Debt,21.65,9.16,13.34,12.03,16.26,18.25,4.26,7.04,5.82,9.67,Upgrade
41,Net Cash (Debt),283.99,306.99,285.28,297.75,269.38,280.15,278.98,292.36,243.49,236.75,Upgrade
42,Net Cash Growth,-0.45%,3.10%,5.90%,6.28%,-3.44%,-4.18%,14.57%,23.49%,10.77%,-8.96%,Upgrade
43,Net Cash Per Share,1.16,1.24,1.15,1.20,1.09,1.13,1.12,1.18,0.98,0.95,Upgrade
44,Filing Date Shares Outstanding,243.67,245.85,247.13,247.9,247.18,248.41,247.64,247.83,247.1,247.21,Upgrade
45,Total Common Shares Outstanding,243.67,245.85,247.13,247.9,247.18,248.41,247.64,247.83,247.1,247.21,Upgrade
46,Working Capital,279.74,271.35,264.67,273.42,258.56,263.92,253.95,259.13,216.73,215.24,Upgrade
47,Book Value Per Share,2.07,2.05,2.06,2.10,2.08,2.10,2.04,2.07,1.95,1.95,Upgrade
48,Tangible Book Value,361.09,358.68,360.6,369.99,359.4,363.99,344.2,348.57,317.01,313.36,Upgrade
49,Tangible Book Value Per Share,1.48,1.46,1.46,1.49,1.45,1.47,1.39,1.41,1.28,1.27,Upgrade
50,Machinery,-,8.06,-,7.69,-,7.56,-,10.15,-,8.74,Upgrade
51,Leasehold Improvements,-,9.41,-,9.39,-,9.41,-,6.85,-,6.78,Upgrade
