,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,262,804,846,1517,1661,3838,1024,645,287,631,92,Upgrade
1,Market Cap Growth,-58.27%,-47.00%,-49.09%,-60.47%,62.22%,494.82%,256.82%,2.20%,211.86%,409.88%,-6.66%,Upgrade
2,Enterprise Value,646,1183,1261,1783,2085,4046,1227,893,387,892,279,Upgrade
3,Last Close Price,0.69,2.12,2.23,4.00,4.38,10.12,2.70,1.78,0.95,2.09,0.92,Upgrade
4,PE Ratio,10.09,30.59,17.88,50.08,-,284.83,-,-11.80,-,-,-,Upgrade
5,PS Ratio,0.40,1.22,0.59,1.41,-,11.66,-,1.22,0.87,2.99,0.30,Upgrade
6,PB Ratio,0.53,1.61,1.69,3.13,3.50,9.04,2.35,1.72,0.93,2.06,0.50,Upgrade
7,P/TBV Ratio,1.62,1.62,1.70,3.11,3.48,9.01,2.34,1.73,0.93,2.07,0.50,Upgrade
8,P/FCF Ratio,55.51,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,45.15,-39.21,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.98,1.79,0.88,1.65,-,12.29,-,1.69,1.18,4.23,0.90,Upgrade
11,EV/EBITDA Ratio,-,-,-,41.11,-,-,-,-22.07,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,45.04,-,-,-,-18.74,-,-,-,Upgrade
13,EV/FCF Ratio,136.94,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.79,0.79,0.77,0.90,0.59,1.08,0.81,0.81,1.02,0.71,1.62,Upgrade
15,Debt / FCF Ratio,83.60,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,7.93%,-,-,-,-11.11%,-,-,-,Upgrade
17,Earnings Yield,10.04%,3.27%,5.59%,2.00%,-,0.35%,-,-8.47%,-23.73%,-6.49%,-64.75%,Upgrade
18,FCF Yield,1.80%,-4.18%,-25.43%,-12.16%,-,-6.06%,-,-12.23%,-38.90%,-16.53%,-105.72%,Upgrade
19,Buyback Yield / Dilution,1.52%,1.40%,-,-0.23%,-,-18.66%,-,-75.64%,-197.81%,-177.83%,-62.78%,Upgrade
20,Total Shareholder Return,1.52%,1.40%,-,-0.23%,-,-18.66%,-,-75.64%,-197.81%,-177.83%,-62.78%,Upgrade
