,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,7.59,14.49,36.22,58.16,15.08,14,8.06,28.62,41.78,135.92
1,Cash & Short-Term Investments,7.59,14.49,36.22,58.16,15.08,14,8.06,28.62,41.78,135.92
2,Cash Growth,-79.03%,-75.09%,140.18%,315.43%,87.18%,-51.08%,-80.72%,-78.94%,-74.81%,-27.32%
3,Accounts Receivable,37.3,42.55,43.18,56.46,168.86,182.6,320.84,320.8,262.12,277.04
4,Other Receivables,13.55,15.08,5.12,16.78,17.01,5.37,4.41,5.39,7,3.12
5,Receivables,50.85,57.64,48.29,73.24,185.87,187.97,325.25,326.19,269.11,280.16
6,Inventory,160.16,74.44,61.72,59.51,52.12,70.18,42.25,38.36,66.84,69.19
7,Prepaid Expenses,9.71,7.71,-,-,-,-,135.83,-,70.51,30.5
8,Other Current Assets,0.9,97.48,79.8,49.93,57.4,66.4,0.9,80.44,0.92,0.89
9,Total Current Assets,229.22,251.74,226.03,240.84,310.47,338.55,512.27,473.61,449.16,516.66
10,"Property, Plant & Equipment",212.88,231.17,237.31,134.7,137.91,155.27,153.85,174.28,173.41,179.77
11,Long-Term Deferred Tax Assets,17,17.39,14.04,13.51,14.52,13.82,0.15,0.11,0.09,0.1
12,Other Long-Term Assets,15.79,16.81,112.89,221.18,198.88,211.55,113.7,121.54,117.75,104.06
13,Total Assets,474.89,517.11,590.26,610.24,661.77,719.19,779.98,769.54,740.4,800.59
14,Accounts Payable,19.84,15.94,27.93,22.18,21.95,37.47,15.07,13.3,19.28,45.87
15,Accrued Expenses,4.34,3.95,4.33,6.01,5.28,7.05,6.22,6.78,7.6,7.83
16,Short-Term Debt,-,-,-,-,-,-,-,-,-,27.79
17,Current Portion of Long-Term Debt,30.3,37.56,36.87,55.8,48.2,59.25,57.84,18.73,11.51,-
18,Current Portion of Leases,-,-,-,-,0.9,9.17,-,6.48,12.28,11.63
19,Current Income Taxes Payable,0.07,1.1,1.61,1.79,-,-,1.68,1.62,-,6.17
20,Current Unearned Revenue,0.65,0.54,0.27,4.12,1.47,2.6,0.09,0.01,0.1,0.39
21,Other Current Liabilities,0.03,7.09,8.57,6.67,6.63,6.88,0.02,0.34,0.05,1.04
22,Total Current Liabilities,55.22,66.19,79.58,96.57,84.43,122.43,80.92,47.27,50.83,100.71
23,Long-Term Debt,-,-,-,-,-,-,-,1.81,5.27,-
24,Long-Term Leases,-,-,-,-,-,-,-,-,-,6.49
25,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,3.19,3.52,3.85,4.01
26,Total Liabilities,55.74,66.74,80.09,97.32,85.92,123.83,84.11,52.6,59.96,111.22
27,Common Stock,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
28,Additional Paid-In Capital,95.53,95.53,95.53,95.53,95.53,95.53,95.53,95.53,95.53,95.53
29,Retained Earnings,69.77,83.45,152.68,147.67,214.83,218.49,308.4,305.81,280.35,277.58
30,Comprehensive Income & Other,251.25,268.78,259.37,267.12,262.89,278.74,289.33,313,301.97,313.66
31,Shareholders' Equity,419.15,450.36,510.18,512.92,575.85,595.37,695.87,716.95,680.45,689.37
32,Total Liabilities & Equity,474.89,517.11,590.26,610.24,661.77,719.19,779.98,769.54,740.4,800.59
33,Total Debt,30.3,37.56,36.87,55.8,49.1,68.42,57.84,27.03,29.06,45.91
34,Net Cash (Debt),-22.71,-23.08,-0.66,2.36,-34.02,-54.42,-49.78,1.6,12.72,90.01
35,Net Cash Growth,-,-,-,-,-,-,-,-98.23%,-91.05%,-46.74%
36,Net Cash Per Share,-0.09,-0.09,-0.00,0.01,-0.13,-0.21,-0.19,0.01,0.05,0.35
37,Filing Date Shares Outstanding,260,260,260,260,260,260,260,260,260,260
38,Total Common Shares Outstanding,260,260,260,260,260,260,260,260,260,260
39,Working Capital,174,185.56,146.45,144.27,226.04,216.12,431.36,426.35,398.33,415.95
40,Book Value Per Share,1.61,1.73,1.96,1.97,2.21,2.29,2.68,2.76,2.62,2.65
41,Tangible Book Value,419.15,450.36,510.18,512.92,575.85,595.37,695.87,716.95,680.45,689.37
42,Tangible Book Value Per Share,1.61,1.73,1.96,1.97,2.21,2.29,2.68,2.76,2.62,2.65
43,Land,-,26.95,-,26.78,-,27.78,-,30.75,-,30.83
44,Buildings,-,42.44,-,42.18,-,43.75,-,48.42,-,48.55
45,Machinery,-,118.85,-,117.24,-,118.89,-,136.44,-,135.38
46,Construction In Progress,-,175.87,-,66.02,-,67.58,-,65.92,-,45.87
47,Leasehold Improvements,-,52.44,-,52.31,-,53.09,-,55.43,-,55.49
