,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,19167,22867,17041,19557,21472,22387,22301,27213,21583,18072,21955,23639,28892,27408,31406,22797,39157,43073,26167,3714,3548,Upgrade
1,Market Cap Growth,2.14%,2.14%,-23.59%,-28.13%,-0.51%,23.88%,1.58%,15.12%,-25.30%,-34.06%,-30.09%,3.69%,-26.21%,-36.37%,20.02%,513.85%,1003.76%,1247.21%,1188.82%,103.56%,163.27%,Upgrade
2,Last Close Price,6.72,8.01,5.96,6.80,7.47,7.79,7.76,9.40,7.46,6.24,7.59,8.02,9.80,9.30,11.34,8.18,14.05,15.46,9.78,9.89,9.44,Upgrade
3,PE Ratio,166.81,198.78,-,341.92,-,-354.93,-,-244.41,-,-,-,-,59.48,70.34,89.26,62.54,-,126.05,98.01,8.29,-,Upgrade
4,PS Ratio,12.64,15.06,10.58,10.62,11.80,11.98,11.54,12.05,7.21,5.35,5.50,5.56,7.21,7.17,9.28,8.55,17.79,21.94,15.99,1.96,2.32,Upgrade
5,PB Ratio,1.62,1.93,1.44,1.63,1.80,1.88,1.87,2.25,1.82,1.49,1.81,1.89,2.29,2.19,2.96,2.12,3.68,4.04,2.75,4.22,0.38,Upgrade
6,P/FCF Ratio,3.18,3.80,-,-154.52,-,-,-,78.00,28.68,-,41.71,-31.13,-,-,-20.43,-54.46,-,-,7.93,0.72,1.11,Upgrade
7,P/OCF Ratio,3.74,3.74,-,-527.35,-,-,-,61.71,25.72,-,35.46,-37.45,-,-,-21.85,-65.81,-,-,7.82,0.71,1.09,Upgrade
8,Debt / Equity Ratio,1.12,1.12,0.87,1.16,0.83,1.04,0.95,0.93,0.91,0.92,1.13,0.66,0.75,0.82,1.09,1.08,0.89,0.98,0.93,0.19,0.92,Upgrade
9,Debt / FCF Ratio,2.20,2.20,-,-110.15,-,-,-,32.32,14.40,-,26.13,-10.82,-,-,-7.55,-27.70,-,-,2.68,0.03,2.69,Upgrade
10,Asset Turnover,0.04,0.04,0.05,0.04,0.05,0.07,0.05,0.04,0.05,0.10,0.13,0.09,0.12,0.13,0.11,0.07,0.08,0.12,0.13,0.10,Upgrade,
11,Quick Ratio,0.95,0.95,1.18,0.90,1.18,0.95,1.25,0.97,1.36,1.08,1.12,1.01,1.39,1.33,1.01,1.14,1.28,1.27,1.32,1.41,1.38,Upgrade
12,Current Ratio,1.29,1.29,1.38,1.35,1.36,1.43,1.44,1.52,1.57,1.61,1.40,1.54,1.54,1.46,1.26,1.23,1.38,1.40,1.44,2.64,1.50,Upgrade
13,Return on Equity (ROE),2.40%,-0.59%,2.97%,-1.01%,0.42%,-0.56%,5.04%,-7.06%,-1.04%,-0.69%,-2.01%,3.05%,6.37%,3.11%,4.66%,-0.01%,5.78%,7.36%,9.07%,4.63%,Upgrade,
14,Return on Assets (ROA),0.77%,-0.20%,1.00%,-0.35%,0.14%,-0.19%,1.72%,-2.44%,-0.34%,-0.23%,-0.72%,1.06%,2.03%,0.92%,1.47%,-0.00%,1.78%,2.32%,3.13%,1.60%,Upgrade,
15,Earnings Yield,0.60%,0.50%,0.33%,0.29%,0.56%,-0.28%,-0.48%,-0.41%,-1.51%,-0.10%,0.89%,1.27%,1.68%,1.42%,1.12%,1.60%,0.91%,0.79%,1.02%,12.07%,9.13%,Upgrade
16,FCF Yield,31.43%,26.35%,-2.26%,-0.65%,-7.06%,-2.10%,-7.70%,1.28%,3.49%,-8.88%,2.40%,-3.21%,-1.58%,3.91%,-4.89%,-1.84%,0.47%,4.09%,12.61%,138.54%,89.87%,Upgrade
17,Dividend Yield,0.52%,-,-,-,0.47%,-,-,-,0.93%,-,-,-,1.36%,-,-,-,0.53%,-,-,-,0.10%,Upgrade
18,Payout Ratio,396.20%,125.72%,-,58.26%,-,888.67%,-,27.52%,-,-,-,-,103.49%,72.62%,279.55%,42.99%,-,100.59%,17.55%,75.80%,-,Upgrade
19,Buyback Yield / Dilution,0.11%,-0.03%,0.31%,-0.07%,0.22%,-0.64%,-0.05%,0.15%,-0.43%,-1.36%,-6.58%,-6.61%,-17.08%,3.19%,-3.93%,-4.27%,-7.85%,9.13%,42.73%,-613.90%,-528.05%,Upgrade
20,Total Shareholder Return,0.63%,-0.03%,0.31%,-0.07%,0.69%,-0.64%,-0.05%,0.15%,0.50%,-1.36%,-6.58%,-6.61%,-15.73%,3.19%,-3.93%,-4.27%,-7.32%,9.13%,42.73%,-613.90%,-527.96%,Upgrade
