,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Oct '24 Oct 31, 2024","Apr '24 Apr 30, 2024","Oct '23 Oct 31, 2023","Apr '23 Apr 30, 2023","Oct '22 Oct 31, 2022","Apr '22 Apr 30, 2022","Oct '21 Oct 31, 2021","Apr '21 Apr 30, 2021","Oct '20 Oct 31, 2020","Apr '20 Apr 30, 2020",+2 Quarters
0,Market Capitalization,67,71,45,58,74,54,90,93,94,42,45,Upgrade
1,Market Cap Growth,23.50%,23.50%,-38.43%,7.75%,-18.41%,-42.06%,-4.00%,119.64%,108.33%,-54.47%,-68.25%,Upgrade
2,Enterprise Value,-41,-12,-68,-56,-73,-33,-38,-51,-58,-116,-87,Upgrade
3,Last Close Price,0.23,0.25,0.16,0.20,0.26,0.22,0.40,0.41,0.50,0.22,0.24,Upgrade
4,PE Ratio,-,-2.39,-,-,-,2.87,-,4.73,-,-,-,Upgrade
5,PS Ratio,0.23,0.25,0.17,0.21,0.24,0.13,0.18,0.21,0.26,0.14,0.16,Upgrade
6,PB Ratio,0.20,0.21,0.14,0.16,0.19,0.12,0.22,0.22,0.24,0.11,0.11,Upgrade
7,P/TBV Ratio,0.21,0.21,0.14,0.16,0.19,0.12,0.22,0.22,0.24,0.11,0.11,Upgrade
8,P/FCF Ratio,-,-,-,6.79,2.83,-0.97,-,-,-,0.63,1.15,Upgrade
9,P/OCF Ratio,-,-,15.40,3.35,2.12,-1.40,-,-,-,0.60,1.06,Upgrade
10,Debt / Equity Ratio,0.15,0.15,0.16,0.14,0.15,0.20,0.28,0.29,0.32,0.16,0.15,Upgrade
11,Debt / FCF Ratio,-,-,-,5.95,2.26,-1.60,-,-,-,0.94,1.53,Upgrade
12,Earnings Yield,-44.70%,-41.80%,-135.43%,-152.50%,-46.61%,34.88%,11.19%,21.14%,-12.98%,-121.45%,-151.01%,Upgrade
13,FCF Yield,-16.78%,-15.70%,-2.90%,14.73%,35.36%,-102.60%,-87.22%,-27.09%,-17.16%,158.32%,86.62%,Upgrade
14,Buyback Yield / Dilution,-0.47%,-,-0.95%,-25.42%,4.34%,-12.44%,-59.03%,-8.90%,-,-,0.00%,Upgrade
15,Total Shareholder Return,-0.47%,-,-0.95%,-25.42%,4.34%,-12.44%,-59.03%,-8.90%,-,-,0.00%,Upgrade
