,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,384.56,358.47,429.6,271.56,264.66,269.58,288.98,281.03,210.14,171.64
1,Short-Term Investments,-,54.04,-,11,-,3.98,-,2.76,-,7.36
2,Trading Asset Securities,55.91,55.07,6.83,112.31,35.75,16.58,-,-,-,-
3,Cash & Short-Term Investments,440.47,467.58,436.43,394.87,300.41,290.13,288.98,283.79,210.14,179
4,Cash Growth,0.93%,18.41%,45.28%,36.10%,3.96%,2.23%,37.51%,58.54%,-,-
5,Receivables,259.24,178.11,222.64,204.45,126.07,107.11,114.66,108.7,96.48,140.66
6,Other Current Assets,9.11,0.19,7.75,0.92,10.47,6.44,12.65,3.06,7.94,0.74
7,Total Current Assets,708.82,645.88,666.82,600.23,436.95,403.68,416.28,395.55,314.56,320.4
8,"Property, Plant & Equipment",2.42,3.68,2.28,1.84,1.6,0.66,1.69,0.77,0.18,0.71
9,Long-Term Investments,15.97,16.82,17.53,17.37,8,4,-,-,-,-
10,Long-Term Deferred Tax Assets,6.05,4.29,1.27,1.36,2.74,2.63,0.31,0.35,0.62,0.4
11,Total Assets,733.26,670.66,687.89,620.81,449.29,410.98,418.28,396.67,315.37,321.51
12,Accounts Payable,447.48,400.77,409.49,371.42,203.66,195.72,199.69,195.87,197.46,230.39
13,Accrued Expenses,-,2.48,-,3.92,-,2.51,-,1.1,-,0.7
14,Current Portion of Leases,1.98,2.13,1.54,1.15,1.26,0.34,1.4,0.64,0.07,0.55
15,Current Income Taxes Payable,6.37,7.37,10.09,9.24,9.3,11.58,6.95,6.49,11.19,16.93
16,Other Current Liabilities,85.11,60.82,51.13,41.11,48.71,23.71,30.6,27.09,24.91,15.3
17,Total Current Liabilities,540.95,473.57,472.24,426.83,262.93,233.86,238.64,231.18,233.63,263.87
18,Long-Term Leases,-,0.97,0.1,0.22,-,-,-,-,-,-
19,Total Liabilities,540.95,474.54,472.34,427.05,262.93,233.86,238.64,231.18,233.63,263.87
20,Common Stock,2.6,2.6,2.6,2.16,2.16,2.16,2.16,2.16,0.68,0.68
21,Additional Paid-In Capital,162.07,162.07,162.07,151.07,151.07,151.07,151.07,151.07,38.87,38.87
22,Retained Earnings,22.87,27.27,44.25,38.14,35.42,29.15,31.08,17.32,37.71,14.43
23,Treasury Stock,-3.27,-3.27,-3.27,-3.27,-3.36,-0.74,-,-,-,-
24,Comprehensive Income & Other,7.7,6.87,9.41,4.48,-0.03,-5.56,-4.68,-5.06,4.49,3.67
25,Total Common Equity,191.97,195.53,215.06,192.58,185.26,176.07,179.63,165.49,81.74,57.64
26,Minority Interest,0.35,0.59,0.49,1.18,1.1,1.04,-,-,-,-
27,Shareholders' Equity,192.32,196.12,215.55,193.76,186.36,177.11,179.63,165.49,81.74,57.64
28,Total Liabilities & Equity,733.26,670.66,687.89,620.81,449.29,410.98,418.28,396.67,315.37,321.51
29,Total Debt,1.98,3.1,1.64,1.37,1.26,0.34,1.4,0.64,0.07,0.55
30,Net Cash (Debt),438.49,464.48,434.79,393.5,299.15,289.79,287.58,283.15,210.08,178.44
31,Net Cash Growth,0.85%,18.04%,45.34%,35.79%,4.02%,2.34%,36.89%,58.68%,-,-
32,Net Cash Per Share,0.59,0.63,0.68,0.64,0.48,0.47,0.46,0.46,0.47,0.40
33,Filing Date Shares Outstanding,747,741.66,747,617.45,622.5,622.45,622.5,622.5,600,450
34,Total Common Shares Outstanding,747,741.66,747,617.45,622.5,622.45,622.5,622.5,450,450
35,Working Capital,167.87,172.31,194.57,173.4,174.02,169.82,177.64,164.37,80.94,56.53
36,Book Value Per Share,0.26,0.26,0.29,0.31,0.30,0.28,0.29,0.27,0.18,0.13
37,Tangible Book Value,191.97,195.53,215.06,192.58,185.26,176.07,179.63,165.49,81.74,57.64
38,Tangible Book Value Per Share,0.26,0.26,0.29,0.31,0.30,0.28,0.29,0.27,0.18,0.13
39,Machinery,-,1.12,-,0.84,-,0.72,-,0.4,-,0.31
