,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,130.67,126.42,167.73,164.18,190.46,208.38,143.46,87.35,122.97,122.51
1,Revenue Growth (YoY),-22.10%,-23.00%,-11.93%,-21.21%,32.77%,138.54%,16.66%,-28.70%,79.22%,-
2,Cost of Revenue,109.83,104.92,133.43,135.34,157.58,176.77,109.21,83.55,84.11,96.13
3,Gross Profit,20.84,21.5,34.3,28.84,32.89,31.61,34.25,3.8,38.86,26.39
4,"Selling, General & Admin",28.4,44.44,30.13,30.77,22.97,33.17,17.55,29.37,14.08,7.24
5,Operating Expenses,28.4,44.44,30.13,30.77,22.97,33.17,17.55,29.37,14.08,7.24
6,Operating Income,-7.57,-22.94,4.17,-1.93,9.92,-1.57,16.7,-25.57,24.79,19.15
7,Interest Expense,-0.04,-0.05,-0.05,-0.02,-0.01,-0.01,-0.02,-0.02,-0.01,-0.02
8,Interest & Investment Income,2.46,2.01,0.92,0.2,0.07,0.17,0.1,0.21,0.04,0.1
9,Earnings From Equity Investments,-0.3,-0.3,-,-,-,-,-,-,-,-
10,Currency Exchange Gain (Loss),1.23,-1.36,2.41,0.41,-,-0.56,-,-,-,-0.06
11,Other Non Operating Income (Expenses),-1.91,2.04,-0.07,4.76,-1.76,1.68,-0.87,2.61,0.23,-0.03
12,EBT Excluding Unusual Items,-6.14,-20.6,7.38,3.42,8.22,-0.29,15.91,-22.76,25.05,19.13
13,Other Unusual Items,-,-,-,-,-,-,-,-,-,-5.95
14,Pretax Income,-6.14,-20.6,7.38,3.42,8.22,-0.29,15.91,-22.76,25.05,13.18
15,Income Tax Expense,-1.5,-3.71,1.96,0.62,1.89,1.59,2.15,-2.37,1.77,2.5
16,Earnings From Continuing Operations,-4.64,-16.89,5.42,2.8,6.33,-1.87,13.76,-20.39,23.28,10.68
17,Minority Interest in Earnings,0.24,-0.1,0.69,-0.08,-0.06,-0.06,-,-,-,-
18,Net Income,-4.4,-16.99,6.11,2.72,6.27,-1.93,13.76,-20.39,23.28,10.68
19,Net Income to Common,-4.4,-16.99,6.11,2.72,6.27,-1.93,13.76,-20.39,23.28,10.68
20,Net Income Growth,-,-,-2.49%,-,-54.45%,-,-40.87%,-,149.18%,-
21,Shares Outstanding (Basic),742,742,637,617,620,622,623,612,450,450
22,Shares Outstanding (Diluted),742,742,637,617,620,622,623,612,450,450
23,Shares Change (YoY),16.56%,20.12%,2.72%,-0.80%,-0.46%,1.63%,38.33%,36.10%,-,-
24,EPS (Basic),-0.01,-0.02,0.01,0.00,0.01,-0.00,0.02,-0.03,0.05,0.02
25,EPS (Diluted),-0.01,-0.02,0.01,0.00,0.01,-0.00,0.02,-0.03,0.05,0.02
26,EPS Growth,-,-,-5.08%,-,-54.24%,-,-57.26%,-,149.19%,-
27,Free Cash Flow,-19.22,26.3,36.03,86.92,15.45,2.03,8.34,-32.49,38.05,-43.54
28,Free Cash Flow Per Share,-0.03,0.04,0.06,0.14,0.02,0.00,0.01,-0.05,0.08,-0.10
29,Operating Margin,-5.79%,-18.15%,2.49%,-1.17%,5.21%,-0.75%,11.64%,-29.27%,20.16%,15.63%
30,Profit Margin,-3.37%,-13.44%,3.64%,1.66%,3.29%,-0.93%,9.59%,-23.34%,18.93%,8.71%
31,Free Cash Flow Margin,-14.71%,20.80%,21.48%,52.94%,8.11%,0.98%,5.81%,-37.19%,30.94%,-35.54%
32,EBITDA,-7.45,-22.8,4.29,-1.84,10,-1.5,16.77,-25.51,24.84,19.2
33,D&A For EBITDA,0.12,0.14,0.12,0.09,0.08,0.07,0.07,0.06,0.05,0.05
34,EBIT,-7.57,-22.94,4.17,-1.93,9.92,-1.57,16.7,-25.57,24.79,19.15
