,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,113,101,131,149,190,685,560,548,610,-,-
1,Market Cap Growth,-32.50%,-32.50%,-30.75%,-78.18%,-66.11%,25.00%,-8.16%,-,-,-,-
2,Enterprise Value,-358,-410,-338,-294,-159,330,214,212,380,-,-
3,Last Close Price,0.13,0.14,0.18,0.20,0.30,1.10,0.90,0.88,0.98,-,-
4,PE Ratio,-,-,-,15.65,18.69,134.72,-,-68.75,-,-,-
5,Forward PE,-,5.47,5.47,5.47,9.90,24.28,11.49,-,-,-,-
6,PS Ratio,0.34,0.37,0.41,0.42,0.47,1.47,1.30,1.97,2.44,-,-
7,PB Ratio,0.46,0.49,0.61,0.64,0.87,3.14,2.58,2.54,3.10,-,-
8,P/TBV Ratio,0.49,0.49,0.61,0.64,0.87,3.16,2.59,2.54,3.10,-,-
9,P/FCF Ratio,14.86,-,1.91,1.12,1.64,33.44,44.01,-18.86,-,-,-
10,P/OCF Ratio,13.20,-,1.91,1.12,1.64,32.97,42.70,-19.06,-,-,-
11,EV/Sales Ratio,-,-,-,-,-,0.71,0.50,0.76,1.52,-,-
12,EV/EBITDA Ratio,-,-,-,-,-,33.15,-,-20.12,-,-,-
13,EV/EBIT Ratio,-,-,-,-,-,33.75,-,-19.83,-,-,-
14,EV/FCF Ratio,-47.06,-,-,-,-,16.13,16.84,-7.28,-,-,-
15,Debt / Equity Ratio,0.01,0.01,0.02,0.01,0.01,0.01,0.00,0.01,0.00,0.00,0.01
16,Debt / FCF Ratio,0.28,-,0.05,0.01,0.01,0.07,0.03,-0.06,-,-0.01,-
17,Return on Capital Employed (ROCE),-,-,-,1.04%,-,4.48%,-,-4.94%,-,53.75%,69.17%
18,Earnings Yield,-20.34%,-22.78%,-9.11%,6.39%,5.35%,0.74%,2.59%,-1.45%,0.56%,-,-
19,FCF Yield,6.73%,7.54%,52.23%,88.93%,60.95%,2.99%,2.27%,-5.30%,1.08%,-,-
20,Buyback Yield / Dilution,-18.31%,-16.56%,-20.12%,-2.72%,0.80%,0.46%,-1.63%,-38.33%,-36.10%,-,-
21,Total Shareholder Return,-18.31%,-16.56%,-20.12%,-2.72%,0.80%,0.46%,-1.63%,-38.33%,-36.10%,-,-
