,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1158,1144,1558,1915,2287,2659,2816,1973,1715,1615,2044,Upgrade
1,Market Cap Growth,-40.30%,-40.30%,-31.88%,-27.96%,-18.78%,34.78%,64.17%,22.12%,-16.08%,-48.64%,-17.34%,Upgrade
2,Enterprise Value,12351,12293,12101,11903,19609,21369,19691,17595,14731,13629,11566,Upgrade
3,Last Close Price,0.08,0.08,0.11,0.12,0.15,0.17,0.18,0.13,0.11,0.10,0.13,Upgrade
4,PE Ratio,3.53,3.48,4.96,1.18,1.24,4.33,4.49,3.09,3.11,4.56,6.04,Upgrade
5,Forward PE,-,9.96,9.96,9.96,9.96,9.96,9.96,9.96,9.96,9.96,9.96,Upgrade
6,PS Ratio,0.27,0.27,0.35,0.44,0.44,0.44,0.43,0.23,0.19,0.23,0.31,Upgrade
7,PB Ratio,0.16,0.15,0.21,0.27,0.30,0.29,0.30,0.22,0.20,0.28,0.35,Upgrade
8,P/TBV Ratio,0.60,0.60,0.87,1.11,0.81,2.01,-,-,6.30,-,-,Upgrade
9,P/OCF Ratio,-,-,-3.67,-,-,-35.97,-,-,14.05,-,-,Upgrade
10,PEG Ratio,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,Upgrade
11,EV/Sales Ratio,2.91,2.89,2.69,2.72,3.78,3.57,2.97,2.07,1.62,1.93,1.74,Upgrade
12,EV/EBITDA Ratio,9.82,9.90,9.55,10.29,15.07,12.22,9.81,8.39,7.54,9.54,8.32,Upgrade
13,EV/EBIT Ratio,13.20,13.17,12.65,13.05,19.81,16.51,13.32,11.15,9.88,12.90,11.13,Upgrade
14,EV/FCF Ratio,-79.76,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Debt / Equity Ratio,1.53,1.53,1.57,1.60,1.52,1.77,1.82,1.76,1.82,2.43,2.03,Upgrade
16,Return on Capital Employed (ROCE),5.06%,5.06%,5.18%,4.84%,5.65%,6.08%,6.32%,7.97%,8.08%,5.47%,5.93%,Upgrade
17,Earnings Yield,28.36%,28.72%,20.18%,87.11%,83.61%,25.47%,24.59%,34.03%,32.27%,21.95%,16.57%,Upgrade
18,FCF Yield,-13.37%,-13.54%,-30.02%,-44.29%,-25.73%,-20.88%,-38.21%,-42.54%,-32.89%,-57.53%,-66.39%,Upgrade
