,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q2 2020,Q1 2020,Q4 2019,Q4 2018,+7 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018",+7 Quarters
0,Interest and Dividend Income,49348,444808,-,5607,31407,30644,-,18114,100646,77629,52510,58700,68880,70598,46645,23833,24821,11229,12682,14332,Upgrade
1,Total Interest Expense,22010,23387,19963,17029,-,-,-,-,4083,13259,16853,17900,13938,12065,5863,5635,4976,5990,10334,4697,Upgrade
2,Net Interest Income,27338,421421,-19963,-11422,31407,30644,-,18114,96564,64370,35657,40800,54942,58533,40782,18197,19844,5240,2348,9636,Upgrade
3,Brokerage Commission,32189,29017,36832,38494,25786,31044,16464,14760,21529,31787,51003,83024,54192,48511,34366,18233,6367,3906,4347,7878,Upgrade
4,Asset Management Fee,-,150,-,15,90,-,-,15,-,33,2337,100,2773,1552,1854,2661,980,-,1400,444.55,Upgrade
5,Underwriting & Investment Banking Fee,-,7470,-,-,-,12940,5000,2500,14085,14830,25030,-,28925,4132,20610,752.4,1384,399.8,130,5706,Upgrade
6,Gain on Sale of Investments (Rev),311431,183448,225678,207851,201730,175576,689296,396323,17056,159528,194672,93169,185934,194017,380594,161924,122860,66607,98808,47446,Upgrade
7,Other Revenue,151650,-115705,116326,117749,82079,72819,-22948,48209,29015,37874,58394,78249,48435,37414,26875,18663,10878,12155,12815,13529,Upgrade
8,Revenue,522608,525800,358873,352686,341092,323023,687813,479921,178248,308422,367092,295342,375200,344159,505081,220431,162314,88307,119848,84639,Upgrade
9,Revenue Growth (YoY),53.22%,62.77%,-47.82%,-26.51%,91.36%,4.73%,87.37%,62.50%,-52.49%,-10.38%,-27.32%,33.98%,131.16%,289.73%,321.43%,160.44%,251.38%,89.64%,198.73%,221.93%,Upgrade
10,Cost of Services Provided,42809,40446,47741,45078,43922,36079,25562,25724,28021,36421,44784,51316,32839,32278,21454,17744,9093,10648,11819,24633,Upgrade
11,Other Operating Expenses,778.27,673.52,569.29,490.27,640.21,259.53,229.04,149.27,181.37,147.92,196.14,248.34,188.83,395.63,145.71,1933,54.71,-162.95,327.22,358.86,Upgrade
12,Total Operating Expenses,43587,41120,48310,45568,44562,36339,25791,25873,28202,36569,44980,51565,33028,32673,21599,19677,5507,14105,12147,24992,Upgrade
13,Operating Income,479020,484681,310563,307118,296529,286684,662022,454047,150046,271853,322113,243777,342173,311485,483482,200753,156806,74201,107701,59647,Upgrade
14,Other Non-Operating Income (Expenses),2598,2426,2568,2559,2581,1303,2012,1618,1278,2147,2070,835.12,1479,278.13,932.45,456.2,12776,1590,123.01,523.27,Upgrade
15,EBT Excluding Unusual Items,481618,487107,313131,309677,299111,287988,664034,455666,151324,274001,324183,244613,343652,311763,484414,201210,169583,75791,107824,60170,Upgrade
16,Gain (Loss) on Sale of Investments,-347951,-257905,-158245,-131316,-63756,-39564,39163,-98124,-48984,-204374,-121998,-45509,-165238,-180325,-86189,-35375,-81085,-106630,-89999,-46071,Upgrade
17,Pretax Income,133667,229202,154887,178361,235355,248423,703197,357541,102340,69627,202185,199104,178414,131438,398225,165834,88497,-30839,18587,14249,Upgrade
18,Income Tax Expense,21466,40409,31100,35494,44134,49222,137635,69541,14249,11230,38948,37535,30781,23592,79526,33117,17720,-6260,3752,2284,Upgrade
19,Net Income,112200,188793,123787,142867,191221,199202,565562,288000,88091,58398,163237,161569,147633,107846,318699,132717,70777,-24579,14835,11965,Upgrade
20,Net Income to Common,112200,188793,123787,142867,191221,199202,565562,288000,88091,58398,163237,161569,147633,107846,318699,132717,70777,-24579,14835,11965,Upgrade
