,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Jan '25 Jan 16, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Market Capitalization,13525,15518,17739,18451,19932,18366,22316,22966,23111,25518,25518,25566,26288,26481,26000,26240,26433,26385,26481,26240,26000,Upgrade
1,Market Cap Growth,-15.50%,-15.50%,-20.51%,-19.66%,-13.76%,-28.03%,-12.55%,-10.17%,-12.09%,-3.64%,-1.85%,-2.57%,-0.55%,0.36%,-1.82%,0%,1.67%,2.05%,3.77%,2.64%,1.89%,Upgrade
2,Last Close Price,4.75,5.45,6.16,6.41,6.93,6.38,9.06,9.33,9.39,10.37,10.25,10.27,10.56,10.64,10.44,10.42,10.50,10.48,10.52,10.30,10.20,Upgrade
3,PE Ratio,-,-36.68,-,89.20,-,13.84,-,20.27,-,16.04,-,11.82,12.39,11.50,12.38,10.76,13.31,13.36,13.50,13.23,12.65,Upgrade
4,PS Ratio,3.95,4.53,4.30,4.25,4.25,3.10,3.92,3.70,3.87,4.26,4.30,4.00,4.21,4.10,4.29,4.02,4.44,4.61,4.82,4.76,4.60,Upgrade
5,PB Ratio,0.35,0.33,0.39,0.40,0.44,0.40,0.56,0.53,0.56,0.62,0.61,0.56,0.60,0.61,0.63,0.70,0.84,0.87,0.92,0.92,0.92,Upgrade
6,P/FCF Ratio,-,-,-,-1.70,-,-,11.37,173.87,-,-,-,-,-,-,-,-,-,-,-1.58,-1.02,-,Upgrade
7,P/OCF Ratio,-,-,-,-1.80,-,-,9.90,102.65,-,-,-,-,-,-,-,-,-,-,-1.65,-1.05,-,Upgrade
8,Debt / Equity Ratio,1.90,1.90,1.95,1.86,1.84,1.64,1.66,1.89,1.37,1.64,1.78,1.93,1.80,2.09,2.09,2.21,2.36,2.36,2.75,2.75,2.59,Upgrade
9,Debt / FCF Ratio,-,-,-,-7.98,-,-,33.98,624.02,-,-,-,-,-,-,-,-,-,-,-4.73,-3.07,-,Upgrade
10,Return on Equity (ROE),2.28%,-1.89%,7.56%,-8.86%,7.29%,-0.54%,10.68%,-0.06%,7.06%,1.13%,10.30%,1.53%,5.88%,2.50%,12.61%,4.63%,4.67%,8.35%,8.48%,6.27%,Upgrade,
11,Return on Assets (ROA),0.19%,-0.16%,0.62%,-0.74%,0.59%,-0.04%,0.82%,-0.00%,0.54%,0.09%,0.80%,0.12%,0.46%,0.19%,0.87%,0.30%,0.31%,0.56%,0.58%,0.44%,Upgrade,
12,Earnings Yield,-3.13%,-0.33%,2.15%,3.09%,4.00%,9.19%,7.33%,8.28%,7.90%,7.69%,7.64%,8.46%,8.07%,8.69%,8.07%,9.29%,7.52%,7.48%,7.41%,7.56%,7.90%,Upgrade
13,FCF Yield,-,-111.80%,-58.70%,-59.58%,-37.94%,8.79%,0.58%,-,-,-,-,-,-,-,-,-59.83%,-61.76%,-63.13%,-97.73%,-136.06%,Upgrade,
14,Dividend Yield,1.38%,-,-,-,0.95%,-,-,-,1.20%,-,-,-,1.16%,-,-,-,-,-,-,-,-,Upgrade
15,Payout Ratio,0.00%,-,-,18.85%,-,28.61%,-,22.79%,-,-,-,-,-,-,-,-,43.06%,43.06%,1.93%,1.93%,25.37%,Upgrade
16,Buyback Yield / Dilution,-,-18.28%,-18.28%,-18.28%,-18.28%,-,0.00%,-,-,-,-,-0.00%,-0.00%,-0.00%,-0.00%,-,-,-,-,-0.90%,Upgrade,
17,Total Shareholder Return,1.38%,-,-18.28%,-18.28%,-17.32%,-18.28%,-,0.00%,1.20%,-,-,-,1.16%,-0.00%,-0.00%,-0.00%,-,-,-,-,-0.90%,Upgrade
