,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Interest Income on Loans,5005,4686,5061,3904,5870,4489,5311,4376,5600,4928,5044,3998,6039,4463,4781,4445,4445,4243,4243,4235,Upgrade
1,Interest Paid on Deposits,2490,2556,2680,2718,2895,2819,2852,2774,2955,2826,2799,2683,2898,2646,2595,2477,2477,2280,2280,2231,Upgrade
2,Net Interest Income,2515,2129,2381,1186,2975,1670,2459,1601,2645,2102,2245,1314,3140,1816,2186,1968,1968,1963,1963,2004,Upgrade
3,Net Interest Income Growth (YoY),-15.44%,27.50%,-3.15%,-25.95%,12.45%,-20.55%,9.51%,21.84%,-15.77%,15.74%,2.71%,-33.22%,59.56%,-7.46%,11.38%,-1.79%,-1.79%,17.41%,17.41%,16.94%,Upgrade
4,Gain (Loss) on Sale of Assets,-0.52,0.52,-,5.34,-3.75,3.75,-,-2.21,3.49,-3.49,-,-12.61,11.5,0.4,6.53,2.7,2.7,0,0,0.09,Upgrade
5,Gain (Loss) on Sale of Investments,-1.98,392.43,145.98,910.19,-629.57,561.18,68.39,582.59,69.97,227.81,168.98,1059,-541.6,541.6,-,306.49,306.49,474.24,474.24,484.69,Upgrade
6,Other Non-Interest Income,354.58,142.58,308.6,-168.73,829.21,168.26,325.19,221.51,553.02,316.99,154.67,-394.82,842.79,95.02,283.09,213.73,213.73,168.06,168.06,14.14,Upgrade
7,Total Non-Interest Income,352.08,535.53,454.58,746.81,195.89,733.19,393.58,801.89,626.48,541.32,323.65,651.63,312.68,637.01,289.63,522.93,522.93,642.3,642.3,498.92,Upgrade
8,Non-Interest Income Growth (YoY),79.73%,-26.96%,15.50%,-6.87%,-68.73%,35.44%,21.61%,23.06%,100.36%,-15.02%,11.75%,24.61%,-40.21%,-0.82%,-54.91%,4.81%,4.81%,-3.22%,-3.22%,3.55%,Upgrade
