,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,263,265,255,174,157,132,153,208,231,244,257,Upgrade
1,Market Cap Growth,52.44%,52.44%,62.16%,32.26%,2.78%,-36.73%,-33.94%,-14.78%,-9.92%,7.48%,-14.18%,Upgrade
2,Enterprise Value,167,116,144,80,63,43,79,159,222,273,245,Upgrade
3,Last Close Price,1.24,1.25,1.09,0.74,0.61,0.51,0.54,0.74,0.80,0.84,0.89,Upgrade
4,PE Ratio,6.33,6.39,6.05,3.07,4.09,4.85,6.04,16.04,13.90,-8.06,-,Upgrade
5,PS Ratio,0.41,0.41,0.40,0.27,0.26,0.21,0.26,0.42,0.48,0.60,0.52,Upgrade
6,PB Ratio,0.59,0.60,0.56,0.40,0.37,0.33,0.36,0.49,0.54,0.58,0.66,Upgrade
7,P/TBV Ratio,0.61,0.61,0.57,0.41,0.38,0.34,0.37,0.51,0.57,0.64,0.79,Upgrade
8,P/FCF Ratio,4.09,4.13,2.72,2.49,2.74,1.98,2.08,2.94,2.74,9.43,-,Upgrade
9,P/OCF Ratio,3.28,3.28,2.33,2.03,2.28,1.71,1.79,2.44,2.35,7.35,-,Upgrade
10,EV/Sales Ratio,0.26,0.18,0.23,0.13,0.10,0.07,0.14,0.32,0.46,0.67,0.50,Upgrade
11,EV/EBITDA Ratio,1.89,1.80,2.25,0.97,1.09,0.81,1.49,3.72,4.50,-36.97,-,Upgrade
12,EV/EBIT Ratio,3.63,2.53,3.12,1.25,1.66,1.39,2.64,8.48,9.37,-9.82,-,Upgrade
13,EV/FCF Ratio,2.60,1.81,1.54,1.15,1.10,0.64,1.08,2.25,2.64,10.57,-,Upgrade
14,Debt / Equity Ratio,0.31,0.31,0.25,0.25,0.29,0.25,0.25,0.23,0.30,0.26,0.38,Upgrade
15,Debt / FCF Ratio,2.13,2.13,1.22,1.60,2.17,1.52,1.46,1.39,1.53,4.26,-,Upgrade
16,Return on Capital Employed (ROCE),8.12%,8.12%,8.41%,12.01%,7.12%,6.36%,5.80%,3.71%,4.58%,-5.40%,-,Upgrade
17,Earnings Yield,15.79%,15.66%,16.54%,32.57%,24.47%,20.63%,16.54%,6.24%,7.19%,-12.41%,-9.63%,Upgrade
18,FCF Yield,24.43%,24.24%,36.71%,40.10%,36.45%,50.56%,48.03%,33.98%,36.45%,10.60%,14.50%,Upgrade
19,Dividend Yield,9.68%,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Total Shareholder Return,9.68%,-,-,-,-,-,-,-,-,-,-,Upgrade
