,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,125.42,133.77,193.7,217.66,193.43,163.02,171.5,178.17,137.79,136.04,Upgrade
1,Short-Term Investments,108,129.55,28.27,-,1.68,-,-,-,-,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,32.94,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,233.42,263.32,221.96,217.66,195.11,195.96,171.5,178.17,137.79,136.04,Upgrade
4,Cash Growth,5.16%,20.98%,13.76%,11.07%,13.76%,9.98%,24.46%,30.97%,-,126.37%,Upgrade
5,Accounts Receivable,64.32,74.29,79.7,63.44,41.56,49.07,35.56,37.22,16.53,43.82,Upgrade
6,Other Receivables,24.76,19.4,18.02,16.29,17.7,15.58,14.09,14.35,19.58,20.94,Upgrade
7,Receivables,89.08,93.69,97.71,79.74,59.26,64.65,49.64,51.58,36.11,64.76,Upgrade
8,Inventory,52.46,49.52,49.59,46.42,58.13,57.66,71.4,51.31,64.71,68.56,Upgrade
9,Prepaid Expenses,3.79,2.14,7.81,7.43,9.34,8.85,12.61,8.26,13.43,7.86,Upgrade
10,Other Current Assets,4.44,4.51,5.93,5.6,5.42,6.2,8.3,4.7,9.07,7.13,Upgrade
11,Total Current Assets,383.18,413.18,383,356.84,327.26,333.31,313.45,294.02,261.11,284.34,Upgrade
12,"Property, Plant & Equipment",345.8,324.8,323.17,348.11,334.56,356.59,363.9,381.98,477.65,440.58,Upgrade
13,Other Intangible Assets,9.45,10.24,11.55,12.54,14.18,15.57,16.44,17.75,19.72,44.95,Upgrade
14,Long-Term Accounts Receivable,4.92,6.18,7.36,-,-,-,-,-,0.28,1.08,Upgrade
15,Other Long-Term Assets,77.01,78.17,77.1,75.38,78.79,82.54,91,91.13,7.12,6.26,Upgrade
16,Total Assets,820.35,832.57,802.19,792.87,754.79,788.01,784.8,784.88,765.87,777.21,Upgrade
17,Accounts Payable,29.67,33.5,32.64,29.16,26.22,31.35,29.09,19.67,15.11,27.33,Upgrade
18,Accrued Expenses,65.95,97.65,75.54,88.94,57.43,70.78,48.92,75.28,65.39,59.02,Upgrade
19,Short-Term Debt,-,-,-,-,-,-,-,15.52,-,31.04,Upgrade
20,Current Portion of Leases,22.89,25.94,22.07,26.34,25.3,24.76,20.79,25.86,23.31,25.35,Upgrade
21,Current Income Taxes Payable,8.1,8.24,3.63,4.09,3.59,3.52,3.03,2.89,2.63,2.28,Upgrade
22,Current Unearned Revenue,95.82,78.99,96.76,76.59,116.06,104.84,140.5,91.83,100.23,97.05,Upgrade
23,Other Current Liabilities,31.78,38.47,36.99,35.83,41.02,36.02,35.76,35.75,43.84,50.73,Upgrade
24,Total Current Liabilities,254.2,282.79,267.61,260.96,269.62,271.26,278.09,266.8,250.5,292.8,Upgrade
