,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Gain (Loss) on Sale of Investments (Rev),-,-0.14,-,-0.37,0.13,-0.17,-0.1,-,0.2,-0.44,Upgrade
1,Other Revenue,92.22,88.29,230.38,108.39,82.54,106.18,378.22,-,1742,231.1,Upgrade
2,Total Revenue,95.17,159.22,245.2,122.81,140.43,180.55,481.6,-,1850,316.82,Upgrade
3,Revenue Growth (YoY,-61.19%,29.65%,74.60%,-31.98%,-70.84%,-,-73.96%,-,526.70%,1.93%,Upgrade
4,Property Expenses,31.75,52.36,120.86,38.87,38.35,45.8,178.7,-,1058,105.15,Upgrade
5,"Selling, General & Administrative",159.13,164.21,130.01,139.31,155.86,211.65,177.49,-,294.31,242.48,Upgrade
6,Other Operating Expenses,-4.9,-6.64,-21.91,-2.93,-4.24,-4.62,-5.16,-,-13.21,-8.22,Upgrade
7,Total Operating Expenses,185.98,209.93,228.97,175.26,189.97,252.83,351.03,-,1339,339.42,Upgrade
8,Operating Income,-90.81,-50.72,16.23,-52.45,-49.53,-72.27,130.57,-,510.7,-22.6,Upgrade
9,Interest Expense,-73.84,-81.67,-78.81,-67.2,-65.33,-49.62,-54.86,-,-81.27,-129.52,Upgrade
10,Interest & Investment Income,41.38,51.62,57.64,57.87,24.39,3.12,10.35,-,19.13,28.71,Upgrade
11,Currency Exchange Gain (Loss),0.85,3.23,-16.7,8.74,-20.04,0.18,-6.73,-,-0.83,-0.86,Upgrade
12,EBT Excluding Unusual Items,-122.42,-77.52,-21.65,-53.04,-110.52,-118.6,79.33,-,447.74,-124.27,Upgrade
13,Gain (Loss) on Sale of Investments,-2.53,-121.82,-238.42,19.86,-287.04,-1216,-576.12,-,192.43,-175.11,Upgrade
14,Gain (Loss) on Sale of Assets,25.4,-0.01,-0.58,9.37,-13.02,-0.17,1179,-,-11.82,-3.43,Upgrade
15,Asset Writedown,-286.16,-292.22,-321.43,-609.6,-112.79,-57.25,93.34,-,-436.57,-515.05,Upgrade
16,Pretax Income,-385.71,-491.57,-582.08,-633.42,-523.36,-1392,775.41,-,191.77,-817.86,Upgrade
17,Income Tax Expense,-23.73,1.01,-15.51,-40.21,-19.86,-16.12,150.05,-,-23.44,0.94,Upgrade
18,Earnings From Continuing Operations,-361.97,-492.58,-566.57,-593.21,-503.5,-1376,625.36,-,215.21,-818.8,Upgrade
19,Earnings From Discontinued Operations,-,-,-,-,-,351.75,-35.59,-,-,-,Upgrade
20,Net Income to Company,-361.97,-492.58,-566.57,-593.21,-503.5,-1024,589.77,-,215.21,-818.8,Upgrade
21,Minority Interest in Earnings,69.19,45.38,81.72,56.29,74.12,213.83,-302.47,-,-165.97,81.74,Upgrade
22,Net Income,-292.78,-447.2,-484.85,-536.91,-429.38,-810.44,287.3,-,49.24,-737.07,Upgrade
23,Net Income to Common,-292.78,-447.2,-484.85,-536.91,-429.38,-810.44,287.3,-,49.24,-737.07,Upgrade
24,Net Income Growth,-,-,-,-,-,-,483.49%,-,53.95%,-,Upgrade
25,Basic Shares Outstanding,1673,1673,1673,1673,1673,1673,1673,-,1673,1673,Upgrade
26,Diluted Shares Outstanding,1673,1673,1673,1673,1673,1673,1673,-,1673,1673,Upgrade
27,EPS (Basic),-0.18,-0.27,-0.29,-0.32,-0.26,-0.48,0.17,-,0.03,-0.44,Upgrade
28,EPS (Diluted),-0.18,-0.27,-0.29,-0.32,-0.26,-0.48,0.17,-,0.03,-0.44,Upgrade
29,EPS Growth,-,-,-,-,-,-,483.50%,-,53.96%,-,Upgrade
30,Dividend Per Share,-,-,-,-,-,0.020,0.020,-,0.015,-,Upgrade
31,Dividend Growth,-,-,-,-,-,-,33.33%,-,0%,-,Upgrade
32,Operating Margin,-95.41%,-31.85%,6.62%,-42.71%,-35.27%,-40.03%,27.11%,-,27.61%,-7.13%,Upgrade
33,Profit Margin,-307.64%,-280.87%,-197.74%,-437.20%,-305.75%,-448.87%,59.65%,-,2.66%,-232.65%,Upgrade
34,Free Cash Flow Margin,-161.91%,-118.80%,-74.21%,-143.09%,287.29%,154.01%,39.61%,-,-25.22%,-95.61%,Upgrade
35,EBITDA,-79.33,-38.24,27.87,-41.16,-42.59,-55.48,152.43,-,532.63,4.6,Upgrade
36,D&A For Ebitda,11.48,12.48,11.64,11.29,6.94,16.79,21.86,22.18,21.93,27.2,Upgrade
37,EBIT,-90.81,-50.72,16.23,-52.45,-49.53,-72.27,130.57,-,510.7,-22.6,Upgrade
