,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,1684,359,328,452,755,427,2216,879,681,588,953
1,Market Cap Growth,-20.55%,-20.55%,-56.56%,5.80%,-65.92%,-51.41%,225.45%,49.47%,-28.57%,-2.09%,-23.33%
2,Enterprise Value,1352,34,-53,52,443,70,2230,123,-5,174,451
3,Last Close Price,1.36,0.29,0.27,0.36,0.61,0.34,1.79,0.71,0.55,0.47,0.77
4,PE Ratio,-,-,-,-,-,-,-,245.72,-,-,-
5,PS Ratio,4.11,0.88,0.59,0.36,0.37,0.37,4.96,2.11,1.65,0.71,0.68
6,PB Ratio,1.18,0.25,0.22,0.31,0.49,0.26,1.29,0.52,0.41,0.38,0.59
7,P/TBV Ratio,0.25,0.25,0.23,0.31,0.49,0.27,1.29,0.52,0.41,0.38,0.59
8,P/FCF Ratio,-,-8.83,-,4.46,9.08,-,-5.65,-,-,-7.84,-
9,P/OCF Ratio,-,-8.91,-,4.39,8.98,-,-5.65,-,-,-8.24,-
10,EV/Sales Ratio,3.30,0.08,-,0.04,0.22,0.06,4.99,0.29,-,0.21,0.32
11,EV/EBITDA Ratio,-,-1.73,-,-,-,-,-,3.64,-,-6.93,-
12,EV/EBIT Ratio,-,-1.42,-,-,-,-,-,4.14,-,-5.97,-
13,EV/FCF Ratio,-33.25,-0.84,-,0.52,5.32,-,-5.69,-,-,-2.32,-
14,Debt / Equity Ratio,0.10,0.10,0.10,0.10,0.09,0.08,0.02,0.02,0.02,0.03,0.03
15,Debt / FCF Ratio,-,-3.59,-,1.48,1.60,-,-0.07,-,-,-0.69,-
16,Return on Capital Employed (ROCE),-,-1.69%,-,-,-,-,-,1.73%,-,-1.87%,-
17,Earnings Yield,-1.97%,-9.26%,-11.75%,-7.25%,-3.83%,-8.32%,0.00%,0.41%,-6.21%,-12.06%,-0.60%
18,FCF Yield,-2.42%,-11.33%,-19.46%,22.41%,11.02%,81.88%,-17.70%,-91.11%,9.80%,-12.75%,14.42%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-5.01%,-17.49%,-10.02%,
20,Total Shareholder Return,-,-,-,-,-,-,-,-5.01%,-17.49%,-10.02%,
