,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,5065,3384,2749,3246,4008,3696,3991,4412,4245,2818,2911,3090,3494,3147,3494,3015,3592,4112,4366,4077,4204,Upgrade
1,Market Cap Growth,-8.44%,-8.44%,-31.11%,-26.44%,-5.58%,31.15%,37.10%,42.80%,21.49%,-10.46%,-16.69%,2.49%,-2.73%,-23.46%,-19.97%,-26.06%,-14.56%,4.37%,12.47%,-10.31%,7.09%,Upgrade
2,Enterprise Value,4875,3257,2415,2893,3655,3319,3565,3872,3704,2185,2463,2736,3140,2610,3099,2655,3232,3581,3796,4001,4128,Upgrade
3,Last Close Price,8.77,5.86,4.76,5.62,6.94,6.40,6.91,7.64,7.35,4.88,5.04,5.35,6.05,5.45,6.05,5.22,6.22,7.12,7.56,7.06,7.28,Upgrade
4,PE Ratio,1752.84,1171.23,237.28,755.10,-,133.39,86.24,30.65,-,286.03,-897.41,-34.01,-,128.70,251.82,152.70,-,572.77,181.70,67.19,-,Upgrade
5,Forward PE,-,39.04,39.04,39.04,39.04,39.04,39.04,39.04,39.04,39.04,39.04,39.04,39.04,39.04,39.04,39.04,39.04,39.04,39.04,39.04,39.04,Upgrade
6,PS Ratio,8.50,5.68,4.43,5.33,6.74,6.54,7.12,7.67,6.65,3.73,3.42,3.35,3.79,4.24,4.87,3.87,4.58,4.34,4.79,5.01,5.51,Upgrade
7,PB Ratio,3.29,2.11,1.72,2.06,2.56,2.33,2.53,2.81,2.73,-,1.91,2.17,2.49,2.02,2.27,1.97,2.37,2.68,2.85,2.72,2.73,Upgrade
8,P/TBV Ratio,2.24,2.24,1.83,2.18,2.71,2.46,2.67,2.97,2.89,-,2.02,2.30,2.64,2.38,2.68,2.34,2.81,3.18,3.38,3.19,3.19,Upgrade
