,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,4961,3958,3151,3931,5306,4849,6001,7043,7157,8988,12931,13918,3361,2884,2517,2282,2440,3067,4035,4383,7381,Upgrade
1,Market Cap Growth,-18.38%,-18.38%,-47.49%,-44.18%,-25.87%,-46.05%,-53.60%,-49.40%,112.93%,211.61%,413.79%,509.91%,37.74%,-5.95%,-37.63%,-47.94%,-66.94%,-51.68%,-34.39%,-31.42%,37.47%,Upgrade
2,Enterprise Value,4773,3639,2858,3897,5271,4623,5694,7278,7167,9230,13295,14035,3478,3167,2937,2828,2986,3343,4401,4815,7813,Upgrade
3,Last Close Price,9.86,7.86,6.19,7.58,10.23,9.35,11.57,13.09,13.31,16.71,24.02,26.39,6.37,5.45,4.75,4.31,4.61,5.71,7.15,7.77,13.02,Upgrade
4,PE Ratio,-,-,-,-13.10,-,-,-,13.43,14.54,77.70,-,797.62,-,-45.56,-19.75,-9.66,-,-,-,-,-,Upgrade
5,PS Ratio,0.84,0.66,0.47,0.57,0.71,0.51,0.66,0.83,1.01,1.90,3.09,3.60,0.86,0.80,0.83,0.89,1.07,1.30,1.71,1.62,2.59,Upgrade
6,PB Ratio,2.77,2.12,1.67,1.97,2.71,2.23,2.49,2.73,2.88,4.33,7.09,8.11,1.53,1.49,1.32,1.19,1.28,1.52,1.98,2.06,3.40,Upgrade
7,P/TBV Ratio,2.39,2.39,1.89,2.31,3.16,2.60,2.91,3.16,3.30,5.01,9.86,10.85,1.92,1.81,1.62,1.46,1.59,1.88,2.44,2.62,4.37,Upgrade
8,P/FCF Ratio,-,-,-33.71,-,7.67,-,7.59,11.16,-,21.76,39.46,-,7.58,54.62,-8.02,-,-,-,12.97,-,15.23,Upgrade
9,P/OCF Ratio,13.70,-,13.23,13.82,5.20,-,6.23,8.60,-,13.50,20.49,18.27,4.37,10.11,-16.48,-7.93,-,-,12.70,-,14.60,Upgrade
10,EV/Sales Ratio,0.79,0.60,0.42,0.57,0.70,0.49,0.63,0.86,1.01,1.95,3.18,3.63,0.89,0.87,0.96,1.10,1.30,1.41,1.87,1.78,2.74,Upgrade
11,EV/EBITDA Ratio,-,-12.36,-9.18,-8.47,-,7.59,-,7.23,9.03,32.26,-,125.05,-,23.94,84.17,-176.20,-,-,-,-27.47,-,Upgrade
12,EV/EBIT Ratio,-,-9.53,-,-7.16,-,8.76,-,7.82,9.97,43.36,-,364.09,-,53.68,-72.41,-30.49,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-393.34,-,-30.58,-,7.62,-,7.20,11.53,-,22.34,40.57,-,7.85,59.97,-9.36,-,-,-,14.15,-,16.12,Upgrade
14,Debt / Equity Ratio,0.36,0.36,0.37,0.38,0.35,0.34,0.34,0.29,0.33,0.38,0.32,0.37,0.34,0.29,0.29,0.34,0.45,0.36,0.25,0.27,0.26,Upgrade
15,Debt / EBITDA Ratio,-,2.30,43.85,2.97,-,3.35,-,0.74,0.46,0.62,-,3.77,-,1.57,3.21,4.18,-,-,-,12.17,-,Upgrade
16,Debt / FCF Ratio,-,-,-7.39,-,0.99,-,1.05,1.19,-,1.90,1.77,-,1.67,10.71,-1.79,-,-,-,1.67,-,1.14,Upgrade
17,Asset Turnover,1.46,1.94,1.47,1.27,1.92,1.72,1.78,3.08,1.88,1.74,0.87,1.16,1.69,1.58,1.02,0.86,0.79,0.84,0.58,0.83,Upgrade,
18,Inventory Turnover,9.39,9.12,15.41,11.18,10.13,9.50,8.74,6.79,12.64,9.03,10.11,5.24,6.87,7.14,6.07,3.86,4.86,4.30,5.74,3.22,4.92,Upgrade
19,Quick Ratio,1.14,1.14,1.09,1.34,1.14,1.24,1.37,1.38,1.37,1.55,0.93,0.82,1.61,1.55,1.25,1.10,1.10,1.19,1.56,1.35,1.38,Upgrade
20,Current Ratio,1.77,1.77,1.64,1.81,1.78,1.82,1.99,2.07,2.16,2.30,1.78,1.86,2.43,2.41,2.25,2.13,1.90,2.05,2.27,2.11,2.11,Upgrade
