,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,2540,1850,2088,2680,2493,1760,2195,2614,2500,1702,2063,2156,2966,1402,1706,1839,2342,1017,1440,1545,Upgrade
1,Other Revenue,-86.47,86.47,-,238.21,-103.79,103.79,-,182.82,-116.5,116.5,-,266.27,-117.01,117.01,-,258.44,-62.58,62.58,-,245.85,Upgrade
2,Revenue,2454,1937,2088,2918,2389,1863,2195,2797,2383,1819,2063,2423,2849,1519,1706,2097,2279,1080,1440,1791,Upgrade
3,Revenue Growth (YoY),2.71%,3.93%,-4.86%,4.34%,0.24%,2.45%,6.40%,15.45%,-16.35%,19.77%,20.90%,15.50%,25.00%,40.60%,18.46%,17.10%,6.97%,-4.53%,-2.17%,13.16%,Upgrade
4,Cost of Revenue,1607,1292,1377,2033,1566,1273,1524,1996,1582,1251,1400,1724,1807,1085,1218,1631,1503,744.56,1034,1334,Upgrade
5,Gross Profit,846.49,644.3,710.95,885.28,822.34,590.21,670.66,801.35,800.98,568.08,662.56,698.73,1042,433.83,488.46,466.71,776.37,335.49,405.99,456.84,Upgrade
6,"Selling, General & Admin",475.57,425.98,427.37,622.14,469.89,439.48,413.46,495.09,459.28,406.62,380.11,518.67,531.17,365,302.17,352.34,407.99,311.61,258.38,433.49,Upgrade
7,Research & Development,3.43,2.01,1.99,2.63,2.23,2.03,2.09,1.4,1.92,2.13,2.04,7.87,-2.1,1.09,1.01,-,-,-,-,0.3,Upgrade
8,Other Operating Expenses,-52.55,8.02,2.44,-57.11,-6.75,-13.35,-19.58,-52.9,-13.64,-18.21,-0.61,-34.24,-12.46,-2.56,-2.06,32.33,-18.64,-17.33,-3.18,45.26,Upgrade
9,Operating Expenses,455.38,429.21,448.65,551.65,494.93,419.52,413.88,435.62,474.67,376.28,397.55,532.28,538.45,359.18,310.1,365.03,412.55,299.83,263.79,454.91,Upgrade
10,Operating Income,391.11,215.09,262.3,333.63,327.41,170.7,256.78,365.73,326.31,191.8,265.01,166.45,503.8,74.65,178.36,101.68,363.82,35.66,142.21,1.93,Upgrade
11,Interest Expense,-7.42,-7.9,-3.54,-4.18,-3.31,-2.67,-2.97,-4.2,-2.82,-11.67,-2.08,-18.44,-0.06,-0.02,-0.31,-4.1,-5.31,-3.04,-2.36,-19.16,Upgrade
12,Interest & Investment Income,22.67,32.29,25.36,51.07,16.64,48.14,11.18,52.17,23.3,37.5,8.64,23,24.15,32.57,8.8,18.93,19.18,30.07,6.15,-,Upgrade
13,Currency Exchange Gain (Loss),1.46,-1.46,-,-0.55,-0.1,0.1,-,-4.2,1.81,-1.81,-,0.44,-0.44,0.44,-,0.12,0.35,-0.35,-,-1.32,Upgrade
14,Other Non Operating Income (Expenses),-4.46,-0.96,-1.97,2.8,-1.72,-6.11,1.49,4.81,-3.05,-1.47,-4.65,15.49,-11.13,-8.81,-0.02,4.47,-5.03,-3.57,1.07,11.55,Upgrade
15,EBT Excluding Unusual Items,403.36,237.05,282.15,382.77,338.92,210.16,266.48,414.3,345.56,214.35,266.91,186.93,516.32,98.83,186.84,121.1,373.01,58.77,147.07,-6.99,Upgrade
16,Gain (Loss) on Sale of Investments,-2.74,-31.25,-31.15,129.23,-14.04,7.16,21.14,22.4,-60.75,-2.45,-71.77,45.28,92.81,10.54,-16.27,1.25,6.37,3.84,-15.62,-0.56,Upgrade
17,Gain (Loss) on Sale of Assets,0.29,0.06,0.03,2.96,0.07,0.45,0.08,1.73,-0.31,1.95,0.27,-0.39,0.35,0.35,0.01,-0.66,0.31,-0.2,0.13,-2.68,Upgrade
18,Asset Writedown,-38.5,23.21,-23.21,29.78,-29.78,18.75,-18.75,41.77,-41.77,15.07,-15.07,7.41,-7.41,13.57,-13.57,52.39,-52.39,19.07,-19.07,47.37,Upgrade
19,Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.34,-0.34,-,-,Upgrade
20,Other Unusual Items,-17.66,17.66,-,6.28,-,-,-,-6.44,-,-,-,-7.73,-,-,-,81.08,-,-,-,97.98,Upgrade
21,Pretax Income,344.75,246.73,227.82,551.03,295.17,236.52,268.94,473.76,242.73,228.92,180.34,231.51,602.07,123.28,157,255.16,327.65,81.14,112.52,135.12,Upgrade
